,source,text,type,category,label,English,text_size,subject,contains_name
70, Mugur Cozmanciuc,"„Din cauza administrației social-democrate, județul nostru (n.r. județul Neamț) se situează pe locul 41 în ceea ce privește absorbția fondurilor europene.”", DECLARAȚII Finante,Fals,3,"""Due to the social-democratic administration, our county (n.r. Neamț county) ranks 41st in terms of absorption of European funds."" ",small,Economie,no
74, Lucian Bode,"„În cele peste 9 luni de mandat am reușit să dăm ordinul de începere a peste 100 de km de autostrăzi, drumuri expres, variante ocolitoare.”", DECLARAȚII Transport,Fals,3,"""In the more than 9 months of our mandate, we managed to give the order to start over 100 km of highways, express roads, detours."" ",small,Economie,no
75, Călin Popescu Tăriceanu,„În perioada mandatului meu (…) pensiile s-au dublat și salariile au crescut cu 60%.”, DECLARAȚII Social,Parțial Adevărat,1,"""During my term (…) pensions doubled and salaries increased by 60%."" ",small,Economie,no
77, Ludovic Orban,"„Au fost țări, Polonia și Croația de exemplu, care au organizat alegerile și asta nu a dus la o creștere a numărului de infectări.”", DECLARAȚII Coronavirus,Fals,3,"""There were countries, Poland and Croatia for example, that organized the elections and that did not lead to an increase in the number of infections."" ",small,Coronavirus,no
78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans "" ",small,Economie,no
85, Nicușor Dan,„Sectorul 2 are cei mai puțini metri pătrați de spațiu verde pe cap de locuitor.”, DECLARAȚII Mediu,Adevărat,0,"""Sector 2 has the fewest square meters of green space per capita."" ",small,SanatateMediu,no
89, Claudiu Nasui,"„Din fiecare sută de lei muncită, statul ia românilor aproape 50 de lei. Salariatul român obișnuit suportă o povară fiscală estimată de 46,32% din ce câștigă, conform unui studiu publicat recent.”", DECLARAȚII Munca,Adevărat,0,"""Out of every hundred lei worked, the state takes almost 50 lei from the Romanians. The average Romanian employee bears an estimated tax burden of 46.32% of what he earns, according to a recently published study. ” ",small,Social,no
91, Costel Alexe,"„La capitolul păduri virgine şi cvasivirgine, stăm cel mai bine din Europa. Avem două treimi din pădurile virgine şi cvasivirgine ale Europei. La preluarea mandatului, erau doar 28.000 de hectare introduse în catalog, astăzi suntem la 35.000 hectare.”", DECLARAȚII Mediu,Fals,3,"""In terms of virgin and quasi-virgin forests, we are the best in Europe. We have two-thirds of Europe's virgin and quasi-virgin forests. At the time of taking office, only 28,000 hectares were included in the catalog, today we are at 35,000 hectares. "" ",big,SanatateMediu,no
92, Klaus Iohannis,"„Trebuie să ținem cont de Constituție, care constituție este foarte fermă. Mandatul de parlamentar este de patru ani, punct. Nu poate fi prelungit acest mandat.”", DECLARAȚII Electoral,Fals,3,"""We must take into account the Constitution, which is very firm. The term of office of the parliamentarian is four years, period. This term cannot be extended. "" ",small,Politica,no
95, Ștefan Radu Oprea,"„Eurostat arată că România este pe locul 2 la explozia datoriei în primele 6 luni, chiar dacă în primele trei luni ale anului nu s-au manifestat efectele crizei COVID”", DECLARAȚII Finante,Trunchiat,2,"""Eurostat shows that Romania is on the 2nd place to the debt explosion in the first 6 months, even if in the first three months of the year the effects of the COVID crisis did not manifest"" ",small,Economie,no
103, Petre Florin Manole,"„Salariul mediu net: a scăzut. Dacă aveai 3340 lei în decembrie 2019, acum ai 3179 lei.”", DECLARAȚII Munca,Adevărat,0,"""Average net salary: decreased. If you had 3340 lei in December 2019, now you have 3179 lei. ” ",small,Social,no
109, Mihai Fifor,"„S-au convenit alocări preferențiale suplimentare din fondurile de coeziune pentru Cehia - 1 miliard de euro, Germania – 500 de milioane de euro, Slovenia - 300 de milioane de euro, Belgia – 200 de milioane, Cipru și Finanda – câte 100 de milioane de euro.”", DECLARAȚII Finante,Fals,3,"""Additional preferential allocations from cohesion funds have been agreed for the Czech Republic - 1 billion euros, Germany - 500 million euros, Slovenia - 300 million euros, Belgium - 200 million, Cyprus and Finland - 100 million each Of euro."" ",big,Economie,no
111, Ciprian Ciucu,"„Cu cât poluarea aerului este mai mare, cu atât coronavirusul se transmite mai ușor pentru că se atașează de microparticulele aflate în suspensie în aer și este inspirat odată cu acestea.”", DECLARAȚII Coronavirus,Adevărat,0,"""The higher the air pollution, the easier it is to transmit the coronavirus because it attaches to and is inspired by airborne microparticles."" ",small,Coronavirus,no
113, Marcel Ciolacu,"„La noi costă 70-80 de euro un test, iar în Germania costă 17-18 euro. Cam asta e diferenţa.”", DECLARAȚII Coronavirus,Fals,3,"""In our country, a test costs 70-80 euros, and in Germany it costs 17-18 euros. That's about the difference. "" ",small,Coronavirus,no
114, Mihai Fifor,„Legea carantinei a suferit modificări de peste 90% față de forma trimisă inițial de guvern.”, DECLARAȚII Coronavirus,Adevărat,0,"""The quarantine law has been amended by more than 90% compared to the form originally sent by the government."" ",small,Coronavirus,no
120, Rareș Bogdan,„(...)mi s-a spus că 60 de milioane de euro pe lună vin din impozitele la aceste păcănele.”, DECLARAȚII Finante,Fals,3,"""(...) I was told that 60 million euros a month come from taxes on these pecans."" ",small,Economie,no
121, Eugen Tomac,"„Domnul preşedinte [Băsescu] a fost cel care a creat tramvaiul 41, a fost cel care a creat Podul Basarab, a modernizat din punct de vedere al infrastructurii tot oraşul.”", DECLARAȚII Transport,Trunchiat,2,"""Mr. President [Băsescu] was the one who created tram 41, he was the one who created the Basarab Bridge, he modernized the whole city in terms of infrastructure."" ",small,Economie,no
123, Tit-Liviu Brăiloiu,"„Nu există nicio ţară din Europa care să aibă o asemenea lege. (…) În Franţa nu există. Sunt ţări care au fost foarte rău lovite de acest virus (…), mă gândesc la Italia şi Spania, au avut nu 13 morţi cum anunţăm noi astăzi şi ieri, au avut între 1.800 şi 2.000 de morţi pe zi şi care nu s-au grăbit cu o asemenea lege care să îngrădească totuşi libertăţile cetăţenilor”", DECLARAȚII Coronavirus,Trunchiat,2,"""There is no country in Europe that has such a law. (…) Does not exist in France. There are countries that have been badly hit by this virus (…), I am thinking of Italy and Spain, they have had no 13 deaths as we announce today and yesterday, they have had between 1,800 and 2,000 deaths a day and they have not hastened by such a law as would restrict the freedoms of its citizens. "" ",big,Coronavirus,no
127, Florin Câțu,"„Anul acesta, în primele 5 luni ale anului, au fost cheltuite 13,1 miliarde de lei pentru investiţii, ceea ce reprezintă cea mai mare sumă alocată investiţiilor în ultimii 10 ani de zile.”", DECLARAȚII Economie,Trunchiat,2,"""This year, in the first 5 months of the year, 13.1 billion lei were spent on investments, which is the largest amount allocated to investments in the last 10 years."" ",small,Economie,no
130, Cătălin Predoiu,"„Anii 2015-2019 au fost ani pierduți pentru modernizarea sistemului judiciar, ani de regres și parțial ratați pentru dezvoltarea Justiției. Doar 16-20% din măsurile planificate acum 4 ani au fost realizate.”", DECLARAȚII Justitie,Adevărat,0,"""The years 2015-2019 were years lost for the modernization of the judiciary, years of regression and partially missed for the development of Justice. Only 16-20% of the measures planned 4 years ago have been implemented. "" ",small,Justitie,no
138, Lucian Romascanu,„Pacienții oncologici au decedat într-un număr mult mai mare față de perioada de anul trecut.”, DECLARAȚII Coronavirus,Fals,3,"""Cancer patients have died in much greater numbers than last year."" ",small,Coronavirus,no
146, Ludovic Orban,"„Într-o perioadă foarte scurtă de timp, de șase luni şi ceva, noi am reușit să absorbim fonduri europene în valoare de două miliarde de euro. Trebuie comparate aceste șase luni cu cei șase ani în care noi nu am fost la guvernare și în care s-au absorbit 6 miliarde.”", DECLARAȚII Finante,Fals,3,"""In a very short period of time, six months or so, we managed to absorb European funds worth two billion euros. We need to compare these six months with the six years in which we have not been in power and in which 6 billion have been absorbed. "" ",big,Economie,no
153, Vasile Câtea,"„În baza OUG. 78 din 22 mai 2020, ar fi trebuit achiziţionate măşti pentru a fi distribuite unui mare număr de cetăţeni cu probleme materiale sau de sănătate.”", DECLARAȚII Coronavirus,Adevărat,0,"""Based on the GEO. 78 of 22 May 2020, masks should have been purchased to be distributed to a large number of citizens with material or health problems. "" ",small,Coronavirus,no
158, Gabriela Firea,"„Când am ajuns primar general, erau în traficul din Bucureşti doar 600 de mijloace de transport în comun însemnând autobuze, tramvaie, troleibuze (...). În acest moment avem 1800 de mijloace de transport în comun în București şi Ilfov (...).”", DECLARAȚII Transport,Fals,3,"""When I became mayor general, there were only 600 means of public transport in Bucharest, meaning buses, trams, trolleybuses (...). At the moment we have 1800 means of public transport in Bucharest and Ilfov (...). ” ",big,Economie,no
159, Mirela Furtună,"„Avem printre cele mai mici alocaţii din Uniunea Europeană, în cuantum de aproximativ 62 de euro.”", DECLARAȚII Social,Adevărat,0,"""We have among the lowest allowances in the European Union, in the amount of about 62 euros."" ",small,Economie,no
162, Cătălin Cherecheș,„Acțiunile noastre se desfășoară în conformitate cu prevederile art. 6 alin (1) din Ordonanța militară nr. 3/2020 (...)”, DECLARAȚII Politica,Fals,3,„Our actions are carried out in accordance with the provisions of art. 6 paragraph (1) of the Military Ordinance no. 3/2020 (...) ” ,small,Politica,no
163, Florin Câțu,„România este țara cu creșterea economică cea mai mare din UE în primul trimestru”, DECLARAȚII Finante,Fals,3,"""Romania is the country with the highest economic growth in the EU in the first quarter"" ",small,Economie,no
168, Cosette Chichirău,„Din cauza CCR au fost închise peste 800 de dosare cu prejudicii totale de peste 4 miliarde de euro.”, DECLARAȚII Justitie,Adevărat,0,"""Because of the RCC, more than 800 cases were closed with total damages of over 4 billion euros."" ",small,Justitie,no
170, Marcel Vela,"„Am făcut o comparație cu anii 2019, 2018, 2017 și 2016, așadar ultimii patru ani. În 2020 au fost cele mai puține infracțiuni la nivel național și cele mai puține infracțiuni cu violență.”", DECLARAȚII Justitie,Adevărat,0,"""We made a comparison with the years 2019, 2018, 2017 and 2016, so the last four years. In 2020, there were the fewest crimes at the national level and the fewest violent crimes. "" ",small,Justitie,no
181, Alfred Simonis,"''Cel mai grav e că după 15 mai, din cauza incompetenței criminale, românii vor putea ieși pe stradă fără restricții și fără să știe ce trebuie să respecte”", DECLARAȚII Coronavirus,Trunchiat,2,"""The worst thing is that after May 15, due to criminal incompetence, Romanians will be able to go out on the street without restrictions and without knowing what to follow"" ",small,Coronavirus,no
182, Florin Câțu,"„Ne uităm în Europa, unde România și încă două țări mai sunt pe creștere economică.""", DECLARAȚII Economie,Adevărat,0,"""We are looking at Europe, where Romania and two other countries are still growing economically."" ",small,Economie,no
185, Corneliu Buicu,"„De ce bugetul Sănătății a fost mai mic cu 23%, deși se știa de epidemie?”", DECLARAȚII Sanatate,Trunchiat,2,"""Why was the Health budget 23% smaller, even though the epidemic was known?"" ",small,SanatateMediu,no
187, Ludovic Orban,"„A crescut semnificativ numărul de teste pe zi. Vreau să vă spun că media ultimelor şapte zile este de 9.021 de teste pe zi. Am să vă dau o comparaţie, numărul de teste din Franţa pe zi. În perioada 1-7 mai în Franţa s-au efectuat aproape 20.000 de teste pe zi. Aici trebuie să ţinem cont că România are o populaţie de aproape 20 de milioane, în timp ce Franţa are o populaţie de peste 65 de milioane.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""The number of tests per day has increased significantly. I want to tell you that the average of the last seven days is 9,021 tests per day. I'll give you a comparison, the number of tests in France per day. Between May 1-7 in France, almost 20,000 tests were performed per day. Here we must keep in mind that Romania has a population of almost 20 million, while France has a population of over 65 million. "" ",big,Coronavirus,no
191, Marius Budai,",,1. Deficitul de cont curent a crescut cu 85% față de primele două luni ale anului 2019, ajungând la 325 milioane de euro; 2. Investițiile străine directe au scăzut cu 71%. 409 mil de euro ianuarie și februarie 2020 vis a vis 1.404 mil de euro ianuarie și februarie 2019; 3. Datoria externă a României + 4,75 MILIARDE euro pe fondul creșterii datoriei publice cu 4,65 MILIARDE euro; 4. Creșterea deficitului public la februarie 2020 la 0,73% din PIB față de 0,5 % februarie 2019. Aceste cifre prezentate sunt de dinainte de criză [...]”", DECLARAȚII Finante,Trunchiat,2,",,1. The current account deficit increased by 85% compared to the first two months of 2019, reaching 325 million euros; 2. Foreign direct investment decreased by 71%. EUR 409 million in January and February 2020 compared to EUR 1,404 million in January and February 2019; 3. Romania's external debt + 4.75 BILLION euros amid rising public debt by 4.65 BILLION euros; 4. The increase of the public deficit in February 2020 to 0.73% of GDP compared to 0.5% in February 2019. These figures are from the pre-crisis period ... ' ",big,Economie,no
214, Mihai Fifor,„Toate statele care sunt pe punctul de a relaxa restricțiile pentru pornirea economiei sunt campioane la testele de coronavirus.”, DECLARAȚII Coronavirus,Trunchiat,2,"""All states that are about to relax restrictions on starting the economy are champions in coronavirus testing."" ",small,Coronavirus,no
220, Dumitru Oprea,"„Din păcate, România a înregistrat cel mai mic procent, doar 5,2% din PIB alocat pentru cheltuielile curente de asistenţă medicală, dar şi cea mai mică sumă alocată per locuitor, de 490 de euro, fapt care ne situează pe ultimul loc din UE şi la acest capitol.”", DECLARAȚII Coronavirus,Adevărat,0,"""Unfortunately, Romania recorded the lowest percentage, only 5.2% of GDP allocated for current health care expenditures, but also the lowest amount allocated per capita, 490 euros, which puts us in last place in The EU and in this regard. "" ",big,Coronavirus,no
221, Adrian Dohotaru,„Se dau mai multe amenzi decât se fac teste pentru sănătatea noastră.”, DECLARAȚII Coronavirus,Adevărat,0,"""There are more fines than tests for our health."" ",small,Coronavirus,no
222, Florin Câțu,"„Avem programul de şomaj tehnic care este un program generos – Polonia, de exemplu, oferă doar 40% din salariu, noi mergem până la 75%.”", DECLARAȚII Coronavirus,Trunchiat,2,"""We have the technical unemployment program which is a generous program - Poland, for example, offers only 40% of the salary, we go up to 75%."" ",small,Coronavirus,no
224, Florin Câțu,"„Această ordonanță este unică în Europa, pentru că se referă la toți debitorii, persoane fizice și juridice, pentru toate tipurile de credit, aici nu am făcut nicio discriminare. În al doilea rând, vreau să repet faptul că se aplică suspendarea pentru o perioadă până la nouă luni.”", DECLARAȚII Coronavirus,Fals,3,"""This ordinance is unique in Europe, because it refers to all debtors, individuals and legal entities, for all types of credit, here we have not discriminated. Secondly, I want to repeat that the suspension applies for a period of up to nine months. "" ",big,Coronavirus,no
226, Gabriel Mutu,"„Astfel cea mai rapidă metodă (n.r. apa oxigenată) de a dezinfecta peste 2500 de hectare, din cele 3800 ale sectorului nostru, la 1 ban/mp se adaugă de astăzi programului nostru de combatere a noului coronavirus, CoVID19.""", DECLARAȚII Coronavirus,Fals,3,"""Thus the fastest method (n.r. hydrogen peroxide) to disinfect over 2500 hectares, out of the 3800 of our sector, at 1 ban / sqm is added today to our program to fight the new coronavirus, CoVID19."" ",big,Coronavirus,no
227, Cristian Ghinea,„Moștenire din comunism: românii sunt în autoizolare în cele mai mici și mai aglomerate locuințe din UE. Românii trăiesc în continuare în cele mai mici locuințe din UE. Media unei locuințe la noi este de 40 de metri pătrați.”, DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Legacy from communism: Romanians are in isolation in the smallest and most crowded homes in the EU. Romanians still live in the smallest homes in the EU. The average house in our country is 40 square meters. "" ",big,Coronavirus,no
230, Victor Costache,"„Am avizat un parteneriat și un program care va demara rapid. Vrem să se testeze toată populația Bucureștiului printr-o serie de echipe care vor merge door to door (din ușă în ușă- n.red.), după modelul Coreei de Sud. Este foarte important să facem milioane de teste. Până la sfârșitul săptămânii, vom avea încă 200.000 de teste. Am pornit cu un singur centru de testare în ianuarie și acum avem cel puțin 20 și vrem să avem 1-2 la nivel județean.”", DECLARAȚII Coronavirus,Trunchiat,2,"""We have approved a partnership and a program that will start quickly. We want to test the entire population of Bucharest through a series of teams that will go door to door (door to door - ed.), Following the model of South Korea. It is very important to do millions of tests. By the end of the week, we will have another 200,000 tests. We started with a single test center in January and now we have at least 20 and we want to have 1-2 at the county level. ” ",big,Coronavirus,no
232, Costel Alexe,"„Aş vrea să vă spun că, în Maramureş, la Ocolul Sighet, a fost descoperită poate cea mai mare tăiere ilegală din România, în ultimii cinci ani.”", DECLARAȚII Mediu,Parțial Adevărat,1,"""I would like to tell you that, in Maramureş, at Ocolul Sighet, perhaps the largest illegal logging in Romania has been discovered in the last five years."" ",small,SanatateMediu,no
236, Costel Alexe,"„Planul integrat de calitate al aerului din Bucureşti are 20 de măsuri, din care până acum şase nu au fost implementate deloc.”", DECLARAȚII Mediu,Adevărat,0,"""The integrated air quality plan in Bucharest has 20 measures, of which six have not been implemented so far."" ",small,SanatateMediu,no
237, Ludovic Orban,",,În acest sens, este suficient să vedem datele privind evoluția numărului de cazuri în țări europene.De exemplu, în data de 26 februarie, când în România era un singur caz, în Austria erau două cazuri, în Spania erau două cazuri. Comparativ, în data de ieri (14 martie ), în România erau 123 de cazuri, în Austria erau înregistrate peste 500 de cazuri, iar în Spania erau înregistrate 4.221 de cazuri.”", DECLARAȚII Coronavirus,Trunchiat,2,",, In this sense, it is enough to see the data on the evolution of the number of cases in European countries. For example, on February 26, when there was only one case in Romania, there were two cases in Austria, there were two cases in Spain. In comparison, yesterday (March 14), there were 123 cases in Romania, over 500 cases were registered in Austria, and 4,221 cases were registered in Spain. ” ",big,Coronavirus,no
238, Klaus Iohannis,„În Europa practic nu se mai poate circula.”, DECLARAȚII Coronavirus,Parțial Adevărat,1,"""It is practically impossible to travel in Europe."" ",small,Coronavirus,no
240, Siegfried Mureșan,"„Odată ce s-au atins 100 de cazuri într-o țară, tendința este ca, după 7 zile, să se ajungă deja la 1.000 de cazuri.""", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Once 100 cases have been reached in a country, the tendency is to reach 1,000 cases in 7 days."" ",small,Coronavirus,no
241, Virgil Popescu,„În România nu mai produce nimeni biocide (...)”, DECLARAȚII Coronavirus,Fals,3,"""In Romania no one produces biocides (...)"" ",small,Coronavirus,no
243, Aurelian Bădulescu,"„Eu pot lua din bugetul Municipiului București, dar nu am voie pentru că nu este activată Ordonanța 21, și anume starea de alertă, care este antecamera stării de urgență, pentru ca eu să pot umbla în buget. Altfel, eu nu pot umbla în buget decât pentru capitolele bugetare pe care le-am aprobat.”", DECLARAȚII Coronavirus,Trunchiat,2,"""I can take from the budget of the Municipality of Bucharest, but I am not allowed because Ordinance 21 is not activated, namely the alert state, which is the antechamber of the state of emergency, so that I can walk in the budget. Otherwise, I can only go through the budget for the budget chapters that I have approved. "" ",big,Coronavirus,no
249, Eugen Teodorovici,"„Cât timp am fost eu la conducerea finanțelor țării am avut doi ani consecutivi excedent bugetar în prima lună a anului, de 717 milioane de lei (0,07% din PIB) în 2019 și de 1,98 milioane de lei (0, 21% din PIB) în 2018.”", DECLARAȚII Finante,Trunchiat,2,"""While I was in charge of the country's finances, I had a two-year budget surplus in the first month of the year, of 717 million lei (0.07% of GDP) in 2019 and 1.98 million lei (0.21 % of GDP) in 2018. ” ",big,Economie,no
255, Gabriela Firea,„Sunt singurul primar care am făcut un plan integrat de calitate de aerului.”, DECLARAȚII Mediu,Fals,3,"""I am the only mayor who has made an integrated air quality plan."" ",small,SanatateMediu,no
256, Marian Oprișan,"„Dar acolo, în acea zonă, în Transilvania, indiferent că se vor supăra unii pe mine, mă va critica presa, v-o spun cu toată responsabilitatea, fraţilor, sunt 11 aeroporturi (...).”", DECLARAȚII Transport,Fals,3,"""But there, in that area, in Transylvania, no matter how some people will be angry with me, the press will criticize me, I tell you with all responsibility, brothers, there are 11 airports (...)."" ",small,Economie,no
257, Siegfried Mureșan,"„Bucureștiul este cel mai aglomerat oraș din Uniunea Europeană. Este singurul oraș din UE cu un nivel al congestiei traficului de peste 50% (52%, mai exact, în 2019, în creștere cu 4 procente față de 2018).”", DECLARAȚII Transport,Adevărat,0,"""Bucharest is the busiest city in the European Union. It is the only city in the EU with a traffic congestion level of over 50% (52%, more precisely, in 2019, increasing by 4 percent compared to 2018). ” ",big,Economie,no
260, Lucian Bode,"„Noi avem 857 de kilometri de autostradă, suntem la coada Europei.”", DECLARAȚII Energie,Parțial Adevărat,1,"""We have 857 kilometers of highway, we are at the tail end of Europe."" ",small,Economie,no
262, Cristina Prună,"„Bani pentru reclame: 16,6 milioane lei Bani pentru investiții RADET: 13 milioane de lei”", DECLARAȚII Finante,Adevărat,0,"""Money for advertisements: 16.6 million lei Money for investments RADET: 13 million lei"" ",small,Economie,no
264, Marcel Ciolacu,„Până acum nu s-a întâmplat să treacă o moțiune cu acest scor (...)”, DECLARAȚII Politica,Adevărat,0,"""So far, no motion has passed with this score (...)"" ",small,Politica,no
268, Brigitte Clotilde Armand,„(...) vârsta de pensionare reală în România este în medie peste vârsta legală. Nu mai sunt decât 2 țări europene în această situație”, DECLARAȚII Social,Fals,3,"„(...) the real retirement age in Romania is on average above the legal age. There are only 2 European countries left in this situation "" ",small,Economie,no
269, Gabriela Firea,",,Avem din ce în ce mai multe mașini proprietate personală de aproape unică folosință, este un fapt îngrijorător.”", DECLARAȚII Mediu,Adevărat,0,"""We have more and more personal property cars that are almost disposable, it's a worrying fact."" ",small,SanatateMediu,no
287, Gabriela Firea,"„Sunt solicitată să intervin în rezultatul unei proceduri de achiziție publică, ceea ce ar fi complet ilegal”", DECLARAȚII Social,Trunchiat,2,"""I am asked to intervene as a result of a public procurement procedure, which would be completely illegal."" ",small,Economie,no
288, Daniel-Cătălin Zamfir,"„România se împrumută, astăzi, cu 4,55%. La 1 noiembrie, când era Teodorovici ministru de Finanţe, acesta s-a împrumutat cu 4,05%.”", DECLARAȚII Finante,Trunchiat,2,"""Romania is borrowing, today, with 4.55%. On November 1, when Teodorovici was Minister of Finance, he borrowed 4.05%. "" ",small,Economie,no
292, Klaus Iohannis,O cantitate egală de lemn cu cea care se taie legal se taie și ilegal, DECLARAȚII Mediu,Adevărat,0,An equal amount of wood that is legally cut is also cut illegally ,small,SanatateMediu,no
300, Viorica Dăncilă,„Știu că sunt foarte multe procese și știu că a pierdut o casă pentru că acolo se spune de fals și uz de fals.”, DECLARAȚII Prezidentiale,Fals,3,"""I know there are a lot of lawsuits and I know he lost a house because it's called fake and fake use."" ",small,Politica,no
301, Klaus Iohannis,"„Începând, dacă nu mă înșel, de la mijlocul lui decembrie, expiră și aceste interimate, succesiv sunt 10 interimate, plus câteva posturi care sunt vacante de tot.”", DECLARAȚII Prezidentiale,Adevărat,0,"""Starting, if I'm not mistaken, from mid-December, these interims expire, successively there are 10 interims, plus a few positions that are completely vacant."" ",small,Politica,no
304, Viorica Dăncilă,„Am facilitat votul pentru românii din diaspora astfel încât durata de vot este de 3 zile și a fost dublată de votul prin corespondență.”, DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""We facilitated the vote for Romanians in the diaspora so that the voting time is 3 days and was doubled by voting by mail."" ",small,Politica,no
305, Viorica Dăncilă,"„Știți foarte bine că pesta porcină a fost în Spania timp de 30 de ani. (...) Am izolat focarele, am luat toate măsurile necesare pentru a împiedica răspândirea pestei porcine”.", DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""You know very well that swine fever has been in Spain for 30 years. (...) We have isolated the outbreaks, we have taken all the necessary measures to prevent the spread of swine fever ”. ",small,Politica,no
309, Viorica Dăncilă,„România îndeplinește din punct de vedere tehnic toate criteriile pentru a intra în spațiul Schengen.”, DECLARAȚII Prezidentiale,Trunchiat,2,"""Romania technically meets all the criteria to enter the Schengen area."" ",small,Politica,no
