,source,text,type,category,label,English,text_size,subject,contains_name
15, Aurelian Bădulescu,"„Nu există un studiu care să certifice, fără echivoc, faptul că restaurantele pot duce la răspândirea virusului mai mult decât alte activități, ci din contra, conform celor mai noi statistici referitoare la incidența cazurilor de COVID pe domenii, industria HORECA se află pe ULTIMUL LOC.”", DECLARAȚII Coronavirus,Trunchiat,2,"""There is no study that unequivocally certifies that restaurants can spread the virus more than other activities, but on the contrary, according to the latest statistics on the incidence of COVID cases by field, the HORECA industry is on the LAST PLACE."" ",big,Coronavirus,yes
16, Gabriela Firea,„Avem în premieră 65.000 de voturi nule în Capitală. Aproape 10% din voturile exprimate. Să înţelegem că oamenii nu ştiu să voteze sau mâzgălesc buletinele de vot?”, DECLARAȚII Electoral,Fals,3,"""We have for the first time 65,000 null votes in the Capital. Almost 10% of the votes cast. Do we understand that people do not know how to vote or scribble ballots? ” ",small,Politica,yes
17, Raluca Turcan,"„În primele nouă luni din 2020 am reuşit să atragem 2,2 miliarde de euro şi avem proiecte semnate pentru încă 3,2 miliarde de euro. Ca o comparaţie între ce a fost şi ce există în momentul de faţă în România, în guvernarea PSD, anul trecut, 1 miliard de euro atraşi. Avem cea mai mare rată de absorbție a fondurilor europene de la momentul integrării în Uniunea Europeană.”", DECLARAȚII Finante,Fals,3,"""In the first nine months of 2020, we managed to attract 2.2 billion euros and we have signed projects for another 3.2 billion euros. As a comparison between what was and what currently exists in Romania, in the PSD government, last year, 1 billion euros attracted. We have the highest rate of absorption of European funds since integration into the European Union. "" ",big,Economie,yes
18, Ștefan Radu Oprea,"„Nu sunt bani! Cea mai mare minciună spusă de Orban/Cîțu și gașca lor toxică. Au mutat 6,8 miliarde de la bugetul asigurărilor sociale la pușculița de partid, adică în fondul de rezervă și capitolul acțiuni generale de la Ministerul Finanțelor. Adică au luat banii pensionarilor!!!”", DECLARAȚII Finante,Trunchiat,2,"""There are no money! The biggest lie told by Orban / Cîțu and their toxic gang. They moved 6.8 billion from the social insurance budget to the party piggy bank, ie in the reserve fund and the general actions chapter from the Ministry of Finance. I mean, they took the pensioners' money !!! ” ",big,Economie,yes
19, Mihai Tudose,"„Datele centralizate pentru 2017 de Comisia Europeană indicau penuria de medici și asistente medicale: aveam 2,9 medici la mia de locuitori, a treia cea mai mică cifră din UE (media UE era de 3,6 medici) și 6,7 asistente/1.000 locuitori (sub media UE de 8,5).”", DECLARAȚII Sanatate,Adevărat,0,"""Centralized data for 2017 by the European Commission indicated the shortage of doctors and nurses: we had 2.9 doctors per thousand inhabitants, the third lowest figure in the EU (EU average was 3.6 doctors) and 6.7 nurses / 1,000 inhabitants (below the EU average of 8.5). ” ",big,SanatateMediu,yes
20, Dorel Covaci,"„Pe întreg teritoriul României, constituțional, au ”dreptul de a fi aleși cetățenii cu drept de vot, care îndeplinesc condițiile prevăzute în art.16(3) (…..)"", adică: - art.16(3) - ”Funcțiile și demnitățile publice, civile sau militare, pot fi ocupate, în condițiile legii, de persoanele care au cetățenia română și domiciliul în țară. (....)” Conform informațiilor din mass-media, candidatul USR-PLUS Dominic Samuel Fritz NU are cetățenia română și domiciliul în România.”", DECLARAȚII Sanatate,Fals,3,"""On the entire territory of Romania, constitutionally, they have"" the right to be elected citizens with the right to vote, who meet the conditions provided in art.16 (3) (… ..) "", ie: - art.16 (3) -"" Public positions and dignities, civil or military, may be held, in accordance with the law, by persons who have Romanian citizenship and domicile in the country. (....) ""According to media reports, USR-PLUS candidate Dominic Samuel Fritz NO has Romanian citizenship and domicile in Romania. "" ",big,SanatateMediu,yes
23, Alina Gorghiu,"„Guvernul PNL a avut deja, în primele 9 luni de guvernare, investiții de 30 miliarde lei - adică mai mult decât s-a investit în anii 2016 și 2017, când era creștere economică și nici vorbă de pandemie.”", DECLARAȚII Finante,Trunchiat,2,"""The PNL government has already had, in the first 9 months of government, investments of 30 billion lei - that is more than it was invested in 2016 and 2017, when there was economic growth and no pandemic."" ",big,Economie,yes
24, Klaus Iohannis,„Germania este cel mai important partener comercial al României și unul dintre principalii investitori în economia românească.”, DECLARAȚII Economie,Adevărat,0,"""Germany is Romania's most important trading partner and one of the main investors in the Romanian economy."" ",small,Economie,yes
25, Robert Sighiartău,"„Se vede foarte clar că oamenii au înțeles că PSD nu a reușit să facă absolut nimic pentru comunitățile lor, acolo unde au condus. Dacă puneți harta (conducerilor PSD în județe) suprapusă cu harta indicatorilor economici, inclusiv a veniturilor pe cap de locuitor, o să vedeți că lucrurile sunt de aceeași culoare”", DECLARAȚII Electoral,Adevărat,0,"""It is very clear that people understood that PSD failed to do absolutely anything for their communities, where they led. If you put the map (of the PSD leaders in the counties) superimposed with the map of economic indicators, including per capita income, you will see that things are the same color ” ",big,Politica,yes
26, Klaus Iohannis,"„Deci, în mod uzual - și asta nu numai la noi, și în țările cu democrații mai consolidate, mai rodate - marea majoritate a membrilor guvernului sunt și parlamentari.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""So, usually - and not only in our country, and in countries with more consolidated, more established democracies - the vast majority of government members are also parliamentarians."" ",small,Politica,yes
27, Brigitte Clotilde Armand,„90% din școlile Sectorului 1 nu au avizul ISU.”, DECLARAȚII Educatie,Adevărat,0,"""90% of Sector 1 schools do not have an ISU approval."" ",small,Social,yes
28, Carmen Avram,"„România nu produce Remdesivir, deşi ar putea, pentru că nu vrea guvernul!! Azi, Premierul României răspundea evaziv, când era întrebat dacă va susține fabricarea de Remdesivir în țara lui. Cică nu e printre „tratamentele certe"". Serios? Şi, atunci, de ce l-a autorizat Comisia Europeană, în iulie, de ce au cumpărat SUA tot stocul, peste vară şi de ce unele țări, cum ar fi Ungaria, au început să-l producă?.”", DECLARAȚII Coronavirus,Trunchiat,2,"""Romania does not produce Remdesivir, although it could, because it does not want the government !! Today, the Prime Minister of Romania answered evasively, when asked if he would support the manufacture of Remdesivir in his country. That's not one of the ""definite treatments."" Really? does it produce it? ” ",big,Coronavirus,yes
29, Victor Ponta,"Evident ca ma bucur si sunt mandru ca am finalizat si deschis Autostrada Sibiu - Deva ( chiar daca o mica portiune a avut nevoie ulterior de remedii - ca si Metroul din Drumul Taberei ) / si toti turbatii, “rezistentii”si istericii care ma injurau atunci merg zi de zi pe “Autostrada lui Ponta”", DECLARAȚII Transport,Fals,3,"Obviously I'm glad and I'm proud that I completed and opened the Sibiu - Deva Highway (even if a small portion later needed remedies - like the Metro from Drumul Taberei) / and all the madness, ""resistance"" and hysteria that cursed me then I go every day on the ""Ponta Highway"" ",big,Economie,yes
30, Gabriel Mutu,"„Reabilitarea termică este un program îndelung așteptat de locuitorii sectorului 6. În ultimele 18 luni, peste 20.000 de apartamente au fost reabilitate termic.”", DECLARAȚII Social,Trunchiat,2,"""Thermal rehabilitation is a long-awaited program for residents of Sector 6. In the last 18 months, more than 20,000 apartments have been thermally rehabilitated."" ",small,Economie,yes
31, Cătălin Drulă,"„Înțeleg că președintele Iohannis merge azi la o plimbare cu trenul până la aeroport.  Dincolo de evenimentul electoral, problema acestei investiții de 80 de mil de euro este că riscă să fie foarte puțin folosită dacă frecvența trenurilor va rămâne de 1 pe oră.”", DECLARAȚII Transport,Adevărat,0,"""I understand that President Iohannis is going for a train ride to the airport today. Beyond the election event, the problem with this 80 million euro investment is that it risks being used very little if the frequency of trains remains at 1 per hour. "" ",big,Economie,yes
32, Lucian Bode,„Avem o reţea extinsă de cale ferată – 11.000 de kilometri – una dintre cele mai extinse la nivel european.”, DECLARAȚII Transport,Trunchiat,2,"""We have an extensive railway network - 11,000 kilometers - one of the largest in Europe."" ",small,Economie,yes
33, Florin Câțu,"„Rata inflației a scăzut în fiecare lună în guvernarea PNL. Comparativ cu guvernarea socialistă, rata inflației a crescut de la 0 la 5,4, deci avem acum cea mai mică rată a inflației din octombrie 2017 și până astăzi.”", DECLARAȚII Economie,Parțial Adevărat,1,"""The inflation rate has decreased every month in the PNL government. Compared to the socialist government, the inflation rate has risen from 0 to 5.4, so we now have the lowest inflation rate since October 2017 and to this day. ” ",big,Economie,yes
34, Raluca Turcan,"„Guvernul a alocat 175 de milioane de euro din fonduri europene pentru achiziția de tablete, dezinfectanți, măști și chiar containere ecologice acolo unde nu există apă curentă sau toalete în școli.”", DECLARAȚII Educatie,Adevărat,0,"""The government has allocated 175 million euros from European funds for the purchase of tablets, disinfectants, masks and even environmentally friendly containers where there is no running water or toilets in schools."" ",small,Social,yes
36, Siegfried Mureșan,"„În județul Brașov continuăm după alegeri ceea ce am început înainte de alegeri. Aeroportul din Brașov prinde contur, lucrările arată foarte bine! Felicitări lui Adrian Ioan Veştea care construiește primul aeroport de la zero în România din ultimii 50 de ani.”", DECLARAȚII Electoral,Adevărat,0,"""In Brașov County, we continue after the elections what we started before the elections. Brasov Airport takes shape, the works look very good! Congratulations to Adrian Ioan Veştea who is building the first airport from scratch in Romania in the last 50 years. ” ",big,Politica,yes
37, Adrian Mocanu,"„PMP este singurul partid din România care susține reducerea numărului de parlamentari la 300, așa cum au votat la referendum 8 milioane de români.”", DECLARAȚII Electoral,Fals,3,"""PMP is the only party in Romania that supports reducing the number of parliamentarians to 300, as 8 million Romanians voted in the referendum."" ",small,Politica,yes
38, Cristina Prună,"„Un proiect semnat de Florin Roman, liderul grupului PNL, prin care se introduc noi privilegii pentru membrii Consiliului de Supraveghere ASF este pe ordinea de zi a Camerei Deputaților. Adică pentru cei care au deja salarii de peste 10.000 de euro pe lună. Ce se dorește prin acest proiect? Se introduc diurne și decontarea cheltuielilor pentru politrucii care nu au domiciliul în București. E simplu să îți muți domiciliul și să beneficiezi de aceste privilegii.”", DECLARAȚII Finante,Adevărat,0,"""A project signed by Florin Roman, the leader of the PNL group, which introduces new privileges for the members of the ASF Supervisory Board is on the agenda of the Chamber of Deputies. That is, for those who already have salaries of over 10,000 euros per month. What is wanted through this project? The daily allowance is also introduced for the settlement of expenses for politicians who are not domiciled in Bucharest. It's easy to move home and enjoy these privileges. ” ",big,Economie,yes
39, Marcel Ciolacu,„Niciun municipiu reşedinţă de judeţ condus de un primar PSD nu a primit niciun ban.”, DECLARAȚII Finante,Fals,3,"""No county seat municipality led by a PSD mayor has received any money."" ",small,Economie,yes
41, Vlad Alexandrescu,"„Tăriceanu declară că, din poziția dorită de Primar al Bucureștiului, vrea să dărâme zidurile Parlamentului Poate e bine ca cineva să le spună celor din ALDE că Tăriceanu a fost președintele Senatului în două legislaturi. Poziția din care putea să ceară eliminarea zidurilor Parlamentului și susținerea parcului Uranus. (...) Să îl mai informeze cineva pe domnul Tăriceanu că nu Primăria București poate lua o astfel de decizie, ci președinții celor două camere ale Parlamentului, ca proprietari ai terenului.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Tariceanu declares that, from the position desired by the Mayor of Bucharest, he wants to tear down the walls of the Parliament. Maybe it is good for someone to tell those from ALDE that Tariceanu was the president of the Senate in two legislatures. The position from which he could demand the removal of the walls of Parliament and the support of Uranus Park. (...) Let someone else inform Mr. Tariceanu that it is not the Bucharest City Hall that can make such a decision, but the presidents of the two chambers of the Parliament, as owners of the land. ” ",big,Politica,yes
42, Dominic Samuel Fritz,"„Nicolae Robu s-a gândit să vă facă o bucurie înainte de alegerile din 27 septembrie și să mai cumpere încă 1000 de semafoare. Ceea ce ne duce la un număr de 4000 de semafoare, de vreo 4 ori mai mare decât în Cluj.”", DECLARAȚII Transport,Adevărat,0,"""Nicolae Robu thought of making you happy before the September 27 elections and to buy another 1000 traffic lights. Which leads us to a number of 4,000 traffic lights, about 4 times higher than in Cluj. "" ",big,Economie,yes
43, Nicușor Dan,„În Sectorul 6 [...] avem cele mai puține creșe din București. Doar trei creșe la o populație de sute de mii de locuitori.”, DECLARAȚII Social,Parțial Adevărat,1,"""In Sector 6 [...] we have the fewest nurseries in Bucharest. Only three nurseries for a population of hundreds of thousands of inhabitants. "" ",small,Economie,yes
44, Gabriela Firea,„Trebuie să luăm în discuție acest subiect. La clasele I-IV e foarte dificil să-i convingi pe copii să poarte măști. Un copil să stea 4-5 ore pe zi cu masca... nu se mai oxigenează potrivit creierul.”, DECLARAȚII Coronavirus,Fals,3,"""It simply came to our notice then. In grades I-IV it is very difficult to convince children to wear masks. A child should stay with the mask for 4-5 hours a day ... it no longer oxygenates itself according to the brain. ” ",big,Coronavirus,yes
45, Mihai Fifor,„(...) suntem în plină pandemie!!! În ghidul alegerilor locale 2020 nu apar explicații legate de persoanele aflate în izolare la domiciliu. Sau de bolnavii din spitale.”, DECLARAȚII Electoral,Fals,3,"""(...) we are in full pandemic !!! There are no explanations in the 2020 local election guide for people in isolation at home. Or the sick in hospitals. ” ",small,Politica,yes
46, Ioan Sârbu,"„Cum de a fost posibil ca dumneavoastră, ca ministru al Sănătății, din nefericire pentru țara asta... v-ați permis să amânați transplantul pulmonar și să încolonați anumiți pacienți, selectați tot pe criteriile dumneavoastră către AKH”", DECLARAȚII Electoral,Fals,3,"""How was it possible that you, as Minister of Health, unfortunately for this country ... allowed yourself to postpone the lung transplant and to line up certain patients, also selected according to your criteria to AKH"" ",big,Politica,yes
47, Florian Bodog,"„România continuă să fie, de departe, țara cu cei mai mulți oameni care mor de COVID-19 din Uniunea Europeană, conform Centrului European de Control al Bolilor. Este bilanțul negru unui Guvern de ticăloși și incompetenți! Guvernul Orban - PNL a ""reușit"" să gestioneze atât de prost criza sanitară încât, dacă locuiești în România, ai între de 10 și de 30 de ori mai multe șanse să mori de COVID decât în majoritatea celorlalte țări europene.”", DECLARAȚII Coronavirus,Trunchiat,2,"""Romania continues to be, by far, the country with the most people dying of COVID-19 in the European Union, according to the European Center for Disease Control. It is the black balance of a Government of villains and incompetents! The Orban - PNL government has ""managed"" to manage the health crisis so badly that, if you live in Romania, you have between 10 and 30 times more chances to die of COVID than in most other European countries. "" ",big,Coronavirus,yes
48, Florin Roman,"„Știați că Emil Boc a desființat pensiile speciale în mandatul său de premier, dar guvernele PSD și majoritățile controlate de PSD din Parlament le-au reintrodus începând cu cu 2015?”", DECLARAȚII Social,Adevărat,0,"""Did you know that Emil Boc abolished special pensions during his term as prime minister, but the PSD governments and the PSD-controlled majorities in Parliament have reintroduced them since 2015?"" ",small,Economie,yes
49, Cristina Iurișniți,"„În România, peste 51% dintre cetăţeni sunt femei, dar reprezentarea lor la nivel politic rămâne una dintre cele mai scăzute din Uniunea Europeană – la nivel parlamentar, în legislatura 2016-2020 au fost doar puţin peste 18% femei deputat şi senator.”", DECLARAȚII Electoral,Adevărat,0,"""In Romania, over 51% of citizens are women, but their representation at the political level remains one of the lowest in the European Union - at the parliamentary level, in the 2016-2020 legislature there were just over 18% women deputy and senator."" ",big,Politica,yes
50, Eusebiu Pistru,"„În timpul guvernării PSD, în 2018, rata abandonului școlar timpuriu a ajuns la cel mai scăzut nivel din ultimii 10 ani.”", DECLARAȚII Educatie,Parțial Adevărat,1,"""During the PSD government, in 2018, the early school leaving rate reached the lowest level in the last 10 years."" ",small,Social,yes
51, Cătălin Drulă,„CONTINUAREA de la Eroilor spre Universitate și mai departe până la Iancului și Pantelimon a fost ABANDONATĂ ANI DE-A R NDUL. Abia în iunie 2019 a fost lansată licitația pentru proiectarea secțiunii Eroilor-Iancului. Și nu este finalizată nici azi.”, DECLARAȚII Transport,Adevărat,0,"„THE CONTINUATION from the Heroes to the University and further to Iancului and Pantelimon was ABANDONED YEARS AGO. Only in June 2019 was launched the tender for the design of the Heroes-Ianc section. And it's not finished today either. "" ",big,Economie,yes
53, Dominic Samuel Fritz,"„În timp ce Comisia Europeană recomandă 26 mp de spațiu verde pe cap de locuitor, iar Organizația Mondială a Sănătății, 50 de mp, Timișoara, oferă doar 16 mp. Suntem la coada clasamentului în România.”", DECLARAȚII Mediu,Fals,3,"""While the European Commission recommends 26 sqm of green space per capita, and the World Health Organization, 50 sqm, Timisoara, offers only 16 sqm. We are at the bottom of the ranking in Romania. "" ",small,SanatateMediu,yes
54, Ludovic Orban,"„Dintre românii care s-au îmbolnăvit, procentul elevilor de vârstă școlară este de 6,3%, fără să fie școală.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Among the Romanians who got sick, the percentage of school-age students is 6.3%, without being a school."" ",small,Coronavirus,yes
56, Tamara Ciofu,"„Din păcate, Guvernul liberal nu este deloc interesat de faptul că cel puţin 2 milioane de cetăţeni din populaţia României nu este înscrisă în sistemul de asigurări sociale de sănătate”", DECLARAȚII Finante,Parțial Adevărat,1,"""Unfortunately, the Liberal Government is not at all interested in the fact that at least 2 million citizens of the Romanian population are not enrolled in the social health insurance system"" ",small,Economie,yes
57, Violeta Alexandru,"„(Gabriela Firea - n.r) oricum nu are atribuții legate de școli, organizarea în București fiind complet diferită, în acest domeniu, față de restul țării. Legea educației naționale este foarte clară. Singura atribuție a Primăriei Capitalei este legată de școlile din sistemul de învățământ special. Aștept să văd cum vor fi acestea puse la punct. Restul unităților de învățământ – la sectoare.”", DECLARAȚII Educatie,Trunchiat,2,"„(Gabriela Firea - n.r) does not have attributions related to schools anyway, the organization in Bucharest being completely different, in this field, from the rest of the country. The law on national education is very clear. The only attribution of the Capital City Hall is related to the schools in the special education system. I'm waiting to see how they are set up. The rest of the educational units - by sectors. ” ",big,Social,yes
59, Vlad Alexandrescu,„România este pe primul loc în topul investigațiilor privind fraudele cu fonduri europene deschise anul trecut de OLAF.”, DECLARAȚII Justitie,Adevărat,0,"""Romania is on the first place in the top of the investigations regarding the frauds with European funds opened last year by OLAF."" ",small,Justitie,yes
60, Mara Mareș,"„(...)ministrul PSD, Eugen Teodorovici, avertiza propriul Guvern în octombrie 2019 că nu pot fi mărite pensiile cu 40% și în același timp să se încadreze în ținta de deficit de 3%, impusă de Comisia Europeană.”", DECLARAȚII Social,Adevărat,0,"""(...) the PSD minister, Eugen Teodorovici, warned his own Government in October 2019 that pensions cannot be increased by 40% and at the same time to fall within the 3% deficit target imposed by the European Commission."" ",big,Economie,yes
63, Theodora Șotcan,"„Datele INS arată clar dezastrul din piața muncii: șomajul a ajuns la 5,4%, adică mai mare cu 75% față de nivelul lăsat la finalul lui 2019 de guvernarea PSD!”", DECLARAȚII Munca,Trunchiat,2,"""INS data clearly show the disaster in the labor market: unemployment has reached 5.4%, ie 75% higher than the level left at the end of 2019 by the PSD government!"" ",small,Social,yes
64, Mircea Dobre,"„Ministrul Economiei, interpretând cu 'maxim profesionalism' datele de la Institutul Naţional de Statistică: sosirile turiştilor în unităţile de profil din România au scăzut cu 44,4% în iulie, iar înnoptările cu 44,7%”", DECLARAȚII Turism,Adevărat,0,"""The Minister of Economy, interpreting with 'maximum professionalism' the data from the National Institute of Statistics: the arrivals of tourists in the profile units in Romania decreased by 44.4% in July, and the overnight stays by 44.7%"" ",small,Economie,yes
66, Cristina Trăilă,"„Conform prevederilor legale, care nu lasă loc de îndoială, Gabriela Firea ar fi trebuit să emită, PÂNĂ LA ÎNCEPEREA CAMPANIEI ELECTORALE, dispoziția de primar privind locurile unde vor fi amplasate panourile pentru afișaj electoral. Această dispoziție nu există nici astăzi, la aproape două săptămâni de la începerea campaniei electorale, pentru că Firea – PSD refuză să o emită, încălcând astfel legea!”", DECLARAȚII Electoral,Adevărat,0,"""According to the legal provisions, which leave no room for doubt, Gabriela Firea should have issued, UNTIL THE BEGINNING OF THE ELECTORAL CAMPAIGN, the mayor's order regarding the places where the panels for the electoral display will be placed. This provision does not exist even today, almost two weeks after the start of the election campaign, because Firea - PSD refuses to issue it, thus violating the law! ” ",big,Politica,yes
67, Virginel Iordache,"„[...] bugetele instituțiilor de forță au crescut considerabil. Astfel, creditele bugetare ale SRI, SIE, STS și SPP, au fost majorate cumulat cu aproape 165 milioane lei. SRI și STS au primit cei mai mulți bani, creditele lor bugetare au fost majorate cu 64,348 milioane lei, respectiv 64,518 milioane lei și asta după alte majorări făcute în aprilie de 13,198 mil. lei și 27,54 mil. lei ”", DECLARAȚII Electoral,Adevărat,0,"""[...] the budgets of law enforcement agencies have increased considerably. Thus, the budgetary credits of SRI, SIE, STS and SPP, were increased cumulatively by almost 165 million lei. SRI and STS received the most money, their budget credits were increased by 64.348 million lei, respectively 64.518 million lei and this after other increases made in April of 13.198 million lei and 27.54 million lei "" ",big,Politica,yes
68, Victor Ponta,„PSD a votat Guvernul Orban PNL și toate legile aberante ale acestuia.”, DECLARAȚII Electoral,Trunchiat,2,"""PSD voted for the Orban PNL Government and all its aberrant laws."" ",small,Politica,yes
69, Adrian Moraru,"„Costanda are de luat 125 milioane euro. (...)Firea minte când spune că asta reprezintă 20% din bugetul PMB. Bugetl PMB este de 2,1 miliarde euro. Deci 125 milioane reprezintă mai puțin de 6%.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Costanda has 125 million euros to take. (...) Nature lies when she says that this represents 20% of the PMB budget. PMB's budget is 2.1 billion euros. So 125 million is less than 6%. "" ",small,Politica,yes
71, George Șișcu,"„Majorarea pensiilor asigurată de guvernul PNL este mai mare decât a fost în stare PSD să asigure în perioada de creștere economică, când s-a aflat la guvernare și nu s-a confruntat cu o criză sanitară mondială, cu impact economic.”", DECLARAȚII Finante,Fals,3,"""The increase in pensions provided by the PNL government is higher than the PSD was able to ensure during the period of economic growth, when it was in power and did not face a global health crisis, with economic impact."" ",big,Economie,yes
72, Vergil Chițac,"„Uniunea Europeană cere tuturor orașelor din componență să aibă minimum 26 de mp de spațiu verde pe cap de locuitor. Pentru sănătatea oamenilor și igienizarea aerului. În Constanța, suntem la jumătatea acestei ținte, cu doar 13 mp/capita.”", DECLARAȚII Mediu,Parțial Adevărat,1,"""The European Union requires all cities to have at least 26 square meters of green space per capita. For human health and air sanitation. In Constanța, we are halfway to this target, with only 13 sqm / capita. ” ",big,SanatateMediu,yes
73, Marcel Vela,„Nu este nici o premieră. Poate premieră este faptul că un ministru tratează cu fair-play și își delega atribuțiile din Comisia Tehnică ce se ocupă strict de problemele ce țin de organizarea alegerilor în relația cu prefecturile. [...] Faptul ca un ministru de Interne își delega unele atributii unui secretar de stat se practică.”, DECLARAȚII Electoral,Adevărat,0,"""It's not a premiere. Perhaps the first is the fact that a minister treats with fair play and delegates his attributions from the Technical Commission that deals strictly with the issues related to the organization of elections in relation to the prefectures. [...] The fact that a Minister of the Interior delegates some of his duties to a Secretary of State is practiced. ” ",big,Politica,yes
76, Vlad Bontea,"„O arată clar și fără dubiu un raport oficial al #UniuniiEuropene din care reiese că România are una dintre cele mai scăzute rate ale testării, simultan cu una dintre cele mai ridicate rate de pozitivare – noi cazuri de îmbolnăvire, constatate în urma testelor.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""It is clearly and without a doubt shown by an official report of the #European Union which shows that Romania has one of the lowest rates of testing, simultaneously with one of the highest rates of positive - new cases of disease, found after the tests."" ",big,Coronavirus,yes
79, Marian Oprișan,",,Prin acest ordin ( 3519/29 iulie 2020 ), valoarea de înlocuire pe metru pătrat a locuințelor ANL a fost stabilită, pentru 2020, la 2.996,00 lei/mp față 1.916,42 lei/mp cât era în 2019.”", DECLARAȚII Social,Trunchiat,2,"""By this order (3519/29 July 2020), the replacement value per square meter of ANL dwellings was set, for 2020, at 2,996.00 lei / sqm compared to 1,916.42 lei / sqm as it was in 2019."" ",big,Economie,yes
80, Victor Ponta,"„Am fost singurii care am votat în luna Martie împotriva acestui Guvern Orban PNL - daca este nevoie, vom lupta singuri mai departe!“", DECLARAȚII Social,Fals,3,"""We were the only ones who voted in March against this Orban PNL Government - if necessary, we will fight on our own!"" ",small,Economie,yes
