,Unnamed: 0,source,text,type,category,label,English,text_size,subject,contains_name
10,178, Cristina Prună,"„În prezent, 10% din orice ban câștigăm se duce la stat pentru sistemul de sănătate. Un angajat pe salariu minim plătește în fiecare lună 223 lei pentru sănătate.”", DECLARAȚII Finante,Adevărat,0,"""Currently, 10% of any money we earn goes to the state for the health system. An employee with a minimum wage pays 223 lei for health every month. ” ",small,Economie,yes
11,372, Viorica Dăncilă,"„Puterea de cumpărare a românilor a crescut în primii doi ani de guvernare cu cinci puncte procentuale ajungând la 64% din media Uniunii Europene, peste cea din Bulgaria şi Croaţia.”", DECLARAȚII Economie,Adevărat,0,"""The purchasing power of Romanians increased in the first two years of government by five percentage points, reaching 64% of the European Union average, above that of Bulgaria and Croatia."" ",small,Economie,no
12,134, Marcel Ciolacu,"„Susțin impozitarea marilor averi, nu a muncii! Sper că e clar și pentru cei din PNL care încearcă să deturneze în mod populist această temă. Le reamintesc că PSD a redus impozitul pe venitul din muncă de la 16% la 10%, iar atunci PNL s-a opus! În viziunea noastră, munca trebuie încurajată, nu supra-impozitată.""", DECLARAȚII Munca,Adevărat,0,"""I support the taxation of large fortunes, not labor! I hope it is clear for those in the PNL who are trying to populistly divert this issue. I remind them that PSD reduced the income tax from 16% to 10%, and then PNL opposed it! In our view, work should be encouraged, not over-taxed. "" ",big,Social,yes
13,462, Dan Barna,„Nicolicea se preface. Ştie foarte bine că Dragnea nu e premier tocmai pentru că e o lege foarte clară de pe vremea lui Năstase - pentru funcţii numite din Guvern - că nu pot fi persoane care au probleme cu cazierul. Era o gaură pe funcţiile alese.”, DECLARAȚII Justitie,Adevărat,0,"""Nicolicea is pretending. He knows very well that Dragnea is not prime minister precisely because it is a very clear law from Nastase's time - for positions appointed by the Government - that there can be no people who have problems with the criminal record. It was a hole in the chosen positions. "" ",big,Justitie,yes
14,584, Klaus Iohannis,"Sistemul educaţional trebuie să aibă capacitatea de a face o diferenţă reală în nivelul de cunoştinţe ale copiilor, nu doar să bifeze un număr de ani petrecuţi pe băncile şcolii. Aceasta este o lecţie care se aplică şi României, în condiţiile în care un studiu din 2016 ne avertizează că ne confruntăm cu o rată de analfabetism funcţional de 42 de procente care se reflectă foarte vizibil şi în înaltele sfere ale politicii româneşti. Continuăm să ne îndepărtăm de obiectivul Europa 2020, sau 20-20 cum se spune mai nou, în domeniul părăsirii timpurii a școlii, cu o cifră de peste 18%.", DECLARAȚII Educatie,Adevărat,0,"The education system must have the ability to make a real difference in the level of knowledge of children, not just tick a number of years spent on school benches. This is a lesson that also applies to Romania, given that a 2016 study warns us that we face a functional illiteracy rate of 42 percent that is very visibly reflected in the high spheres of Romanian politics. We continue to move away from the Europe 2020 target, or 20-20 as it is said more recently, in the field of early school leaving, with a figure of over 18%. ",big,Social,yes
15,248, Florin Roman,"„Dacă e să ne uităm la diferența între declarații publice și votul efectiv, o să vedeți de exemplu că în cazul Pro România, mult mai mulți membri ai grupului parlamentar au votat și celelalte guverne, deși Victor Ponta anunțase că nu va fi un vot de exemplu pentru Guvernul Orban II. Dacă vă uitați la ALDE, e aceeași situație, au fost mai mulți parlamentari care au votat Guvernul (…).”", DECLARAȚII Politica,Adevărat,0,"""If we look at the difference between public statements and the actual vote, you will see for example that in the case of Pro Romania, many more members of the parliamentary group voted for the other governments, although Victor Ponta had announced that it will not be a vote of example for the Orban II Government. If you look at the ALDE, it's the same situation, there were several parliamentarians who voted for the Government (…). "" ",big,Politica,yes
16,790, Gabriela Firea,Niciunul dintre consilierii generali actuali nu se află pe lista de acum., DECLARAȚII Electoral,Adevărat,0,None of the current general counsel is on the current list. ,small,Politica,yes
17,599, Administrația Prezidențială,"Există o serie de rezoluții ale Consiliului de Securitate al ONU și ale Adunării Generale a ONU prin care se solicită, printre altele, statelor membre ONU să se abțină să stabilească misiuni diplomatice în Ierusalim.", DECLARAȚII Externe,Adevărat,0,"There are a number of resolutions of the UN Security Council and the UN General Assembly calling, inter alia, on UN member states to refrain from establishing diplomatic missions in Jerusalem. ",big,Externe,yes
18,855, Victor Ponta, „[România] se află acum pe primul loc la creșterea economică în UE.”, DECLARAȚII Economie,Adevărat,0,"""[Romania] is now at the forefront of economic growth in the EU."" ",small,Economie,yes
19,111, Ciprian Ciucu,"„Cu cât poluarea aerului este mai mare, cu atât coronavirusul se transmite mai ușor pentru că se atașează de microparticulele aflate în suspensie în aer și este inspirat odată cu acestea.”", DECLARAȚII Coronavirus,Adevărat,0,"""The higher the air pollution, the easier it is to transmit the coronavirus because it attaches to and is inspired by airborne microparticles."" ",small,Coronavirus,no
20,420, Maria Grapini,"„ - peste 4000 de amendamente, fiind pe primul loc în topul celor 32 de eurodeputați români - peste 600 luări de cuvânt în Parlamentul European - câștigarea premiului MepAwards19, la secțiunea Piața Internă și Protecția Consumatorului, fiind cel mai important premiu pe care îl poate primi un eurodeputat pentru activitatea din Parlamentul European.”", DECLARAȚII Europa,Adevărat,0,"„- over 4000 amendments, being on the first place in the top of the 32 Romanian MEPs - over 600 speeches in the European Parliament - winning the MepAwards19 award, in the Internal Market and Consumer Protection section, being the most important award he can receive a Member of the European Parliament for his work in the European Parliament. "" ",big,Externe,yes
21,102, Klaus Iohannis,„PNL a fost primul care a propus anul trecut dublarea alocațiilor.”, DECLARAȚII Social,Adevărat,0,"""PNL was the first to propose doubling the allowances last year."" ",small,Economie,yes
22,264, Marcel Ciolacu,„Până acum nu s-a întâmplat să treacă o moțiune cu acest scor (...)”, DECLARAȚII Politica,Adevărat,0,"""So far, no motion has passed with this score (...)"" ",small,Politica,no
23,636, Varujan Vosganian,"Avem o problemă reală pe care nu putem să o tratăm nici cu dispute politice, nici sterile, nici cu bășcălie. În ceea ce privește veniturile fiscale, România se apropie dramatic de pragul de 25%, media europeană este 40%, iar țările din vârful piramidei au colectări de aproape 50% — Franța, aproape 48%, Danemarca, Finlanda, Belgia, peste 45%, până și Bulgaria are peste 30%.", DECLARAȚII Finante,Adevărat,0,"We have a real problem that we cannot deal with with political disputes, sterile disputes or quarrels. In terms of tax revenues, Romania is dramatically approaching the threshold of 25%, the European average is 40%, and the countries at the top of the pyramid have collections of almost 50% - France, almost 48%, Denmark, Finland, Belgium, over 45% , even Bulgaria has over 30%. ",big,Economie,yes
24,118, Ludovic Orban,"„Deci noi l-am găsit în funcţie pe directorul Unifarm Adrian Ionel, mandatul lui expiră în 14 iulie. Nu am luat decizia să îl schimbăm pentru că în plină pandemie să stai să umbli la conducerea entităţilor numai dacă am fi avut informaţii suficiente de clare şi de precise am fi putut să-l schimbăm. Era complicat să îl schimbi din funcţie pentru că se ştie că procedura de schimbare a unui Consiliu de Administraţie şi a unui manager, în condiţiile legislaţiei actuale, este destul de complicat, adică trebuie să îi plăteşti toate veniturile pe care le-ar fi obţinut până la sfârşitul mandatului.”", DECLARAȚII Coronavirus,Adevărat,0,"""So we found the director of Unifarm Adrian Ionel in office, his term expires on July 14. We did not make the decision to change it so that in the midst of a pandemic you could stay in charge of the entities only if we had enough clear and precise information to be able to change it. It was complicated to change him from his position because it is known that the procedure for changing a Board of Directors and a manager, under the current legislation, is quite complicated, ie you have to pay him all the income he would have obtained until at the end of the term. "" ",big,Coronavirus,yes
25,637, Victor Ponta,"Bineînțeles că este o minciună. Ce chestie europeană? De câte ori facem câte o prostie, zicem că ne-a pus altcineva. Nu ne-a pus nimeni, nu ne-a cerut nimeni.  În rest, discuțiile cu Comisia Europeană legate de deficit, știți foarte bine că, încă de anul trecut, de pe vremea Guvernului Cioloș, România a depășit limita de 3% a deficitului, o să-l depășim și anul acesta și la un moment dat o să ne coste, ne costă mai mult împrumuturile.", DECLARAȚII Finante,Adevărat,0,"Of course it's a lie. What European thing? Every time we do something stupid, we say someone else put it on us. Nobody asked us, nobody asked us. Otherwise, the discussions with the European Commission related to the deficit, you know very well that, since last year, during the Ciolos Government, Romania has exceeded the limit of 3% of the deficit, we will exceed it this year and at some point it will cost us, it will cost us more loans. ",big,Economie,yes
26,870, Raluca Turcan,„Din 400 de milioane de euro s-ar fi putut dubla alocațiile tuturor elevilor și s-ar fi putut construi 800 de școli”, DECLARAȚII Politica,Adevărat,0,"""Out of 400 million euros, the allowances of all students could have been doubled and 800 schools could have been built"" ",small,Politica,yes
27,819, Ovidiu Raețchi,"„(...)Sectorului 5, care are cea mai mică suprafață de spațiu verde din toate sectoarele Capitalei.”", DECLARAȚII Electoral,Adevărat,0,"""(...) Sector 5, which has the smallest area of green space in all sectors of the Capital."" ",small,Politica,yes
28,343, Theodor Paleologu,"„Sunt întregi instituții de învățământ, care nu fac altceva decât să promoveze plagiatul, cum este Academia de Poliție, o adevărată industrie de teze plagiate - 75% din câte am înțeles dintr-un raport al Corpului de Control al Ministerului de Interne.”", DECLARAȚII Prezidentiale,Adevărat,0,"""There are entire educational institutions that do nothing but promote plagiarism, such as the Police Academy, a veritable industry of plagiarism theses - 75% of what I understood from a report by the Control Corps of the Ministry of Interior."" ",big,Politica,yes
29,466, Vlad Voiculescu,"„În 2016 am schimbat legislația în materie astfel încât managerii să raporteze infecțiile nosocomiale. Vedeți că din 2016 raportarea a început să crească. Ceea ce vedem, însă, este în continuare, la o fracțiune din realitate.”", DECLARAȚII Sanatate,Adevărat,0,"""In 2016, we changed the relevant legislation so that managers can report nosocomial infections. You can see that since 2016 the reporting has started to increase. What we see, however, is still a fraction of reality. "" ",big,SanatateMediu,no
30,382, Ludovic Orban,"„Nu a fost invalidat referendumul lui Klaus Iohannis. Ceea ce a fost considerat neconstituţional azi este proiectul de revizuire a Constituţiei, atât cât şi un proiect al PSD-ALDE...""", DECLARAȚII Politica,Adevărat,0,"""Klaus Iohannis' referendum was not invalidated. What was considered unconstitutional today is the draft revision of the Constitution, as well as a draft of PSD-ALDE ... "" ",small,Politica,yes
31,59, Vlad Alexandrescu,„România este pe primul loc în topul investigațiilor privind fraudele cu fonduri europene deschise anul trecut de OLAF.”, DECLARAȚII Justitie,Adevărat,0,"""Romania is on the first place in the top of the investigations regarding the frauds with European funds opened last year by OLAF."" ",small,Justitie,yes
32,451, Roxana Wring,"„Ca de obicei, la nivelul Primăriei cheltuielile de funcționare vor fi mai mari decât cele pentru dezvoltare: 4,25 miliarde lei (63%) pentru funcționare și 2,56 miliarde lei (37%) pentru dezvoltare.”", DECLARAȚII Finante,Adevărat,0,"""As usual, at the level of the City Hall, the operating expenses will be higher than those for development: 4.25 billion lei (63%) for operation and 2.56 billion lei (37%) for development."" ",small,Economie,no
33,758, Laura Codruța Kovesi,"Potrivit legii, un serviciu de informaţii, atunci când intra în posesia unor informaţii de corupţie este obligat să ne sesizeze. Aştept în continuare să primim informaţii de la SIE pentru că aşa scrie la lege. Aştept să respecte legea.", DECLARAȚII Justitie,Adevărat,0,"According to the law, an intelligence service, when it comes into possession of corrupt information, is obliged to notify us. I am still waiting to receive information from SIE because that is what the law says. I'm waiting to obey the law. ",big,Justitie,no
34,590, Klaus Iohannis,"Dacă am aduna promisiunile de kilometri de autostradă făcute de toţi guvernanţii în ultimii, hai să zicem, 20 de ani, am avea autostrăzi cât China. Evident că nu avem. Nici măcar 800 de km de autostrăzi nu avem. Noroc că până aici vine una (autostrada Bucureşti-Piteşti - n.r.)", DECLARAȚII Transport,Adevărat,0,"If we were to keep the promises of miles of highway made by all the rulers in the last, let's say, 20 years, we would have highways as big as China. Obviously we don't. We don't even have 800 km of highways. Luckily one comes here (Bucharest-Pitesti highway - n.r.) ",big,Economie,no
35,125, Petre Florin Manole,"„Ludovic Orban s-a plâns că nici el, nici ministrul Justiției nu au fost invitați la dezbaterile pe legea carantinei, din Parlament. Păi ministrul Justiției este membru al Comisiei Juridice, care a dat raportul pe proiect - el TREBUIE să vină oricum la comisie. Deci domnul ministru nu vine la munca pentru care a fost ales și este plătit consistent de către cetățenii, ca parlamentar. El și Orban așteaptă invitație specială!”", DECLARAȚII Coronavirus,Adevărat,0,"""Ludovic Orban complained that neither he nor the Minister of Justice were invited to the debates on the quarantine law in Parliament. Well, the Minister of Justice is a member of the Legal Commission, which gave the report on the project - he MUST come to the commission anyway. So the minister does not come to the job for which he was elected and is consistently paid by the citizens, as a parliamentarian. He and Orban are waiting for a special invitation! ” ",big,Coronavirus,yes
36,558, Klaus Iohannis,"„Ordonanța menține doar programul de finanțare NUCLEU și anulează finanțările instituționale de performanță, renunțându-se la evaluarea internațională.”", DECLARAȚII Finante,Adevărat,0,"""The ordinance maintains only the NUCLEUS funding program and cancels institutional performance funding, waiving international evaluation."" ",small,Economie,no
37,6, Vlad Voiculescu,"„luna trecută [stimulentele financiare pentru persoane cu handicap] au venit mai devreme, pe 23 ale lunii. Pe 27 erau alegeri, deh.”", DECLARAȚII Social,Adevărat,0,"""Last month [financial incentives for people with disabilities] came earlier, on the 23rd of the month. There were elections on the 27th, eh. ” ",small,Economie,yes
38,212, Alfred Simonis,„PSD a votat întotdeauna împotriva unor astfel de inițiative. Și acum și în ultimii 15 ani de când tot sunt depuse astfel de inițiative.”, DECLARAȚII Social,Adevărat,0,"""PSD has always voted against such initiatives. And now and in the last 15 years since such initiatives are still submitted. "" ",small,Economie,yes
39,632, Gabriela Firea,"Am transmis și în cadrul ședinței AMR faptul că pentru toate primăriile de municipii, nu doar pentru Primăria Municipiului București, acest pachet de modificări fiscale nu va aduce lucruri bune, ci din contră. Dimpotrivă, pentru că vor fi bani mai puțini la buget, pentru investiții, ar fi o lovitură foarte mare pentru toate comunitățile, de aceea am solicitat și mă bucur că am primit un răspuns pozitiv și din partea premierului. O îmbunătățire a acestui proiect sau, dacă va rămâne în varianta actuală, stabilirea unui sistem de compensări.", DECLARAȚII Finante,Adevărat,0,"I also transmitted during the AMR meeting the fact that for all the mayoralties, not only for the Bucharest City Hall, this package of fiscal changes will not bring good things, but on the contrary. On the contrary, because there will be less money in the budget, for investments, it would be a great blow for all communities, so I asked and I am glad that I received a positive response from the Prime Minister. An improvement of this project or, if it remains in the current version, the establishment of a compensation system. ",big,Economie,yes
40,236, Costel Alexe,"„Planul integrat de calitate al aerului din Bucureşti are 20 de măsuri, din care până acum şase nu au fost implementate deloc.”", DECLARAȚII Mediu,Adevărat,0,"""The integrated air quality plan in Bucharest has 20 measures, of which six have not been implemented so far."" ",small,SanatateMediu,no
41,130, Cătălin Predoiu,"„Anii 2015-2019 au fost ani pierduți pentru modernizarea sistemului judiciar, ani de regres și parțial ratați pentru dezvoltarea Justiției. Doar 16-20% din măsurile planificate acum 4 ani au fost realizate.”", DECLARAȚII Justitie,Adevărat,0,"""The years 2015-2019 were years lost for the modernization of the judiciary, years of regression and partially missed for the development of Justice. Only 16-20% of the measures planned 4 years ago have been implemented. "" ",small,Justitie,no
42,73, Marcel Vela,„Nu este nici o premieră. Poate premieră este faptul că un ministru tratează cu fair-play și își delega atribuțiile din Comisia Tehnică ce se ocupă strict de problemele ce țin de organizarea alegerilor în relația cu prefecturile. [...] Faptul ca un ministru de Interne își delega unele atributii unui secretar de stat se practică.”, DECLARAȚII Electoral,Adevărat,0,"""It's not a premiere. Perhaps the first is the fact that a minister treats with fair play and delegates his attributions from the Technical Commission that deals strictly with the issues related to the organization of elections in relation to the prefectures. [...] The fact that a Minister of the Interior delegates some of his duties to a Secretary of State is practiced. ” ",big,Politica,yes
43,395, Cristian Ghinea,"„Ne-a atras atenția și Comisia Europeană. 58% din școlile din România dispun de capacități excedentare în timp ce 10% funcționează suprapopulate. Și că investim prea puțin și fără rost în infrastructura educațională, acolo unde nu există nevoie reală.”", DECLARAȚII Social,Adevărat,0,"""The European Commission also drew our attention. 58% of schools in Romania have excess capacity while 10% operate overcrowded. And that we invest too little and in vain in the educational infrastructure, where there is no real need. ” ",big,Economie,yes
44,431, Petre Florin Manole,"„Bucureștenii au mai multe locuri de muncă decât în oricare dintre județele țării. Numărul salariaților a crescut de la 940.240 în 2016 la 1.022.582 în 2019. Este un indicator pozitiv, care nu descrie în niciun caz un dezastru economic, așa cum transmite de fiecare dată opoziția.”", DECLARAȚII Economie,Adevărat,0,"""Bucharest residents have more jobs than in any of the country's counties. The number of employees increased from 940,240 in 2016 to 1,022,582 in 2019. It is a positive indicator, which in no way describes an economic disaster, as the opposition always transmits. "" ",big,Economie,yes
45,297, Ludovic Orban,"„În fiecare an, pe perioada vacanţei parlamentare se adoptă o astfel de lege [de abilitare a Guvernului].”", DECLARAȚII Politica,Adevărat,0,"""Every year, during the parliamentary vacation, such a law [empowering the Government] is adopted."" ",small,Politica,yes
46,487, Florin Câțu,„Eugen Teodorovici [...] ești primul ministru din istoria României căruia i se întoarce bugetul de Președinte și CCR.” , DECLARAȚII Politica,Adevărat,0,"""Eugen Teodorovici [...] you are the prime minister in the history of Romania to whom the budget of the President and the RCC is returned."" ",small,Politica,yes
47,78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans "" ",small,Economie,no
48,624, Gabriela Firea,"Una dintre priorităţile Municipalităţii o reprezintă siguranţa cetăţenilor, însă, în acest caz, PMB nu are pârghiile legale pentru a se implica în montarea scurturilor de siguranţă in staţiile Metrorex, întrucât această instituţie se află în administrarea Ministerului Transporturilor, şi nu a Municipalităţii.", DECLARAȚII Transport,Adevărat,0,"One of the priorities of the Municipality is the safety of citizens, but in this case, PMB does not have the legal leverage to get involved in installing safety shorts in Metrorex stations, as this institution is managed by the Ministry of Transport, not the Municipality. ",big,Economie,yes
49,823, Å�tefan Viorel Florescu,"„După cum prea bine ştiţi, conform legislaţiei electorale în vigoare, candidaţii independenţi nu au dreptul să aibă reprezentanţi care să participe la numărătoarea paralelă a voturilor de după închiderea urnelor. Doar candidaţii partidelor politice au acest drept.”", DECLARAȚII Electoral,Adevărat,0,"""As you well know, according to the electoral legislation in force, independent candidates do not have the right to have representatives to participate in the parallel counting of votes after the close of the polls. Only candidates from political parties have this right. "" ",big,Politica,yes
50,103, Petre Florin Manole,"„Salariul mediu net: a scăzut. Dacă aveai 3340 lei în decembrie 2019, acum ai 3179 lei.”", DECLARAȚII Munca,Adevărat,0,"""Average net salary: decreased. If you had 3340 lei in December 2019, now you have 3179 lei. ” ",small,Social,no
51,188, Nicușor Dan,"„Sub pretextul unui proiect educațional destinat elevilor din București, Gabriela Firea oferă 3,5 milioane de lei unei asociații culturale cu legături vechi în PSD, după cum arată buletin.de. E vorba de Asociația Culturală Ludmila Vidrașcu, condusă de patronul editurii Litera, Dan Vidrașcu, cel care cu generozitate a publicat în tiraj de 50.000 de exemplare romanul de dragoste al Gabrielei Firea și două cărți ale lui Ion Iliescu.”", DECLARAȚII Cultura,Adevărat,0,"""Under the pretext of an educational project for students in Bucharest, Gabriela Firea offers 3.5 million lei to a cultural association with old ties to PSD, as shown by buletin.de. It is about the Ludmila Vidrașcu Cultural Association, led by the owner of Litera publishing house, Dan Vidrașcu, the one who generously published in a circulation of 50,000 copies Gabriela Firea's love novel and two books by Ion Iliescu. ” ",big,Social,yes
52,605, Nicușor Dan,"Senatorii şi deputaţii au dreptul să participe la şedinţele de consiliu judeţean sau local să spună ce doresc. Am făcut o cerere acum două zile, am depus-o la registratură şi am vrut să iau cuvântul, aşa cum legea îmi permite. Preşedintele de şedinţă spune că regulamentul CGMB este mai important decât legea, ceea ce este o aberaţie juridică.", DECLARAȚII Politica,Adevărat,0,"Senators and deputies have the right to participate in county or local council meetings to say what they want. I applied two days ago, filed it with the registry, and I wanted to speak as the law allows. The chairman of the meeting says that the CGMB regulation is more important than the law, which is a legal aberration. ",big,Politica,yes
53,446, Rovana Plumb,"„Astăzi, avem 8,6 miliarde euro intrați în România, pe lângă cele 6,6 miliarde euro plăți directe către fermieri. Această cifră ne situează, cu 28 la sută absorbție, imediat lângă media europeană. ”", DECLARAȚII Europa,Adevărat,0,"""Today, we have 8.6 billion euros in Romania, in addition to the 6.6 billion euros in direct payments to farmers. This figure places us, with 28 percent absorption, immediately next to the European average. ” ",small,Externe,yes
54,335, Ludovic Orban,"„Ne pregătim de boicot, dar le amintesc PSD-iștilor că există o decizie a CCR potrivit căreia nu e nevoie de cvorum la audierile miniștrilor din comisii.”", DECLARAȚII Politica,Adevărat,0,"""We are preparing for a boycott, but I remind the PSD members that there is a decision of the CCR according to which there is no need for a quorum at the hearings of the commission ministers."" ",small,Politica,yes
55,443, Carmen Avram,"„(...)totuși, acest partid a fost cel care a demarat procedurile de aderare a României la UE și NATO.”", DECLARAȚII Europa,Adevărat,0,"""(...) however, this party was the one that started the procedures for Romania's accession to the EU and NATO."" ",small,Externe,yes
56,171, Cristina Iurișniți,"„Aţi modificat ordine de ministru de la o zi la alta în privinţa organizării cursurilor din 2-12 iunie și a examenelor naţionale, creând inutil panică, nesiguranţă şi stres suplimentar elevilor, profesorilor şi părinţilor.”", DECLARAȚII Educatie,Adevărat,0,"""You have changed ministerial orders from day to day regarding the organization of June 2-12 courses and national exams, unnecessarily creating panic, insecurity and additional stress for students, teachers and parents."" ",small,Social,yes
57,763, Liviu Iolu,"Stabilirea prețurilor, cerere formulată azi în petiția adresată Guvernului, nu este în atribuțiile Executivului, ci a Autorității de Supraveghere Financiară, care are cadrul legal să intervină.", DECLARAȚII Finante,Adevărat,0,"Pricing, a request made today in the petition addressed to the Government, is not the responsibility of the Executive, but of the Financial Supervisory Authority, which has the legal framework to intervene. ",small,Economie,yes
58,27, Brigitte Clotilde Armand,„90% din școlile Sectorului 1 nu au avizul ISU.”, DECLARAȚII Educatie,Adevărat,0,"""90% of Sector 1 schools do not have an ISU approval."" ",small,Social,yes
59,716, Sorin Grindeanu,"Deci, pe primul trimestru sunt aproximativ..., nu aproximativ, ci exact 43 de măsuri pe care le avem de luat, suntem la jumătate în două ședințe de guvern doar.", DECLARAȚII Politica,Adevărat,0,"So, in the first quarter, there are about ..., not about, but exactly 43 measures that we have to take, we are halfway in two government meetings only. ",small,Politica,no
60,67, Virginel Iordache,"„[...] bugetele instituțiilor de forță au crescut considerabil. Astfel, creditele bugetare ale SRI, SIE, STS și SPP, au fost majorate cumulat cu aproape 165 milioane lei. SRI și STS au primit cei mai mulți bani, creditele lor bugetare au fost majorate cu 64,348 milioane lei, respectiv 64,518 milioane lei și asta după alte majorări făcute în aprilie de 13,198 mil. lei și 27,54 mil. lei ”", DECLARAȚII Electoral,Adevărat,0,"""[...] the budgets of law enforcement agencies have increased considerably. Thus, the budgetary credits of SRI, SIE, STS and SPP, were increased cumulatively by almost 165 million lei. SRI and STS received the most money, their budget credits were increased by 64.348 million lei, respectively 64.518 million lei and this after other increases made in April of 13.198 million lei and 27.54 million lei "" ",big,Politica,yes
61,778, Moise Guran,"Eu cred că din aceste ieșiri se vor naște partide, deja au apărut 30 și ceva după Colectiv.", DECLARAȚII Electoral,Adevărat,0,"I believe that games will be born from these outings, 30 or so have already appeared after Colectiv. ",small,Politica,no
62,638, Paul Stănescu,E o acţiune in rem în care tot ce se spune acolo este vorba despre primăria municipiului Slatina. Eu în acea perioadă am fost preşedintele Consiliului Judeţean. Absolut nicio acţiune de acolo nu are legătură cu Consiliul Judeţean., DECLARAȚII Justitie,Adevărat,0,It is an action in rem in which everything that is said there is about the town hall of Slatina. At that time I was the president of the County Council. Absolutely no action there has anything to do with the County Council. ,big,Justitie,yes
63,697, Sevil Shhaideh,(nr. Din fondul pentru reducerea riscului seismic) gradul de absorbție nu depășește 10 la sută din suma alocată., DECLARAȚII Finante,Adevărat,0,(no. from the fund for seismic risk reduction) the degree of absorption does not exceed 10 percent of the allocated amount. ,small,Economie,no
