,text,label
30,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",0
31,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,0
32,The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,0
33,"""North Carolina is one of four states"" that hasn't opened gyms.",0
34,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",0
35,"Says a 1942 Milwaukee YMCA brochure shows children playing a violent, racist carnival game",0
36,"""Our health department, our city and our county declared racism as a public health crisis last year.”",0
37,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,0
38,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",0
39,"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",0
40,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",0
41,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",0
42,"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",0
43,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,0
44,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,0
45,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,0
46,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,0
47,Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,0
48,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,0
49,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,0
50,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",0
51,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,0
52,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",0
53,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",0
54,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",0
55,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,0
56,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",0
57,"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",0
58,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",0
59,Photo shows a crowded New York City subway train during stay-at-home order.,0
60,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",0
61,“My mask will keep someone else safe and their mask will keep me safe.”,0
62,Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,0
63,“No city in the state can quarantine itself without state approval.”,0
64,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",0
65,Says Spectrum will provide free internet to students during coronavirus school closures.,0
66,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",0
67,“Whole of Italy goes into quarantine.”,0
68,“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,0
69,"“You’ve raised a lot more money than I have, Bernie.”",0
70,"During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”",0
71,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",0
72,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",0
73,"“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”",0
74,"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.",0
75,“Over 50% of the people now in the House and state Senate have not been born in Virginia.”,0
76,National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”,0
77,"“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ """,0
78,"Says ""10% of U.S. children are Texans.""",0
79,"""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""",0
80,"""More than 80% of Republicans think we ought to at least be doing universal background checks.""",0
81,"""The American people are overwhelmingly with us"" in calling witnesses in Senate trial",0
82,"""Mayor Bloomberg helped lower the number of uninsured by 40 percent, covering 700,000 more New Yorkers""",0
83,"""Twitter is banned in Iran.""",0
84,"Witnesses have been part of ""every other impeachment trial the Senate has ever had.""",0
85,"""We have the lowest corporate tax rate since 1968.""",0
86,"Florida is ""the 45th in state education funding.""",0
87,"In 1988, in response to Iran’s attack on the U.S.S. Samuel Roberts, President Ronald Reagan ""destroyed half of Iran’s Navy.""",0
88,"""We end the $100 billion a year that the health care industry makes.""",0
89,"""Look at the men on this stage. Collectively, they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women, Amy and me.""",0
90,"A man at ""the storming of the U.S. embassy"" in Iraq visited the White House in 2011.",0
91,"The United States is the only nation ""that grants legal permanent residency to more than a million people per year.""",0
92,"""Last year, 36 million Americans didn’t have a prescription filled because they couldn’t afford it.""",0
93,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",0
94,"Says Pete Buttigieg ran statewide in Indiana and ""lost by 20 points.""",0
95,"Real wages ""went up last year 1.1%.""",0
96,"California firefighters decided ""to speak out"" against President Trump because his tweet about the state’s wildfires ""contained so much misinformation.""",0
97,"Says a new annual report shows that ""West Virginia’s tourism industry has grown for the second consecutive year, reversing years of decline and outpacing national growth by 58 percent.""",0
98,"A ""study showed as many as one in four people have had a package stolen from their residence.""",0
99,Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.,0
100,"""I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.""",0
101,"""If we make no changes over the next 10 years, Americans will reach into their pockets and pay out about $11 trillion on insurance premiums, copays, deductibles and uncovered medical expenses.""",0
102,"""On average, one person dies by suicide every 22 hours in West Virginia.""",0
103,"""90,000 Californians are unsheltered and homeless.""",0
104,"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives.",0
105,"""President Trump has sent 14,000 American troops to the (Middle East) region since May. So he can't tell his political rallies that he's getting troops out of endless wars when he's sending 14 times the amount back into the region.""",0
106,"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance.",0
107,"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",0
108,"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it.""",0
109,"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",0
110,"""Meth production in MO has cratered over last decade. MO Hwy Patrol reported 1,326 meth lab seizures in 2006, only 50 in 2018.""",0
111,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama.""",0
112,"Says in the 2016 presidential election, ""I won that one by 42 points -- 42 points -- West Virginia.""",0
113,"""More than half of death row prisoners are people of color.""",0
114,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA""",0
115,"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",0
116,"""One unnamed donor gave $17 million to the Leo-affiliated Judicial Crisis Network to block the nomination of Judge Merrick Garland and to support Gorsuch; then a donor — perhaps the same one — gave another $17 million to prop up Kavanaugh.""",0
117,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",0
118,"""There are 390 million guns out on the streets of a country of 329 million people.""",0
119,"""America has more governors who’ve worn blackface than black governors.""",0
120,"""The last time people (created a Hollywood blacklist), people ended up killing themselves … They were accused, and they lost their right to work.""",0
121,"Florida’s red flag gun law has been used ""about five times a day.""",0
122,"""The law says that mental health must be treated the same as physical health,"" but coverage by health insurers is unequal.",0
123,"""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""",0
124,"""More Americans are uninsured today than when (President Donald) Trump took office.""",0
125,"Says of El Paso that some years, ""in a city of almost 700,000, we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day"" after a gunman opened fire at a Walmart in the city.",0
126,"""Studies show at the minimum wage, you can’t rent a two-bedroom apartment anywhere in the United States...a modest, two-bedroom apartment.""",0
127,"Since 2014, there has been a 25% reduction in crime in communities at the Texas-Mexico border.",0
128,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",0
129,"""Triggering leftists, Trump's reelection campaign is selling plastic straws.""",0
130,"""Food Stamp participation hits 10 year low.""",0
131,"""In 2017, we had more marijuana possession arrests in our country than all other violent crimes combined.""",0
132,"""The wealthiest three families now own more wealth than the bottom half of the country.""",0
133,"""The typical black family in this country has one-tenth the wealth of the typical white family.""",0
134,"""Wisconsin is a Top 10 state for health care coverage.""",0
135,"In 2018, when he ran for senator, ""young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.""",0
136,"""The United States is the ONLY industrialized country without universal healthcare.""",0
137,"""Just the last three weeks, on average about 23,000 women, children, men are coming over across the border illegally as family units or as unaccompanied children.""",0
138,"""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others.""",0
139,"""The VA negotiates prescription drug prices. Medicare doesn't do that.""",0
140,"Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""",0
141,"""We saw the prison population expand and vacancy rates for correctional officers go from 2.9% to 15.2%"" over the last eight years.",0
142,"""We beat the NRA with tough, tough gun laws"" in Colorado.",0
143,"""In fact, ‘high Crimes and Misdemeanors’ is not defined in the Constitution and does not require corresponding statutory charges. The context implies conduct that violates the public trust—and that view is echoed by the Framers of the Constitution and early American scholars.""",0
144,"""I actually in 2005 ran on Medicare for all.""",0
145,"""We’ve had a 30% increase in suicides in this country in just 15 years.""",0
146,"""Suicide is the second-leading cause of death among 15-19 year olds and 25-34 year olds in Missouri.""",0
147,"""Texas actually leads in the number of (Confederate) monuments removed.""",0
148,"""Over 30 states passed the legislation to ban powdered alcohol,"" and Missouri is not one of them",0
149,"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",0
150,"""99.4% of businesses in Wisconsin are small businesses,"" and they employ ""nearly half of our workforce.""",0
151,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",0
152,"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",0
153,"Speaking of the financial crisis that gained traction in 2007, ""I talked about it to anyone who would listen, a crisis is coming.""",0
154,"""The enumeration clause speaks to the count of every individual, and not just Americans, not just citizens.""",0
155,"""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.""",0
156,"Says 74% of people in Texas are ""crammed into 4% of the land.""",0
157,"""Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competition off the market.""",0
158,"Says ""5 out of 10"" GOP candidates don’t live in North Carolina’s 9th Congressional District.",0
159,"""In my own state of Vermont, from the very first days of our state's history, what our Constitution says is that everybody can vote. That is true. So people in jail can vote.""",0
160,"""I was the only member of the Senate – Republican or Democrat – who has consistently voted against efforts to use the so called ‘nuclear option’ to change the rules of the Senate.""",0
161,"""West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%.""",0
162,"""Our state has fewer science, technology, engineering and math graduates than any neighboring state.""",0
163,"""Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County.""",0
164,"""The 2008 election was the first election in which voters of color comprised over 25 percent of the electorate, and that number is going up.""",0
165,"""Currently, 23 percent of our military's infrastructure is graded as 'poor' while 9 percent is 'failing.'""",0
166,"""In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants.""",0
167,"""There have been zero reported instances of any child born alive after an abortion in Texas.""",0
168,"The Affordable Care Act ""provided over 200,000 West Virginians with health care coverage.""",0
169,"""Wisconsin (has) the highest infant mortality rate for black babies nationwide.""",0
170,"""Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.""",0
171,"Says all North Carolina teachers do not currently get a ""duty free lunch break.""",0
172,"""Missouri ranks 45th in the nation in per capita state fiscal support for higher education and Missouri State is last among Missouri schools.""",0
173,"""About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.""",0
174,"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",0
175,"For Cabinet posts, ""I have the best voting record against Trump nominees of anyone else running for president""",0
176,"Says an ICE detainer request ""is not a valid warrant.""",0
177,"29 states still don’t have ""comprehensive protections"" for people in the LGBTQ community.",0
178,"Says ""zero"" African Americans have presented to the House Budget Committee in 2019.",0
179,"""We are always going to need architects, doctors, we’re going to need professionals with four-year degrees. But 65 to 70 percent of the people in Missouri don’t have degrees.""",0
180,"""Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.""",0
181,"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America — two times the size of the next largest state: Florida.""",0
182,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""",0
183,"""Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.""",0
184,"""We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.""",0
185,"Virginia House ""Republicans have had more African-Americans on key committees than when the Democrats were in control.""",0
186,"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent.""",0
187,"""More than a million Californians"" do not have ""clean water to bathe in or drink.""",0
188,"""Today’s minimum wage worker making $7.25 an hour has less buying power than a minimum wage worker in the 1960s.""",0
189,"""I have more military experience than anybody who’s arrived behind that desk since George H.W. Bush.""",0
190,"On extreme-risk guns laws, ""This idea has passed Republican legislatures in other states and has been signed by Republican governors.""",0
191,"A bill passed by GOP legislators ""makes it harder to prosecute people and groups that violate campaign finance laws.""",0
192,"""The facts are, the majority of opioids and all kinds of other things that are connected to the opioids are coming through the point of entry.""",0
193,"New York has passed ""the best paid family leave"" program in the United States of America.",0
194,"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.""",0
195,"""Adjusting for inflation, West Virginia’s median household income has not grown in a decade.""",0
196,"The poverty rate in West Virginia ""was 19.1 percent, the fourth-highest in the country.""",0
197,"""There is nothing that we have done on Amazon that we have not done with hundreds of other projects.""",0
198,"""In 2017, West Virginia’s $43,469 median household income was $16,867 below the national average, ranking 50th.""",0
199,"Says Ann Coulter said, ""I am a settler. I am descended from settlers — not from immigrants.""",0
200,"At General Motors, CEO Mary Barra ""took home almost 22 MILLION DOLLARS last year alone (295x your company's average employee).""",0
201,"The United States ""spends more on potato chips than we do on ALL energy R&D.""",0
202,"Missouri ""had the largest amount of millennial Democrats running than any other state in the country.""",0
203,"""In fact 7 out of 10 new jobs in America are created by small businesses.""",0
204,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",0
205,"""We have lost more lives in the last two years"" due to opioids ""than all of the lives lost during the Vietnam War.""",0
206,"Says Joe Manchin ""refused to commit to Kavanaugh until AFTER the Senate had the votes.""",0
207,Trump supporters are heading to the border as the migrant caravan approaches.,0
208,"""Do you know that New York State pays out way more than they ever get back?""",0
209,"""West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%. This amounted to 4,300 additional jobs! In fact, #WV was the only state with double-digit growth!""",0
210,"""Household income among Hispanic Americans has just set a new record high.""",0
211,"West Virginia ""has the highest overdose rate per capita of any state in our nation.""",0
212,"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).""",0
213,"On spending growth under Gov. Andrew Cuomo: ""Despite the fact that you continue to suggest that you’ve been able to hold the two percent, you haven’t.""",0
214,"""My opponent is endorsed by Citizens United.""",0
215,"""Thousands of folks are opening West Virginia E-ZPass accounts.""",0
216,"""Black lung cases are at a 25-year high.""",0
217,"""The poverty rates for African Americans and Hispanic Americans -- it’s been incredible, they’ve all reached their lowest levels in the history of our country.""",0
218,"Says Rick Scott’s ""hospital company stole millions, defrauding the military’s health care program.""",0
219,"""Mark Harris has said he would abolish the Department of Education.""",0
220,"""He even supports putting a female inmate in shackles during childbirth.""",0
221,"Says ""only one other senator from either party over the last 25 years"" has ""a worse record on bipartisanship"" than Ted Cruz.",0
222,"""Leah Vukmir OPPOSES Buy American legislation.""",0
223,"In West Virginia, ""personal income tax collections (were) up 14% from 2017.""",0
224,"""Since passage of the Tax Cuts and Jobs Act, Walmart 'increased their starting wage to $11/hr & has given about $400 million in bonuses.'""",0
225,Most of Kathy Manning’s donors are from out-of-state.,0
226,"""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.""",0
227,"""I think I received more votes in the Democratic primary than any governor in history.""",0
228,"""Close to half of the children"" in California are ""at or near poverty,"" when you consider cost-of-living.",0
229,"Says Sean Hannity told listeners of his radio show that ""Beto O’Rourke is asking for help in getting undocumented to vote.""",0
230,"Says a Josh Hawley lawsuit ""would take away important prescription drug coverage for seniors through Medicare and end all of the consumer protections under the ACA.""",0
231,Says the Trump administration transferred $10 million from FEMA to ICE.,0
232,"Says Texas ""high school graduation rates are at all-time highs.""",0
233,"""For only the second time since 2000, there are more job openings than Americans who are unemployed.""",0
234,"""This year West Virginia produced more AmeriCorps members than any other state.""",0
235,"Says he’s a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had.""",0
236,"""If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.""",0
237,"""The American economy is continuing its longest monthly streak of job growth in history, with 3.9 million jobs added since President Trump was elected.""",0
238,"Says Beto O’Rourke ""has a criminal record that includes DWI and burglary arrests.""",0
239,"""Apple and Amazon already operate in many states that require levels of voter ID.""",0
240,"""I don’t take a dime of PAC money.""",0
241,"Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.""",0
242,"""One out of every 30 people in the Greater Boston area is an illegal alien.""",0
243,"Says he’s ""never voted ‘present’ in the House instead of taking a yes or no position.",0
244,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",0
245,"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""",0
246,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",0
247,"""The Railroad Commission of Texas has nothing to do with railroads.""",0
248,"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",0
249,"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",0
250,"""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.",0
251,"""Migrant mother and ‘crying girl’ on Time cover never separated.""",0
252,"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",0
253,"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",0
254,"""When you tally up their representation in Congress and governorships, the Democrats almost have their lowest representation in about 100 years.""",0
255,"Says most of Austin’s biggest parks have recycling though as ""many as 293 out of 300"" Austin city ""parks have no recycling, including almost every neighborhood park.""",0
256,"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",0
257,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",0
258,"""We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.""",0
259,"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",0
260,"""Democrats mistakenly tweet 2014 pictures from Obama’s term showing children from the Border in steel cages.""",0
261,"""Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""",0
262,"""Taking into account inflation, the federal minimum wage is actually worth less than what it was worth 50 years ago.""",0
263,"""You know what Amazon paid in federal income taxes last year? Zero.""",0
264,"Says Mitt Romney is using ""a million of his presidential campaign dollars to finance his Utah Senate race.""",0
265,"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure.""",0
266,"""Black and Latino people in NYC are arrested at TEN times the rate of white people for virtually the same rate of marijuana usage.""",0
267,"""A majority of Americans now live in states where they have decided to legalize cannabis,"" including recreational and medical marijuana.",0
268,"""Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).""",0
269,"New York has ""among the highest tax burdens of any state in the nation""",0
270,"West Virginia ""has the highest overdose death rate in the nation.""",0
271,"""In one day of fundraising I received more small donor (contributions) than Andrew Cuomo received in seven years.""",0
272,"""California is 49th out of 50 in the United States in per capita housing units. Only Utah can lay claim to being lowest in per capita production.""",0
273,"""Half of the American women who are murdered are killed by their intimate partners.""",0
274,"Says ""PTA meetings are now being conducted to help parents tell their kids"" that if a guy with an AR-15 walks into their classroom, ""you are supposed to create as much chaos as you possibly can. They want you to scream and yell and dance around and throw books and just keep moving.""",0
275,Says China and Singapore impose the death penalty on drug dealers.,0
276,"Says Richard Cordray directed an Ohio commission to ""permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident.""",0
277,"""Since 1990, production of metals in the U.S. has held roughly constant, but the number of people employed in the industry has fallen steadily.""",0
278,"""We are last in the nation in startups — 50th.""",0
279,"The 2018 Academy Awards show was the ""lowest rated Oscars in HISTORY.""",0
280,Says Texas ranks among the nation’s top five states for its high school graduation rate.,0
281,Says Stephen F. Austin and James Bowie promoted slavery.,0
282,"""Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned""",0
283,"""It’s now constitutional to ban [assault weapons] in Illinois. Yet, the Illinois General Assembly has failed to allow other cities to have that opportunity.""",0
284,"""The impending work stoppage is unlawful.""",0
285,"About New York state: ""We have the highest debt per capita.""",0
286,"Says that as a judge, she has ""presided over more than 10,000 cases.""",0
287,"In Georgia, ""25 percent of rural residents"" are ""without access to high speed internet.""",0
288,"""The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.""",0
289,"""There was no requirement to put in affordable housing.""",0
290,"""Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union.""",0
291,"""New York consistently ranks as one of the worst voting turnout states in the nation.""",0
292,"""New York has the third lowest rate of gun-caused death in America.""",0
293,"""70 percent of the income tax that the state collects happens to come from Westchester, Nassau, Suffolk and New York City""",0
294,"""Small business confidence is at an all-time high.""",0
295,"""They found 60 votes in the Senate in 2006 and 2013"" for immigration legislation, and ""each time the House Republican majority refused to take it up.""",0
296,"California’s prisons budget in 1970 ""was about 3 percent of the general fund. Now, it’s 8.9 percent, about $12 billion.""",0
297,"Reauthorizing the Children’s Health Insurance Program ""for six years saves $1 billion"" and doing it for 10 years saves $6 billion.",0
298,"""When we say ‘one vote matters,’ it’s not just a saying – it has proven true 141 times in #Ohio over the last five years.""",0
299,"Says Donald Trump's use of the term ""fake news"" to undermine journalism ""seems (to have) inspired dictators and authoritarians.""",0
300,"""The graduation rate in New York City has increased by 50 percent in 13 years""",0
301,"The White House staff risks violating federal ethics rules if they participate in Donald Trump’s ""fake news awards.""",0
302,"The Dow Jones Industrial Average ""jumped 1000 points in last 5 weeks, Record fastest 1000 point move in history.""",0
303,These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,0
304,"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",0
305,"Says Roy Moore said a ""practicing Muslim should not be a member of Congress because of his faith.""",0
306,"""The No. 1 job vacancy in Florida every month for seven years has been nursing.""",0
307,"""When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign.""",0
308,"""We’re growing union jobs faster than Illinois.""",0
309,"""We are spending more on affordable housing than we're spending on Dix Park right now.""",0
310,"Says county parties representing more than half the state’s Republican voters approved resolutions ""demanding changes"" in Texas House leadership.",0
311,"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.""",0
312,"What Republicans call the ""death tax"" is the estate tax ""on the ultra wealthy"" which, in 2016, was paid by only ""two out of every 1,000 people.""",0
313,"""Our tax code has nearly doubled since 1985.""",0
314,"""One in 10 babies born in this country is born in Texas.""",0
315,"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",0
