,Unnamed: 0,source,text,type,category,label,English,text_size,subject,contains_name
10,621, Traian Băsescu,"Ţara are un deficit de 3% din PIB în condiţiile în care are creştere economică 7%, asta înseamnă proastă administrare. Nu se poate să ai creştere 7% şi deficit 3%. De asemenea, a crescut deficitul de cont curent, ajungându-se la 11 miliarde euro deficit de cont curent. Un alt element care arată proasta guvernare este acela că guvernul a crescut datoria publică. Altul este inflaţia, politici care au generat inflaţie şi, implicit, creşterea dobânzilor la credite, care afectează consistent economia.", DECLARAȚII Economie,Adevărat,0,"The country has a deficit of 3% of GDP given that it has 7% economic growth, which means poor management. You can't have a 7% increase and a 3% deficit. The current account deficit also increased, reaching a current account deficit of 11 billion euros. Another element that shows bad governance is that the government has increased public debt. Another is inflation, policies that have generated inflation and, implicitly, rising interest rates on loans, which consistently affect the economy. ",big,Economie,yes
11,859, Vasile Blaga,„Un interimat poate dura maxim 45 de zile”, DECLARAȚII Politica,Adevărat,0,"""An interim can last a maximum of 45 days"" ",small,Politica,no
12,798, Radu Maxim,(nr Pasajul Sudului) construcția este în sarcina primăriei capitalei, DECLARAȚII Electoral,Adevărat,0,(South Passage no.) the construction is in charge of the capital's mayor's office ,small,Politica,no
13,125, Petre Florin Manole,"„Ludovic Orban s-a plâns că nici el, nici ministrul Justiției nu au fost invitați la dezbaterile pe legea carantinei, din Parlament. Păi ministrul Justiției este membru al Comisiei Juridice, care a dat raportul pe proiect - el TREBUIE să vină oricum la comisie. Deci domnul ministru nu vine la munca pentru care a fost ales și este plătit consistent de către cetățenii, ca parlamentar. El și Orban așteaptă invitație specială!”", DECLARAȚII Coronavirus,Adevărat,0,"""Ludovic Orban complained that neither he nor the Minister of Justice were invited to the debates on the quarantine law in Parliament. Well, the Minister of Justice is a member of the Legal Commission, which gave the report on the project - he MUST come to the commission anyway. So the minister does not come to the job for which he was elected and is consistently paid by the citizens, as a parliamentarian. He and Orban are waiting for a special invitation! ” ",big,Coronavirus,yes
14,788, Cătălin Predoiu,"Cătălin Predoiu: Bogdan Diaconu era membru PSD în 2008, când Oprescu era primar Bogdan Diaconu: Nu, nu eram", DECLARAȚII Politica,Adevărat,0,"Cătălin Predoiu: Bogdan Diaconu was a PSD member in 2008, when Oprescu was mayor Bogdan Diaconu: No, I was not ",small,Politica,yes
15,810, Nicușor Dan,Nicușor Dan: „Legea mă obligă ca la orice act normativ să existe consultare publică - legea 52/2003”, DECLARAȚII Electoral,Adevărat,0,"Nicușor Dan: ""The law obliges me to have a public consultation on any normative act - law 52/2003"" ",small,Politica,yes
16,811, Daniel Barbu,"„Voi face referendum prin corespondență, dialog structurat, pentru dezvoltarea responsabilității împărtășite.”", DECLARAȚII Electoral,Adevărat,0,"""I will hold a referendum by correspondence, a structured dialogue, for the development of shared responsibility."" ",small,Politica,no
17,78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans "" ",small,Economie,no
18,171, Cristina Iurișniți,"„Aţi modificat ordine de ministru de la o zi la alta în privinţa organizării cursurilor din 2-12 iunie și a examenelor naţionale, creând inutil panică, nesiguranţă şi stres suplimentar elevilor, profesorilor şi părinţilor.”", DECLARAȚII Educatie,Adevărat,0,"""You have changed ministerial orders from day to day regarding the organization of June 2-12 courses and national exams, unnecessarily creating panic, insecurity and additional stress for students, teachers and parents."" ",small,Social,yes
19,479, Eugen Tomac,"„Anual, pe drumurile din România au loc peste 7.500 de accidente rutiere. Au existat şi ani în care am avut peste 3.000 de morţi din accidente rutiere. Anul trecut au fost peste 1.300 de români care şi-au pierdut viaţa în accidente rutiere. Infrastructura României nu mai poate fi tratată cu indiferenţă.”", DECLARAȚII Transport,Adevărat,0,"""Every year, over 7,500 road accidents occur on roads in Romania. There were also years when we had over 3,000 deaths in road accidents. Last year, more than 1,300 Romanians lost their lives in road accidents. Romania's infrastructure can no longer be treated with indifference. "" ",big,Economie,no
20,262, Cristina Prună,"„Bani pentru reclame: 16,6 milioane lei Bani pentru investiții RADET: 13 milioane de lei”", DECLARAȚII Finante,Adevărat,0,"""Money for advertisements: 16.6 million lei Money for investments RADET: 13 million lei"" ",small,Economie,no
21,587, Klaus Iohannis,"„Preşedintele României nu are nicio atribuţie practică în a constata vacanţa unui mandat, dar cred că CCR trebuie să analizeze cu maximă răspundere această chestiune, pentru a nu rămâne o umbră. Eu voi respecta Constituţia indiferent de ce se întâmplă"".  „Responsabilitatea de a rezolva problema îi revine preşedintelui CCR”", DECLARAȚII Politica,Adevărat,0,"""The President of Romania has no practical attribution in ascertaining the vacancy of a mandate, but I think that CCR must analyze this issue with maximum responsibility, in order not to remain a shadow. I will respect the Constitution no matter what happens. """" The responsibility for solving the problem lies with the president of the RCC. "" ",big,Politica,yes
22,81, Sorinel-Marian Vrăjitoru,"„Executivul nu mai poate da vina pe pandemie. La rectificarea din aprilie, cand s-a reconfigurat bugetul, ca urmare a pandemiei, Guvernul prevazuse banii pentru majorarea cu 40%.”", DECLARAȚII Social,Adevărat,0,"""The executive can no longer blame the pandemic. At the rectification in April, when the budget was reconfigured, as a result of the pandemic, the Government had provided the money for the increase by 40%. "" ",small,Economie,yes
23,381, Corina Crețu,"„Cel mai trist grafic: garanția pentru tineri (YEI - Youth Employment Initiative), prin care angajatorii ar fi primit bonusuri angajând tineri, a fost cheltuită la un nivel de sub 3 la sută din suma alocată României pentru perioada 2014-2020.”", DECLARAȚII Mediu de afaceri,Adevărat,0,"""The saddest graph: the Youth Employment Initiative (YEI), through which employers would have received bonuses for hiring young people, was spent at a level below 3 percent of the amount allocated to Romania for the period 2014-2020."" ",big,Economie,yes
24,51, Cătălin Drulă,„CONTINUAREA de la Eroilor spre Universitate și mai departe până la Iancului și Pantelimon a fost ABANDONATĂ ANI DE-A R NDUL. Abia în iunie 2019 a fost lansată licitația pentru proiectarea secțiunii Eroilor-Iancului. Și nu este finalizată nici azi.”, DECLARAȚII Transport,Adevărat,0,"„THE CONTINUATION from the Heroes to the University and further to Iancului and Pantelimon was ABANDONED YEARS AGO. Only in June 2019 was launched the tender for the design of the Heroes-Ianc section. And it's not finished today either. "" ",big,Economie,yes
25,170, Marcel Vela,"„Am făcut o comparație cu anii 2019, 2018, 2017 și 2016, așadar ultimii patru ani. În 2020 au fost cele mai puține infracțiuni la nivel național și cele mai puține infracțiuni cu violență.”", DECLARAȚII Justitie,Adevărat,0,"""We made a comparison with the years 2019, 2018, 2017 and 2016, so the last four years. In 2020, there were the fewest crimes at the national level and the fewest violent crimes. "" ",small,Justitie,no
26,87, Vergil Chițac,„În Constanța Planul Urbanistic General este expirat din anul 2009.”, DECLARAȚII Electoral,Adevărat,0,"""In Constanța, the General Urban Plan has expired since 2009."" ",small,Politica,yes
27,620, Cristian Ghinea,Avem cel mai mare număr de ministere din Uniunea Europeană., DECLARAȚII Politica,Adevărat,0,We have the largest number of ministries in the European Union. ,small,Politica,no
28,192, Mihaela Huncă,"„Proiectul guvernamental ”România modernă, România digitală” prevedea nu mai puţin de 2 miliarde de lei pentru achiziţionarea de tablete. (...) PSD nu a făcut paşii necesari pentru achiziţionare până în luna noiembrie 2019, iar PNL a omis cu bună ştiinţă realizarea proiectului în 2020.”", DECLARAȚII Social,Adevărat,0,"The ""government project"" Modern Romania, Digital Romania ""provided no less than 2 billion lei for the purchase of tablets. (...) PSD did not take the necessary steps for the acquisition until November 2019, and PNL knowingly omitted the realization of the project in 2020. ” ",big,Economie,yes
29,295, Victor Costache,„Numai o parte din statele membre ale UE au impus vaccinarea.”, DECLARAȚII Sanatate,Adevărat,0,"""Only some EU member states have required vaccination."" ",small,SanatateMediu,yes
30,757, Alina Gorghiu,"E un lucru bine știut că la alegerile parlamentare prezența e în general mult mai slabă decât la prezidențiale, mai slabă decât la alegerile locale.", DECLARAȚII Electoral,Adevărat,0,"It is a well-known fact that in parliamentary elections the turnout is generally much lower than in presidential elections, weaker than in local elections. ",small,Politica,no
31,473, Dacian Cioloș,"„[...]Când am fost comisar european, am crescut subvențiile pentru agricultorii români. Ceea ce primesc acum agricultorii români sunt subvențiile care au fost decise atunci când eram eu comisar și lucram pentru România [...].”", DECLARAȚII Agricultura,Adevărat,0,"""[...] When I was European Commissioner, I increased subsidies for Romanian farmers. What Romanian farmers are now receiving are the subsidies that were decided when I was a commissioner and working for Romania [...]. ” ",small,Economie,yes
32,276, Nicușor Dan,"“Din datele oficiale ale Ministerului Mediului emise în 2015 şi 2018, Bucureştiul este cel mai poluat oraş al României, având 5 poluanţi cu potenţial cancerigen în aerul respirat (benzen, oxid şi monoxid de azot, particule fine 10 şi 2.5).”", DECLARAȚII Mediu,Adevărat,0,"""From the official data of the Ministry of Environment issued in 2015 and 2018, Bucharest is the most polluted city in Romania, with 5 pollutants with carcinogenic potential in the breathed air (benzene, oxide and nitrogen monoxide, fine particles 10 and 2.5)."" ",big,SanatateMediu,yes
33,477, Claudiu Nasui,"„România a înregistrat în 2018 cel mai mare deficit de cont curent din ultimii 10 ani.""", DECLARAȚII Economie,Adevărat,0,"""Romania registered in 2018 the largest current account deficit in the last 10 years."" ",small,Economie,no
34,772, Klaus Iohannis,"Este însă important să extindem premisele sustenabilității, pentru a avea o creștere economică sănătoasă și durabilă. Am traversat o criză economică severă, iar România încă stă confortabil, cu o datorie publică aflată sub 40% din PIB.", DECLARAȚII Economie,Adevărat,0,"However, it is important to extend the premises of sustainability in order to have a healthy and sustainable economic growth. We have gone through a severe economic crisis, and Romania is still comfortable, with a public debt below 40% of GDP. ",big,Economie,no
35,897, Cristian Preda,„USD a furat startul lipind afişe cu multe zile înainte de data legală”, DECLARAȚII Electoral,Adevărat,0,"""USD stole start by pasting posters long before legal date"" ",small,Politica,no
36,389, Klaus Iohannis,"„Nu există o recomandare a Comisiei de la Veneția pentru a evita suprapuneri de scrutin. Putem, fără probleme, să organizăm referendumul odată cu alegerile prezidențiale.”", DECLARAȚII Justitie,Adevărat,0,"""There is no recommendation from the Venice Commission to avoid overlapping. We can, without problems, organize the referendum together with the presidential elections. "" ",small,Justitie,yes
37,870, Raluca Turcan,„Din 400 de milioane de euro s-ar fi putut dubla alocațiile tuturor elevilor și s-ar fi putut construi 800 de școli”, DECLARAȚII Politica,Adevărat,0,"""Out of 400 million euros, the allowances of all students could have been doubled and 800 schools could have been built"" ",small,Politica,yes
38,188, Nicușor Dan,"„Sub pretextul unui proiect educațional destinat elevilor din București, Gabriela Firea oferă 3,5 milioane de lei unei asociații culturale cu legături vechi în PSD, după cum arată buletin.de. E vorba de Asociația Culturală Ludmila Vidrașcu, condusă de patronul editurii Litera, Dan Vidrașcu, cel care cu generozitate a publicat în tiraj de 50.000 de exemplare romanul de dragoste al Gabrielei Firea și două cărți ale lui Ion Iliescu.”", DECLARAȚII Cultura,Adevărat,0,"""Under the pretext of an educational project for students in Bucharest, Gabriela Firea offers 3.5 million lei to a cultural association with old ties to PSD, as shown by buletin.de. It is about the Ludmila Vidrașcu Cultural Association, led by the owner of Litera publishing house, Dan Vidrașcu, the one who generously published in a circulation of 50,000 copies Gabriela Firea's love novel and two books by Ion Iliescu. ” ",big,Social,yes
39,716, Sorin Grindeanu,"Deci, pe primul trimestru sunt aproximativ..., nu aproximativ, ci exact 43 de măsuri pe care le avem de luat, suntem la jumătate în două ședințe de guvern doar.", DECLARAȚII Politica,Adevărat,0,"So, in the first quarter, there are about ..., not about, but exactly 43 measures that we have to take, we are halfway in two government meetings only. ",small,Politica,no
40,433, Maria Grapini,"„Premierul olandez, Mark Rutte, a declarat joi, la summitul UE de la Sibiu, că România va fi pregătită de admiterea în spațiul Schengen când se va conforma regulilor statului de drept și democrației, lăsând de înțeles că nu se va întâmpla curând.[...]Un exemplu elocvent este opoziția sistematică a intrării României și Bulgariei în Schengen, deși de șapte ani îndeplinesc toate condițiile tehnice!”", DECLARAȚII Europa,Adevărat,0,"""Dutch Prime Minister Mark Rutte said on Thursday at the EU summit in Sibiu that Romania will be prepared for admission to the Schengen area when it complies with the rules of the rule of law and democracy, implying that it will not happen soon. [ ...] An eloquent example is the systematic opposition to the entry of Romania and Bulgaria into Schengen, although for seven years they have met all the technical conditions! ” ",big,Externe,yes
41,395, Cristian Ghinea,"„Ne-a atras atenția și Comisia Europeană. 58% din școlile din România dispun de capacități excedentare în timp ce 10% funcționează suprapopulate. Și că investim prea puțin și fără rost în infrastructura educațională, acolo unde nu există nevoie reală.”", DECLARAȚII Social,Adevărat,0,"""The European Commission also drew our attention. 58% of schools in Romania have excess capacity while 10% operate overcrowded. And that we invest too little and in vain in the educational infrastructure, where there is no real need. ” ",big,Economie,yes
42,424, Victor Ponta,Mai scrie Echipa „Dragnea” acolo că:   1. Au redus TVA de la 24 la 19% - pai iar se laudă cu ce a facut Guvernul “Ponta” în 2015 (după care Dragnea m-a vândut ca să scape de mine și a votat Guvernul “Cioloș” cu condiția să își păstreze oamenii la Ministerul Dezvoltării și pe Carmen Dan Prefect la Teleorman!, DECLARAȚII Europa,Adevărat,0,"The “Dragnea” Team also writes there that: 1. They reduced the VAT from 24 to 19% - well, they are bragging again about what the “Ponta” Government did in 2015 (after which Dragnea sold me to get rid of me and voted for the Government ""Cioloș"" provided he keeps his people at the Ministry of Development and Carmen Dan Prefect at Teleorman! ",big,Externe,yes
43,795, Nicușor Dan,Noi (nr USB) suntem singurul partid care a făcut publice donațiile în campania asta, DECLARAȚII Electoral,Adevărat,0,We (USB no.) Are the only party to make donations public in this campaign ,small,Politica,no
44,48, Florin Roman,"„Știați că Emil Boc a desființat pensiile speciale în mandatul său de premier, dar guvernele PSD și majoritățile controlate de PSD din Parlament le-au reintrodus începând cu cu 2015?”", DECLARAȚII Social,Adevărat,0,"""Did you know that Emil Boc abolished special pensions during his term as prime minister, but the PSD governments and the PSD-controlled majorities in Parliament have reintroduced them since 2015?"" ",small,Economie,yes
45,823, Å�tefan Viorel Florescu,"„După cum prea bine ştiţi, conform legislaţiei electorale în vigoare, candidaţii independenţi nu au dreptul să aibă reprezentanţi care să participe la numărătoarea paralelă a voturilor de după închiderea urnelor. Doar candidaţii partidelor politice au acest drept.”", DECLARAȚII Electoral,Adevărat,0,"""As you well know, according to the electoral legislation in force, independent candidates do not have the right to have representatives to participate in the parallel counting of votes after the close of the polls. Only candidates from political parties have this right. "" ",big,Politica,yes
46,432, Siegfried Mureșan,"„Ministrul Muncii, Marius Budăi, s-a apărat spunând o mare bazaconie: România nu s-a înscris în competiție fiindcă deținem președinția Consiliului Uniunii Europene și Guvernul trebuie să acționeze imparțial, ca arbitru între statele membre. Nimic mai fals!""", DECLARAȚII Europa,Adevărat,0,"""The Minister of Labor, Marius Budai, defended himself by saying a big joke: Romania did not enter the competition because we hold the presidency of the Council of the European Union and the Government must act impartially, as an arbitrator between member states. Nothing more false! "" ",big,Externe,yes
47,370, Florin Câțu,"„Salariul mediu net pentru angajații din administrația publică, apărare și asigurări sociale a fost întotdeauna mai mare decât salariul mediu net din sectorul privat.”", DECLARAȚII Economie,Adevărat,0,"""The average net salary for public administration, defense and social security employees has always been higher than the average net salary in the private sector."" ",small,Economie,no
48,558, Klaus Iohannis,"„Ordonanța menține doar programul de finanțare NUCLEU și anulează finanțările instituționale de performanță, renunțându-se la evaluarea internațională.”", DECLARAȚII Finante,Adevărat,0,"""The ordinance maintains only the NUCLEUS funding program and cancels institutional performance funding, waiving international evaluation."" ",small,Economie,no
49,196, Lucian Bode,"„Bugetul Ministerului Transporturilor, în general, an de an, la fiecare rectificare, era rectificat negativ, pentru că nu se cheltuiau bani. În acest an, avem alocaţi prin legea bugetului 12,2 miliarde de lei, din care 6,4 miliarde de lei sunt fonduri europene nerambursabile. Nu numai că nu s-au tăiat bani la această rectificare, ci am primit fonduri suplimentare""", DECLARAȚII Transport,Adevărat,0,"""The budget of the Ministry of Transport, in general, every year, at each rectification, was negatively rectified, because no money was spent. This year, we have allocated by budget law 12.2 billion lei, of which 6.4 billion lei are non-reimbursable European funds. Not only was no money cut for this rectification, but we received additional funding. "" ",big,Economie,yes
50,372, Viorica Dăncilă,"„Puterea de cumpărare a românilor a crescut în primii doi ani de guvernare cu cinci puncte procentuale ajungând la 64% din media Uniunii Europene, peste cea din Bulgaria şi Croaţia.”", DECLARAȚII Economie,Adevărat,0,"""The purchasing power of Romanians increased in the first two years of government by five percentage points, reaching 64% of the European Union average, above that of Bulgaria and Croatia."" ",small,Economie,no
51,627, Ecaterina Andronescu,"Legea bugetului este una dintre cele mai importante legi pentru orice țară. Are țara bani sau nu are? Legea bugetului e dincolo de orice poziție a premierului – dacă Legea bugetului nu este aprobată, se merge pe bugetul anului anterior.", DECLARAȚII Politica,Adevărat,0,"The budget law is one of the most important laws for any country. Does the country have money or not? The budget law is beyond any position of the prime minister - if the budget law is not approved, it goes on the previous year's budget. ",big,Politica,yes
52,680, Sorin Grindeanu,"La nerealizări sunt incluse două măsuri la care președintele PSD, domnul Liviu Dragnea, a spus că se renunță: TVA zero la locuințe și TVA zero la publicitate.", DECLARAȚII Politica,Adevărat,0,"The non-achievements include two measures that the president of PSD, Mr. Liviu Dragnea, said he is giving up: zero VAT on housing and zero VAT on advertising. ",small,Politica,yes
53,437, Brigitte Clotilde Armand,„De prin țară adunate: Primăria orașului Huedin a investit 120.000 euro pentru amenajarea unui WC public.”, DECLARAȚII Europa,Adevărat,0,"""From all over the country: Huedin City Hall has invested 120,000 euros in setting up a public toilet."" ",small,Externe,yes
54,88, Florin Câțu,„Romania a avut a doua cea mai mare creștere economică pe primul trimestru din 2020 (n.r. din UE)”, DECLARAȚII Economie,Adevărat,0,"""Romania had the second highest economic growth in the first quarter of 2020 (n.r. in the EU)"" ",small,Economie,yes
55,110, Radu Preda,"„Realitatea din teren arătat că în plină stare de urgență numărul transporturilor ilegale de lemn s-a dublat față de anul trecut. [...] Oficial, pe baza datelor ministerului de Interne, s-a dublat numărul transporturilor ilegale de lemn sesizate la 112 față de perioada similară a anului trecut. [...] O treime – 33% - din transporturile verificate s-au dovedit ilegale, în martie 2020, față de o șesime – 16% - anul trecut.”", DECLARAȚII Finante,Adevărat,0,"""The reality on the ground showed that in the midst of a state of emergency, the number of illegal timber shipments doubled compared to last year. [...] Officially, based on data from the Ministry of Interior, the number of illegal timber shipments reported doubled to 112 compared to the same period last year. [...] One third - 33% - of the verified transports proved illegal, in March 2020, compared to one sixth - 16% - last year. "" ",big,Economie,yes
56,420, Maria Grapini,"„ - peste 4000 de amendamente, fiind pe primul loc în topul celor 32 de eurodeputați români - peste 600 luări de cuvânt în Parlamentul European - câștigarea premiului MepAwards19, la secțiunea Piața Internă și Protecția Consumatorului, fiind cel mai important premiu pe care îl poate primi un eurodeputat pentru activitatea din Parlamentul European.”", DECLARAȚII Europa,Adevărat,0,"„- over 4000 amendments, being on the first place in the top of the 32 Romanian MEPs - over 600 speeches in the European Parliament - winning the MepAwards19 award, in the Internal Market and Consumer Protection section, being the most important award he can receive a Member of the European Parliament for his work in the European Parliament. "" ",big,Externe,yes
57,414, Siegfried Mureșan,"""Este pentru prima dată în ultimii 9 ani când asistăm la o scădere a numărului turiștilor străini care se cazează în România în primele 4 luni ale anului față de perioada similară a anului trecut.""", DECLARAȚII Economie,Adevărat,0,"""It is for the first time in the last 9 years when we are witnessing a decrease in the number of foreign tourists staying in Romania in the first 4 months of the year compared to the same period last year."" ",big,Economie,yes
58,725, Eugen Tomac,"Anual, 60.000 de cetățeni care pot fi tratați în spitalele din România mor (pentru că nu avem un sistem funcțional, n.n.)", DECLARAȚII Sanatate,Adevărat,0,"Annually, 60,000 citizens who can be treated in Romanian hospitals die (because we do not have a functional system, n.n.) ",small,SanatateMediu,yes
59,624, Gabriela Firea,"Una dintre priorităţile Municipalităţii o reprezintă siguranţa cetăţenilor, însă, în acest caz, PMB nu are pârghiile legale pentru a se implica în montarea scurturilor de siguranţă in staţiile Metrorex, întrucât această instituţie se află în administrarea Ministerului Transporturilor, şi nu a Municipalităţii.", DECLARAȚII Transport,Adevărat,0,"One of the priorities of the Municipality is the safety of citizens, but in this case, PMB does not have the legal leverage to get involved in installing safety shorts in Metrorex stations, as this institution is managed by the Ministry of Transport, not the Municipality. ",big,Economie,yes
60,253, Marian Oprișan," „Şi la Focşani e sub media pe ţară (n.r. șomajul), ca să nu mai avem niciun fel de discuţii.”", DECLARAȚII Social,Adevărat,0,"""In Focsani, too, it is below the national average (n.r. unemployment), so that we don't have any more discussions."" ",small,Economie,yes
61,588, Siegfried Mureșan,"România nu a absorbit până acum niciun ban din cele 302 milioane de euro alocate țării noastre prin Inițiativa pentru Ocuparea Tinerilor, în exercițiul financiar 2014 - 2020", DECLARAȚII Politica,Adevărat,0,"Romania has so far not absorbed any money from the 302 million euros allocated to our country through the Youth Employment Initiative, in the financial year 2014 - 2020 ",small,Politica,yes
62,252, Ludovic Orban,„Coplata și contribuțiile financiare în unitățile spitalicești private a fost introdusă de PSD.”, DECLARAȚII Sanatate,Adevărat,0,"""The co-payment and financial contributions in the private hospital units were introduced by PSD."" ",small,SanatateMediu,yes
63,356, Dacian Cioloș,"„[...] dacă Rovana Plumb va fi respinsă, România poate desemna un alt candidat pentru postul de comisar, care va primi tot portofoliul transporturilor. Prin urmare, noul candidat român nu pierde portofoliul dacă cel dinaintea lui nu a fost votat de Parlamentul European.”", DECLARAȚII Transport,Adevărat,0,"""[...] if Rovana Plumb is rejected, Romania can nominate another candidate for the post of commissioner, who will receive the entire transport portfolio. Therefore, the new Romanian candidate will not lose his portfolio if the one before him was not voted by the European Parliament. "" ",big,Economie,yes
64,220, Dumitru Oprea,"„Din păcate, România a înregistrat cel mai mic procent, doar 5,2% din PIB alocat pentru cheltuielile curente de asistenţă medicală, dar şi cea mai mică sumă alocată per locuitor, de 490 de euro, fapt care ne situează pe ultimul loc din UE şi la acest capitol.”", DECLARAȚII Coronavirus,Adevărat,0,"""Unfortunately, Romania recorded the lowest percentage, only 5.2% of GDP allocated for current health care expenditures, but also the lowest amount allocated per capita, 490 euros, which puts us in last place in The EU and in this regard. "" ",big,Coronavirus,no
65,182, Florin Câțu,"„Ne uităm în Europa, unde România și încă două țări mai sunt pe creștere economică.""", DECLARAȚII Economie,Adevărat,0,"""We are looking at Europe, where Romania and two other countries are still growing economically."" ",small,Economie,no
