,source,text,type,category,label,English,text_size,subject,contains_name
21, Alexandru Rafila,„În Suedia acum sunt cele mai puține cazuri din Uniunea Europeană.”, DECLARAȚII Coronavirus,Fals,3,"""Sweden now has the fewest cases in the European Union."" ",small,Coronavirus,no
22, Ludovic Orban,"„(...)nivelul investițiilor publice, deși suntem în criză economică generată de criza sanitară, e cel mai mare din ultimii zece ani. ”", DECLARAȚII Finante,Parțial Adevărat,1,"""(...) the level of public investment, although we are in an economic crisis generated by the health crisis, is the highest in the last ten years. ” ",small,Economie,no
24, Klaus Iohannis,„Germania este cel mai important partener comercial al României și unul dintre principalii investitori în economia românească.”, DECLARAȚII Economie,Adevărat,0,"""Germany is Romania's most important trading partner and one of the main investors in the Romanian economy."" ",small,Economie,yes
26, Klaus Iohannis,"„Deci, în mod uzual - și asta nu numai la noi, și în țările cu democrații mai consolidate, mai rodate - marea majoritate a membrilor guvernului sunt și parlamentari.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""So, usually - and not only in our country, and in countries with more consolidated, more established democracies - the vast majority of government members are also parliamentarians."" ",small,Politica,yes
27, Brigitte Clotilde Armand,„90% din școlile Sectorului 1 nu au avizul ISU.”, DECLARAȚII Educatie,Adevărat,0,"""90% of Sector 1 schools do not have an ISU approval."" ",small,Social,yes
30, Gabriel Mutu,"„Reabilitarea termică este un program îndelung așteptat de locuitorii sectorului 6. În ultimele 18 luni, peste 20.000 de apartamente au fost reabilitate termic.”", DECLARAȚII Social,Trunchiat,2,"""Thermal rehabilitation is a long-awaited program for residents of Sector 6. In the last 18 months, more than 20,000 apartments have been thermally rehabilitated."" ",small,Economie,yes
32, Lucian Bode,„Avem o reţea extinsă de cale ferată – 11.000 de kilometri – una dintre cele mai extinse la nivel european.”, DECLARAȚII Transport,Trunchiat,2,"""We have an extensive railway network - 11,000 kilometers - one of the largest in Europe."" ",small,Economie,yes
34, Raluca Turcan,"„Guvernul a alocat 175 de milioane de euro din fonduri europene pentru achiziția de tablete, dezinfectanți, măști și chiar containere ecologice acolo unde nu există apă curentă sau toalete în școli.”", DECLARAȚII Educatie,Adevărat,0,"""The government has allocated 175 million euros from European funds for the purchase of tablets, disinfectants, masks and even environmentally friendly containers where there is no running water or toilets in schools."" ",small,Social,yes
35, Rareș Bogdan,„Am câştigat cele mai mari judeţe din România.”, DECLARAȚII Electoral,Adevărat,0,"""We won the largest counties in Romania."" ",small,Politica,no
37, Adrian Mocanu,"„PMP este singurul partid din România care susține reducerea numărului de parlamentari la 300, așa cum au votat la referendum 8 milioane de români.”", DECLARAȚII Electoral,Fals,3,"""PMP is the only party in Romania that supports reducing the number of parliamentarians to 300, as 8 million Romanians voted in the referendum."" ",small,Politica,yes
39, Marcel Ciolacu,„Niciun municipiu reşedinţă de judeţ condus de un primar PSD nu a primit niciun ban.”, DECLARAȚII Finante,Fals,3,"""No county seat municipality led by a PSD mayor has received any money."" ",small,Economie,yes
40, Adina Alberts,"„Această aparent banală substanță [albastru de metilen], atât de ieftină și care se găsește 'pe toate drumurile', este extrem de eficientă în prevenirea și în combaterea infecției cu noul coronavirus”", DECLARAȚII Coronavirus,Fals,3,"""This seemingly trivial substance [methylene blue], so cheap and found 'all the way', is extremely effective in preventing and fighting the new coronavirus infection."" ",small,Coronavirus,no
43, Nicușor Dan,„În Sectorul 6 [...] avem cele mai puține creșe din București. Doar trei creșe la o populație de sute de mii de locuitori.”, DECLARAȚII Social,Parțial Adevărat,1,"""In Sector 6 [...] we have the fewest nurseries in Bucharest. Only three nurseries for a population of hundreds of thousands of inhabitants. "" ",small,Economie,yes
45, Mihai Fifor,„(...) suntem în plină pandemie!!! În ghidul alegerilor locale 2020 nu apar explicații legate de persoanele aflate în izolare la domiciliu. Sau de bolnavii din spitale.”, DECLARAȚII Electoral,Fals,3,"""(...) we are in full pandemic !!! There are no explanations in the 2020 local election guide for people in isolation at home. Or the sick in hospitals. ” ",small,Politica,yes
48, Florin Roman,"„Știați că Emil Boc a desființat pensiile speciale în mandatul său de premier, dar guvernele PSD și majoritățile controlate de PSD din Parlament le-au reintrodus începând cu cu 2015?”", DECLARAȚII Social,Adevărat,0,"""Did you know that Emil Boc abolished special pensions during his term as prime minister, but the PSD governments and the PSD-controlled majorities in Parliament have reintroduced them since 2015?"" ",small,Economie,yes
50, Eusebiu Pistru,"„În timpul guvernării PSD, în 2018, rata abandonului școlar timpuriu a ajuns la cel mai scăzut nivel din ultimii 10 ani.”", DECLARAȚII Educatie,Parțial Adevărat,1,"""During the PSD government, in 2018, the early school leaving rate reached the lowest level in the last 10 years."" ",small,Social,yes
52, Raluca Turcan,"„Cheia reușitei administrației PNL în județul Sibiu stă în fonduri europene. 80% din bugetul de anul acesta, dedicat dezvoltării județului provine din fonduri nerambursabile”", DECLARAȚII Electoral,Fals,3,"""The key to the success of the PNL administration in Sibiu County lies in European funds. 80% of this year's budget, dedicated to the development of the county comes from non-reimbursable funds "" ",small,Politica,no
53, Dominic Samuel Fritz,"„În timp ce Comisia Europeană recomandă 26 mp de spațiu verde pe cap de locuitor, iar Organizația Mondială a Sănătății, 50 de mp, Timișoara, oferă doar 16 mp. Suntem la coada clasamentului în România.”", DECLARAȚII Mediu,Fals,3,"""While the European Commission recommends 26 sqm of green space per capita, and the World Health Organization, 50 sqm, Timisoara, offers only 16 sqm. We are at the bottom of the ranking in Romania. "" ",small,SanatateMediu,yes
54, Ludovic Orban,"„Dintre românii care s-au îmbolnăvit, procentul elevilor de vârstă școlară este de 6,3%, fără să fie școală.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Among the Romanians who got sick, the percentage of school-age students is 6.3%, without being a school."" ",small,Coronavirus,yes
55, Florin Câțu,"„Au fost crescute pensiile cu cea mai mare sumă pe care a făcut-o vreodată un Guvern""", DECLARAȚII Finante,Trunchiat,2,"""Pensions have been raised by the largest amount a government has ever made"" ",small,Economie,no
56, Tamara Ciofu,"„Din păcate, Guvernul liberal nu este deloc interesat de faptul că cel puţin 2 milioane de cetăţeni din populaţia României nu este înscrisă în sistemul de asigurări sociale de sănătate”", DECLARAȚII Finante,Parțial Adevărat,1,"""Unfortunately, the Liberal Government is not at all interested in the fact that at least 2 million citizens of the Romanian population are not enrolled in the social health insurance system"" ",small,Economie,yes
58, Florin Câțu,"„A doua veste bună, în iulie câștigul salarial mediu nominal net a crescut cu 8,1% față de iulie 2019.”", DECLARAȚII Social,Adevărat,0,"""The second good news is that in July, the average net nominal earnings increased by 8.1% compared to July 2019."" ",small,Economie,no
59, Vlad Alexandrescu,„România este pe primul loc în topul investigațiilor privind fraudele cu fonduri europene deschise anul trecut de OLAF.”, DECLARAȚII Justitie,Adevărat,0,"""Romania is on the first place in the top of the investigations regarding the frauds with European funds opened last year by OLAF."" ",small,Justitie,yes
61, Nicușor Dan,"„Lucrul cel mai grav este faptul că avem 15 şcoli, care nu pot să fie deschise, pentru că nu s-au terminat lucrările în ele. Asta mi se pare incalificabil”", DECLARAȚII Educatie,Parțial Adevărat,1,"""The worst thing is the fact that we have 15 schools, which cannot be opened, because the works in them have not been finished. That seems incalculable to me. "" ",small,Social,no
62, Dragos Benea,"„Județul Bacău - locul 1 în Moldova la absorbția de fonduri europene, în intervalul 2014 - 2020”", DECLARAȚII Finante,Fals,3,"""Bacau County - 1st place in Moldova in the absorption of European funds, between 2014 - 2020"" ",small,Economie,no
63, Theodora Șotcan,"„Datele INS arată clar dezastrul din piața muncii: șomajul a ajuns la 5,4%, adică mai mare cu 75% față de nivelul lăsat la finalul lui 2019 de guvernarea PSD!”", DECLARAȚII Munca,Trunchiat,2,"""INS data clearly show the disaster in the labor market: unemployment has reached 5.4%, ie 75% higher than the level left at the end of 2019 by the PSD government!"" ",small,Social,yes
64, Mircea Dobre,"„Ministrul Economiei, interpretând cu 'maxim profesionalism' datele de la Institutul Naţional de Statistică: sosirile turiştilor în unităţile de profil din România au scăzut cu 44,4% în iulie, iar înnoptările cu 44,7%”", DECLARAȚII Turism,Adevărat,0,"""The Minister of Economy, interpreting with 'maximum professionalism' the data from the National Institute of Statistics: the arrivals of tourists in the profile units in Romania decreased by 44.4% in July, and the overnight stays by 44.7%"" ",small,Economie,yes
65, Victor Ponta,"„Ludovic Orban tocmai a dat 1,3 miliarde de RON (300 milioane EURO) din Buget pentru “acoperirea nevoilor urgente ale administrațiilor locale”", DECLARAȚII Finante,Adevărat,0,"""Ludovic Orban has just given RON 1.3 billion (EUR 300 million) from the Budget for"" covering the urgent needs of local administrations "" ",small,Economie,no
68, Victor Ponta,„PSD a votat Guvernul Orban PNL și toate legile aberante ale acestuia.”, DECLARAȚII Electoral,Trunchiat,2,"""PSD voted for the Orban PNL Government and all its aberrant laws."" ",small,Politica,yes
69, Adrian Moraru,"„Costanda are de luat 125 milioane euro. (...)Firea minte când spune că asta reprezintă 20% din bugetul PMB. Bugetl PMB este de 2,1 miliarde euro. Deci 125 milioane reprezintă mai puțin de 6%.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Costanda has 125 million euros to take. (...) Nature lies when she says that this represents 20% of the PMB budget. PMB's budget is 2.1 billion euros. So 125 million is less than 6%. "" ",small,Politica,yes
70, Mugur Cozmanciuc,"„Din cauza administrației social-democrate, județul nostru (n.r. județul Neamț) se situează pe locul 41 în ceea ce privește absorbția fondurilor europene.”", DECLARAȚII Finante,Fals,3,"""Due to the social-democratic administration, our county (n.r. Neamț county) ranks 41st in terms of absorption of European funds."" ",small,Economie,no
74, Lucian Bode,"„În cele peste 9 luni de mandat am reușit să dăm ordinul de începere a peste 100 de km de autostrăzi, drumuri expres, variante ocolitoare.”", DECLARAȚII Transport,Fals,3,"""In the more than 9 months of our mandate, we managed to give the order to start over 100 km of highways, express roads, detours."" ",small,Economie,no
75, Călin Popescu Tăriceanu,„În perioada mandatului meu (…) pensiile s-au dublat și salariile au crescut cu 60%.”, DECLARAȚII Social,Parțial Adevărat,1,"""During my term (…) pensions doubled and salaries increased by 60%."" ",small,Economie,no
77, Ludovic Orban,"„Au fost țări, Polonia și Croația de exemplu, care au organizat alegerile și asta nu a dus la o creștere a numărului de infectări.”", DECLARAȚII Coronavirus,Fals,3,"""There were countries, Poland and Croatia for example, that organized the elections and that did not lead to an increase in the number of infections."" ",small,Coronavirus,no
78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans "" ",small,Economie,no
80, Victor Ponta,"„Am fost singurii care am votat în luna Martie împotriva acestui Guvern Orban PNL - daca este nevoie, vom lupta singuri mai departe!“", DECLARAȚII Social,Fals,3,"""We were the only ones who voted in March against this Orban PNL Government - if necessary, we will fight on our own!"" ",small,Economie,yes
81, Sorinel-Marian Vrăjitoru,"„Executivul nu mai poate da vina pe pandemie. La rectificarea din aprilie, cand s-a reconfigurat bugetul, ca urmare a pandemiei, Guvernul prevazuse banii pentru majorarea cu 40%.”", DECLARAȚII Social,Adevărat,0,"""The executive can no longer blame the pandemic. At the rectification in April, when the budget was reconfigured, as a result of the pandemic, the Government had provided the money for the increase by 40%. "" ",small,Economie,yes
85, Nicușor Dan,„Sectorul 2 are cei mai puțini metri pătrați de spațiu verde pe cap de locuitor.”, DECLARAȚII Mediu,Adevărat,0,"""Sector 2 has the fewest square meters of green space per capita."" ",small,SanatateMediu,no
86, Ludovic Orban,"„Încă din 2018, Curtea de Conturi v-a atras atenţia asupra faptului că nu aţi constituit stocurile strategice, deşi aţi avut excedent la buget pentru constituirea bugetului de măşti, echipamente, substanţe, dezinfectant.”", DECLARAȚII Sanatate,Adevărat,0,"""Since 2018, the Court of Accounts has drawn your attention to the fact that you did not build up the strategic stocks, although you had a budget surplus to build up the budget for masks, equipment, substances, disinfectant."" ",small,SanatateMediu,yes
87, Vergil Chițac,„În Constanța Planul Urbanistic General este expirat din anul 2009.”, DECLARAȚII Electoral,Adevărat,0,"""In Constanța, the General Urban Plan has expired since 2009."" ",small,Politica,yes
88, Florin Câțu,„Romania a avut a doua cea mai mare creștere economică pe primul trimestru din 2020 (n.r. din UE)”, DECLARAȚII Economie,Adevărat,0,"""Romania had the second highest economic growth in the first quarter of 2020 (n.r. in the EU)"" ",small,Economie,yes
89, Claudiu Nasui,"„Din fiecare sută de lei muncită, statul ia românilor aproape 50 de lei. Salariatul român obișnuit suportă o povară fiscală estimată de 46,32% din ce câștigă, conform unui studiu publicat recent.”", DECLARAȚII Munca,Adevărat,0,"""Out of every hundred lei worked, the state takes almost 50 lei from the Romanians. The average Romanian employee bears an estimated tax burden of 46.32% of what he earns, according to a recently published study. ” ",small,Social,no
92, Klaus Iohannis,"„Trebuie să ținem cont de Constituție, care constituție este foarte fermă. Mandatul de parlamentar este de patru ani, punct. Nu poate fi prelungit acest mandat.”", DECLARAȚII Electoral,Fals,3,"""We must take into account the Constitution, which is very firm. The term of office of the parliamentarian is four years, period. This term cannot be extended. "" ",small,Politica,no
95, Ștefan Radu Oprea,"„Eurostat arată că România este pe locul 2 la explozia datoriei în primele 6 luni, chiar dacă în primele trei luni ale anului nu s-au manifestat efectele crizei COVID”", DECLARAȚII Finante,Trunchiat,2,"""Eurostat shows that Romania is on the 2nd place to the debt explosion in the first 6 months, even if in the first three months of the year the effects of the COVID crisis did not manifest"" ",small,Economie,no
97, Carmen Avram,"„România este statul care a dat cel mai mic sprijin financiar pentru redresare economică: 3% din PIB. Prin comparație, celălalt guvern Orban a oferit ungurilor 18% din PIB, Cehia - 14%, Austria – 13%.”", DECLARAȚII Economie,Parțial Adevărat,1,"""Romania is the state that gave the lowest financial support for economic recovery: 3% of GDP. By comparison, the other Orban government gave the Hungarians 18% of GDP, the Czech Republic - 14%, Austria - 13%. "" ",small,Economie,yes
98, Florin Câțu,„În guvernarea de tristă amintire din perioada 2017-2019 România a avut cea mai mare rată a inflației din UE TREI ANI LA RAND. Rata inflației a depășit 5%.”, DECLARAȚII Economie,Fals,3,"""In the government of sad memory from 2017-2019, Romania had the highest inflation rate in the EU THREE YEARS IN A ROW. The inflation rate has exceeded 5%. "" ",small,Economie,yes
102, Klaus Iohannis,„PNL a fost primul care a propus anul trecut dublarea alocațiilor.”, DECLARAȚII Social,Adevărat,0,"""PNL was the first to propose doubling the allowances last year."" ",small,Economie,yes
103, Petre Florin Manole,"„Salariul mediu net: a scăzut. Dacă aveai 3340 lei în decembrie 2019, acum ai 3179 lei.”", DECLARAȚII Munca,Adevărat,0,"""Average net salary: decreased. If you had 3340 lei in December 2019, now you have 3179 lei. ” ",small,Social,no
107, Claudiu Nasui,„Cheltuielile salariale ale primăriei București s-au aproape triplat în ultimii 4 ani.”, DECLARAȚII Electoral,Parțial Adevărat,1,"""The salary expenses of the Bucharest City Hall have almost tripled in the last 4 years."" ",small,Politica,yes
108, Klaus Iohannis,"„În ultimii 30 de ani, guvernele au stabilit datele alegerilor. Și acum ne găsi prima dată în situația că parlamentul dorește să-și ia acest atribut prin lege.”", DECLARAȚII Electoral,Fals,3,"""In the last 30 years, governments have set election dates. And now it finds us for the first time in the situation that the parliament wants to take this attribute by law. "" ",small,Politica,yes
111, Ciprian Ciucu,"„Cu cât poluarea aerului este mai mare, cu atât coronavirusul se transmite mai ușor pentru că se atașează de microparticulele aflate în suspensie în aer și este inspirat odată cu acestea.”", DECLARAȚII Coronavirus,Adevărat,0,"""The higher the air pollution, the easier it is to transmit the coronavirus because it attaches to and is inspired by airborne microparticles."" ",small,Coronavirus,no
112, Mara Mareș,„[Ca Parlamentul să decidă când se vor organiza alegerile parlamentare] este o premieră și niciodată în ultimii 30 de ani nu s-a întâmplat acest lucru.”, DECLARAȚII Politica,Fals,3,"""[For Parliament to decide when parliamentary elections will be held] is a first and has never happened in the last 30 years."" ",small,Politica,yes
113, Marcel Ciolacu,"„La noi costă 70-80 de euro un test, iar în Germania costă 17-18 euro. Cam asta e diferenţa.”", DECLARAȚII Coronavirus,Fals,3,"""In our country, a test costs 70-80 euros, and in Germany it costs 17-18 euros. That's about the difference. "" ",small,Coronavirus,no
114, Mihai Fifor,„Legea carantinei a suferit modificări de peste 90% față de forma trimisă inițial de guvern.”, DECLARAȚII Coronavirus,Adevărat,0,"""The quarantine law has been amended by more than 90% compared to the form originally sent by the government."" ",small,Coronavirus,no
119, Marcel Ciolacu,",,Autostrada Sibiu-Pitești - 3 din 5 loturi scoase la licitație în guvernarea PSD, pe un lot se lucrează efectiv de anul trecut”", DECLARAȚII Transport,Trunchiat,2,",, Sibiu-Pitești Highway - 3 out of 5 lots put up for auction in the PSD government, one lot has actually been worked on since last year ” ",small,Economie,yes
120, Rareș Bogdan,„(...)mi s-a spus că 60 de milioane de euro pe lună vin din impozitele la aceste păcănele.”, DECLARAȚII Finante,Fals,3,"""(...) I was told that 60 million euros a month come from taxes on these pecans."" ",small,Economie,no
121, Eugen Tomac,"„Domnul preşedinte [Băsescu] a fost cel care a creat tramvaiul 41, a fost cel care a creat Podul Basarab, a modernizat din punct de vedere al infrastructurii tot oraşul.”", DECLARAȚII Transport,Trunchiat,2,"""Mr. President [Băsescu] was the one who created tram 41, he was the one who created the Basarab Bridge, he modernized the whole city in terms of infrastructure."" ",small,Economie,no
126, Ludovic Orban,„În toate ţările din Europa se dispune izolarea la domiciliu a persoanelor care sunt suspecte că sunt infectate. Se apelează la măsuri de carantinare.”, DECLARAȚII Coronavirus,Adevărat,0,"""In all European countries, people who are suspected of being infected are being isolated at home. Quarantine measures are being used. "" ",small,Coronavirus,yes
127, Florin Câțu,"„Anul acesta, în primele 5 luni ale anului, au fost cheltuite 13,1 miliarde de lei pentru investiţii, ceea ce reprezintă cea mai mare sumă alocată investiţiilor în ultimii 10 ani de zile.”", DECLARAȚII Economie,Trunchiat,2,"""This year, in the first 5 months of the year, 13.1 billion lei were spent on investments, which is the largest amount allocated to investments in the last 10 years."" ",small,Economie,no
129, Cristina Elena Dinu,„Realitatea indică în mod clar că în 18 judeţe nu s-a mai înregistrat în ultima perioadă nici un caz nou de îmbolnăvire cu noul coronavirus.”, DECLARAȚII Coronavirus,Fals,3,"""The reality clearly indicates that in 18 counties there have been no recent cases of new coronavirus disease."" ",small,Coronavirus,yes
130, Cătălin Predoiu,"„Anii 2015-2019 au fost ani pierduți pentru modernizarea sistemului judiciar, ani de regres și parțial ratați pentru dezvoltarea Justiției. Doar 16-20% din măsurile planificate acum 4 ani au fost realizate.”", DECLARAȚII Justitie,Adevărat,0,"""The years 2015-2019 were years lost for the modernization of the judiciary, years of regression and partially missed for the development of Justice. Only 16-20% of the measures planned 4 years ago have been implemented. "" ",small,Justitie,no
136, Călin Popescu Tăriceanu,„Problema guvernanților este că evidența persoanelor care sunt îndreptățite să primească aceste măști [destinate persoanelor defavorizate] este în mâinile primarilor.”, DECLARAȚII Coronavirus,Adevărat,0,"""The problem with the rulers is that the records of people who are entitled to receive these masks [for disadvantaged people] are in the hands of mayors."" ",small,Coronavirus,yes
137, Florin Roman,"„Practic, doamna Renate Weber, prin acel atac la Curtea Constituţională a României, îşi protejează propria pensie specială de care beneficiază în calitate de Avocat al Poporului.”", DECLARAȚII Politica,Fals,3,"""Basically, Mrs. Renate Weber, through that attack on the Constitutional Court of Romania, protects her own special pension from which she benefits as a People's Advocate."" ",small,Politica,yes
138, Lucian Romascanu,„Pacienții oncologici au decedat într-un număr mult mai mare față de perioada de anul trecut.”, DECLARAȚII Coronavirus,Fals,3,"""Cancer patients have died in much greater numbers than last year."" ",small,Coronavirus,no
139, Florica Cherecheș,"„Această tânără este o nouă victimă a aprobării Legii recursului compensatoriu, pe baza căreia au fost eliberaţi aproape 23.000 de criminali din care 1.000 sunt foşti criminali. ”", DECLARAȚII Justitie,Parțial Adevărat,1,"""This young woman is a new victim of the approval of the Law on Compensatory Appeal, on the basis of which almost 23,000 criminals have been released, of which 1,000 are former criminals. ” ",small,Justitie,yes
141, Marcel Ciolacu,„Guvernarea PNL nu a fost în stare să folosească resursele europene puse la dispoziţie încă de la începutul crizei generate de COVID-19.”, DECLARAȚII Coronavirus,Fals,3,"""The PNL government has not been able to use the European resources made available since the beginning of the COVID-19 crisis."" ",small,Coronavirus,yes
142, Ștefan Radu Oprea,„Am protejat populația prin plafonarea prețului gazelor pentru consumatorul final prin OUG 114. Primele măsuri pe care le-au luat liberalii au fost să modifice OUG 114 și să elimine taxarea companiilor din energie.”, DECLARAȚII Energie,Fals,3,"""We protected the population by capping the price of gas for the final consumer through GEO 114. The first measures taken by the Liberals were to amend GEO 114 and eliminate the taxation of energy companies."" ",small,Economie,yes
143, Marcel Ciolacu,"„Astăzi au anunţat că se redeschid jocurile de noroc, păcănelele. Vă spun eu realitatea: unul dintre consilierii personali ai lui Ludovic Orban are afaceri cu păcănele. Este informaţie categorică, nu sigură.”", DECLARAȚII Mediu de afaceri,Trunchiat,2,"""Today they announced the reopening of gambling, the tricks. Let me tell you the truth: one of Ludovic Orban's personal advisers has business with pecans. It's categorical information, not reliable. "" ",small,Economie,yes
144, Petre Florin Manole,"„Cîțu spune că PSD a distrus puterea de cumpărare, Eurostat îl contrazice și confirmă creșterea.”", DECLARAȚII Economie,Adevărat,0,"""Cîțu says that PSD has destroyed the purchasing power, Eurostat contradicts it and confirms the growth."" ",small,Economie,yes
147, Ludovic Orban,"„Din 360 şi ceva de spitale, cea mai mare parte a lor nu sunt subordinea Ministerului Sănătăţii, sunt în subordinea autorităţilor locale.”", DECLARAȚII Coronavirus,Adevărat,0,"""Out of 360 or so hospitals, most of them are not subordinated to the Ministry of Health, they are subordinated to the local authorities."" ",small,Coronavirus,yes
148, Florin Roman,"„Este absurd să auzi PSD că acuză tunurile din Sănătate date de liberali, când aleșii locali ai PSD controlează majoritatea spitalelor din România.”", DECLARAȚII Sanatate,Trunchiat,2,"""It is absurd to hear PSD accuse the Health cannons given by the Liberals, when the local PSD elected officials control most of the hospitals in Romania."" ",small,SanatateMediu,yes
152, Lia Olguța Vasilescu,"„[...] am fost singurul guvern, cel din 2017, care a pus frână creșterii pensiilor speciale, prin PLAFONAREA lor.""", DECLARAȚII Social,Trunchiat,2,"""[...] I was the only government, the one in 2017, that stopped the growth of special pensions, by CEILING them."" ",small,Economie,yes
153, Vasile Câtea,"„În baza OUG. 78 din 22 mai 2020, ar fi trebuit achiziţionate măşti pentru a fi distribuite unui mare număr de cetăţeni cu probleme materiale sau de sănătate.”", DECLARAȚII Coronavirus,Adevărat,0,"""Based on the GEO. 78 of 22 May 2020, masks should have been purchased to be distributed to a large number of citizens with material or health problems. "" ",small,Coronavirus,no
154, Robert Cazanciuc,"„În Monitorul Oficial al României tocmai ce s-a publicat OUG 100! Da, stimaţi concetăţeni, în numai 6 luni guvernul Orban a emis cel mai mare număr de OUG-uri văzut vreodată!""", DECLARAȚII Politica,Fals,3,"„GEO 100 has just been published in the Official Gazette of Romania! Yes, dear fellow citizens, in just 6 months the Orban government has issued the largest number of GEOs ever seen! "" ",small,Politica,yes
159, Mirela Furtună,"„Avem printre cele mai mici alocaţii din Uniunea Europeană, în cuantum de aproximativ 62 de euro.”", DECLARAȚII Social,Adevărat,0,"""We have among the lowest allowances in the European Union, in the amount of about 62 euros."" ",small,Economie,no
161, Victor Ponta,„România are cel mai mare număr de persoane imbolnavite raportat la populație din Europa de Est / cel mai mare număr de decese / cel mai mare număr de cazuri!!!”, DECLARAȚII Coronavirus,Fals,3,"""Romania has the highest number of sick people compared to the population in Eastern Europe / the highest number of deaths / the highest number of cases !!!"" ",small,Coronavirus,yes
162, Cătălin Cherecheș,„Acțiunile noastre se desfășoară în conformitate cu prevederile art. 6 alin (1) din Ordonanța militară nr. 3/2020 (...)”, DECLARAȚII Politica,Fals,3,„Our actions are carried out in accordance with the provisions of art. 6 paragraph (1) of the Military Ordinance no. 3/2020 (...) ” ,small,Politica,no
163, Florin Câțu,„România este țara cu creșterea economică cea mai mare din UE în primul trimestru”, DECLARAȚII Finante,Fals,3,"""Romania is the country with the highest economic growth in the EU in the first quarter"" ",small,Economie,no
166, Kelemen Hunor,"„PSD, ALDE, Pro România au majoritate (în Parlament - n.r). Matematic, ei pot guverna dacă vor, pot forma majoritate.”", DECLARAȚII Politica,Parțial Adevărat,1,"""PSD, ALDE, Pro Romania have a majority (in Parliament - no.). Mathematically, they can govern if they want, they can form a majority. "" ",small,Politica,yes
168, Cosette Chichirău,„Din cauza CCR au fost închise peste 800 de dosare cu prejudicii totale de peste 4 miliarde de euro.”, DECLARAȚII Justitie,Adevărat,0,"""Because of the RCC, more than 800 cases were closed with total damages of over 4 billion euros."" ",small,Justitie,no
