,source,text,type,category,label,English,text_size,subject,contains_name
20, Dorel Covaci,"„Pe întreg teritoriul României, constituțional, au ”dreptul de a fi aleși cetățenii cu drept de vot, care îndeplinesc condițiile prevăzute în art.16(3) (…..)"", adică: - art.16(3) - ”Funcțiile și demnitățile publice, civile sau militare, pot fi ocupate, în condițiile legii, de persoanele care au cetățenia română și domiciliul în țară. (....)” Conform informațiilor din mass-media, candidatul USR-PLUS Dominic Samuel Fritz NU are cetățenia română și domiciliul în România.”", DECLARAȚII Sanatate,Fals,3,"""On the entire territory of Romania, constitutionally, they have"" the right to be elected citizens with the right to vote, who meet the conditions provided in art.16 (3) (… ..) "", ie: - art.16 (3) -"" Public positions and dignities, civil or military, may be held, in accordance with the law, by persons who have Romanian citizenship and domicile in the country. (....) ""According to media reports, USR-PLUS candidate Dominic Samuel Fritz NO has Romanian citizenship and domicile in Romania. "" ",big,SanatateMediu,yes
23, Alina Gorghiu,"„Guvernul PNL a avut deja, în primele 9 luni de guvernare, investiții de 30 miliarde lei - adică mai mult decât s-a investit în anii 2016 și 2017, când era creștere economică și nici vorbă de pandemie.”", DECLARAȚII Finante,Trunchiat,2,"""The PNL government has already had, in the first 9 months of government, investments of 30 billion lei - that is more than it was invested in 2016 and 2017, when there was economic growth and no pandemic."" ",big,Economie,yes
25, Robert Sighiartău,"„Se vede foarte clar că oamenii au înțeles că PSD nu a reușit să facă absolut nimic pentru comunitățile lor, acolo unde au condus. Dacă puneți harta (conducerilor PSD în județe) suprapusă cu harta indicatorilor economici, inclusiv a veniturilor pe cap de locuitor, o să vedeți că lucrurile sunt de aceeași culoare”", DECLARAȚII Electoral,Adevărat,0,"""It is very clear that people understood that PSD failed to do absolutely anything for their communities, where they led. If you put the map (of the PSD leaders in the counties) superimposed with the map of economic indicators, including per capita income, you will see that things are the same color ” ",big,Politica,yes
28, Carmen Avram,"„România nu produce Remdesivir, deşi ar putea, pentru că nu vrea guvernul!! Azi, Premierul României răspundea evaziv, când era întrebat dacă va susține fabricarea de Remdesivir în țara lui. Cică nu e printre „tratamentele certe"". Serios? Şi, atunci, de ce l-a autorizat Comisia Europeană, în iulie, de ce au cumpărat SUA tot stocul, peste vară şi de ce unele țări, cum ar fi Ungaria, au început să-l producă?.”", DECLARAȚII Coronavirus,Trunchiat,2,"""Romania does not produce Remdesivir, although it could, because it does not want the government !! Today, the Prime Minister of Romania answered evasively, when asked if he would support the manufacture of Remdesivir in his country. That's not one of the ""definite treatments."" Really? does it produce it? ” ",big,Coronavirus,yes
29, Victor Ponta,"Evident ca ma bucur si sunt mandru ca am finalizat si deschis Autostrada Sibiu - Deva ( chiar daca o mica portiune a avut nevoie ulterior de remedii - ca si Metroul din Drumul Taberei ) / si toti turbatii, “rezistentii”si istericii care ma injurau atunci merg zi de zi pe “Autostrada lui Ponta”", DECLARAȚII Transport,Fals,3,"Obviously I'm glad and I'm proud that I completed and opened the Sibiu - Deva Highway (even if a small portion later needed remedies - like the Metro from Drumul Taberei) / and all the madness, ""resistance"" and hysteria that cursed me then I go every day on the ""Ponta Highway"" ",big,Economie,yes
31, Cătălin Drulă,"„Înțeleg că președintele Iohannis merge azi la o plimbare cu trenul până la aeroport.  Dincolo de evenimentul electoral, problema acestei investiții de 80 de mil de euro este că riscă să fie foarte puțin folosită dacă frecvența trenurilor va rămâne de 1 pe oră.”", DECLARAȚII Transport,Adevărat,0,"""I understand that President Iohannis is going for a train ride to the airport today. Beyond the election event, the problem with this 80 million euro investment is that it risks being used very little if the frequency of trains remains at 1 per hour. "" ",big,Economie,yes
33, Florin Câțu,"„Rata inflației a scăzut în fiecare lună în guvernarea PNL. Comparativ cu guvernarea socialistă, rata inflației a crescut de la 0 la 5,4, deci avem acum cea mai mică rată a inflației din octombrie 2017 și până astăzi.”", DECLARAȚII Economie,Parțial Adevărat,1,"""The inflation rate has decreased every month in the PNL government. Compared to the socialist government, the inflation rate has risen from 0 to 5.4, so we now have the lowest inflation rate since October 2017 and to this day. ” ",big,Economie,yes
36, Siegfried Mureșan,"„În județul Brașov continuăm după alegeri ceea ce am început înainte de alegeri. Aeroportul din Brașov prinde contur, lucrările arată foarte bine! Felicitări lui Adrian Ioan Veştea care construiește primul aeroport de la zero în România din ultimii 50 de ani.”", DECLARAȚII Electoral,Adevărat,0,"""In Brașov County, we continue after the elections what we started before the elections. Brasov Airport takes shape, the works look very good! Congratulations to Adrian Ioan Veştea who is building the first airport from scratch in Romania in the last 50 years. ” ",big,Politica,yes
38, Cristina Prună,"„Un proiect semnat de Florin Roman, liderul grupului PNL, prin care se introduc noi privilegii pentru membrii Consiliului de Supraveghere ASF este pe ordinea de zi a Camerei Deputaților. Adică pentru cei care au deja salarii de peste 10.000 de euro pe lună. Ce se dorește prin acest proiect? Se introduc diurne și decontarea cheltuielilor pentru politrucii care nu au domiciliul în București. E simplu să îți muți domiciliul și să beneficiezi de aceste privilegii.”", DECLARAȚII Finante,Adevărat,0,"""A project signed by Florin Roman, the leader of the PNL group, which introduces new privileges for the members of the ASF Supervisory Board is on the agenda of the Chamber of Deputies. That is, for those who already have salaries of over 10,000 euros per month. What is wanted through this project? The daily allowance is also introduced for the settlement of expenses for politicians who are not domiciled in Bucharest. It's easy to move home and enjoy these privileges. ” ",big,Economie,yes
41, Vlad Alexandrescu,"„Tăriceanu declară că, din poziția dorită de Primar al Bucureștiului, vrea să dărâme zidurile Parlamentului Poate e bine ca cineva să le spună celor din ALDE că Tăriceanu a fost președintele Senatului în două legislaturi. Poziția din care putea să ceară eliminarea zidurilor Parlamentului și susținerea parcului Uranus. (...) Să îl mai informeze cineva pe domnul Tăriceanu că nu Primăria București poate lua o astfel de decizie, ci președinții celor două camere ale Parlamentului, ca proprietari ai terenului.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Tariceanu declares that, from the position desired by the Mayor of Bucharest, he wants to tear down the walls of the Parliament. Maybe it is good for someone to tell those from ALDE that Tariceanu was the president of the Senate in two legislatures. The position from which he could demand the removal of the walls of Parliament and the support of Uranus Park. (...) Let someone else inform Mr. Tariceanu that it is not the Bucharest City Hall that can make such a decision, but the presidents of the two chambers of the Parliament, as owners of the land. ” ",big,Politica,yes
42, Dominic Samuel Fritz,"„Nicolae Robu s-a gândit să vă facă o bucurie înainte de alegerile din 27 septembrie și să mai cumpere încă 1000 de semafoare. Ceea ce ne duce la un număr de 4000 de semafoare, de vreo 4 ori mai mare decât în Cluj.”", DECLARAȚII Transport,Adevărat,0,"""Nicolae Robu thought of making you happy before the September 27 elections and to buy another 1000 traffic lights. Which leads us to a number of 4,000 traffic lights, about 4 times higher than in Cluj. "" ",big,Economie,yes
44, Gabriela Firea,„Trebuie să luăm în discuție acest subiect. La clasele I-IV e foarte dificil să-i convingi pe copii să poarte măști. Un copil să stea 4-5 ore pe zi cu masca... nu se mai oxigenează potrivit creierul.”, DECLARAȚII Coronavirus,Fals,3,"""It simply came to our notice then. In grades I-IV it is very difficult to convince children to wear masks. A child should stay with the mask for 4-5 hours a day ... it no longer oxygenates itself according to the brain. ” ",big,Coronavirus,yes
46, Ioan Sârbu,"„Cum de a fost posibil ca dumneavoastră, ca ministru al Sănătății, din nefericire pentru țara asta... v-ați permis să amânați transplantul pulmonar și să încolonați anumiți pacienți, selectați tot pe criteriile dumneavoastră către AKH”", DECLARAȚII Electoral,Fals,3,"""How was it possible that you, as Minister of Health, unfortunately for this country ... allowed yourself to postpone the lung transplant and to line up certain patients, also selected according to your criteria to AKH"" ",big,Politica,yes
47, Florian Bodog,"„România continuă să fie, de departe, țara cu cei mai mulți oameni care mor de COVID-19 din Uniunea Europeană, conform Centrului European de Control al Bolilor. Este bilanțul negru unui Guvern de ticăloși și incompetenți! Guvernul Orban - PNL a ""reușit"" să gestioneze atât de prost criza sanitară încât, dacă locuiești în România, ai între de 10 și de 30 de ori mai multe șanse să mori de COVID decât în majoritatea celorlalte țări europene.”", DECLARAȚII Coronavirus,Trunchiat,2,"""Romania continues to be, by far, the country with the most people dying of COVID-19 in the European Union, according to the European Center for Disease Control. It is the black balance of a Government of villains and incompetents! The Orban - PNL government has ""managed"" to manage the health crisis so badly that, if you live in Romania, you have between 10 and 30 times more chances to die of COVID than in most other European countries. "" ",big,Coronavirus,yes
49, Cristina Iurișniți,"„În România, peste 51% dintre cetăţeni sunt femei, dar reprezentarea lor la nivel politic rămâne una dintre cele mai scăzute din Uniunea Europeană – la nivel parlamentar, în legislatura 2016-2020 au fost doar puţin peste 18% femei deputat şi senator.”", DECLARAȚII Electoral,Adevărat,0,"""In Romania, over 51% of citizens are women, but their representation at the political level remains one of the lowest in the European Union - at the parliamentary level, in the 2016-2020 legislature there were just over 18% women deputy and senator."" ",big,Politica,yes
51, Cătălin Drulă,„CONTINUAREA de la Eroilor spre Universitate și mai departe până la Iancului și Pantelimon a fost ABANDONATĂ ANI DE-A R NDUL. Abia în iunie 2019 a fost lansată licitația pentru proiectarea secțiunii Eroilor-Iancului. Și nu este finalizată nici azi.”, DECLARAȚII Transport,Adevărat,0,"„THE CONTINUATION from the Heroes to the University and further to Iancului and Pantelimon was ABANDONED YEARS AGO. Only in June 2019 was launched the tender for the design of the Heroes-Ianc section. And it's not finished today either. "" ",big,Economie,yes
57, Violeta Alexandru,"„(Gabriela Firea - n.r) oricum nu are atribuții legate de școli, organizarea în București fiind complet diferită, în acest domeniu, față de restul țării. Legea educației naționale este foarte clară. Singura atribuție a Primăriei Capitalei este legată de școlile din sistemul de învățământ special. Aștept să văd cum vor fi acestea puse la punct. Restul unităților de învățământ – la sectoare.”", DECLARAȚII Educatie,Trunchiat,2,"„(Gabriela Firea - n.r) does not have attributions related to schools anyway, the organization in Bucharest being completely different, in this field, from the rest of the country. The law on national education is very clear. The only attribution of the Capital City Hall is related to the schools in the special education system. I'm waiting to see how they are set up. The rest of the educational units - by sectors. ” ",big,Social,yes
60, Mara Mareș,"„(...)ministrul PSD, Eugen Teodorovici, avertiza propriul Guvern în octombrie 2019 că nu pot fi mărite pensiile cu 40% și în același timp să se încadreze în ținta de deficit de 3%, impusă de Comisia Europeană.”", DECLARAȚII Social,Adevărat,0,"""(...) the PSD minister, Eugen Teodorovici, warned his own Government in October 2019 that pensions cannot be increased by 40% and at the same time to fall within the 3% deficit target imposed by the European Commission."" ",big,Economie,yes
66, Cristina Trăilă,"„Conform prevederilor legale, care nu lasă loc de îndoială, Gabriela Firea ar fi trebuit să emită, PÂNĂ LA ÎNCEPEREA CAMPANIEI ELECTORALE, dispoziția de primar privind locurile unde vor fi amplasate panourile pentru afișaj electoral. Această dispoziție nu există nici astăzi, la aproape două săptămâni de la începerea campaniei electorale, pentru că Firea – PSD refuză să o emită, încălcând astfel legea!”", DECLARAȚII Electoral,Adevărat,0,"""According to the legal provisions, which leave no room for doubt, Gabriela Firea should have issued, UNTIL THE BEGINNING OF THE ELECTORAL CAMPAIGN, the mayor's order regarding the places where the panels for the electoral display will be placed. This provision does not exist even today, almost two weeks after the start of the election campaign, because Firea - PSD refuses to issue it, thus violating the law! ” ",big,Politica,yes
67, Virginel Iordache,"„[...] bugetele instituțiilor de forță au crescut considerabil. Astfel, creditele bugetare ale SRI, SIE, STS și SPP, au fost majorate cumulat cu aproape 165 milioane lei. SRI și STS au primit cei mai mulți bani, creditele lor bugetare au fost majorate cu 64,348 milioane lei, respectiv 64,518 milioane lei și asta după alte majorări făcute în aprilie de 13,198 mil. lei și 27,54 mil. lei ”", DECLARAȚII Electoral,Adevărat,0,"""[...] the budgets of law enforcement agencies have increased considerably. Thus, the budgetary credits of SRI, SIE, STS and SPP, were increased cumulatively by almost 165 million lei. SRI and STS received the most money, their budget credits were increased by 64.348 million lei, respectively 64.518 million lei and this after other increases made in April of 13.198 million lei and 27.54 million lei "" ",big,Politica,yes
71, George Șișcu,"„Majorarea pensiilor asigurată de guvernul PNL este mai mare decât a fost în stare PSD să asigure în perioada de creștere economică, când s-a aflat la guvernare și nu s-a confruntat cu o criză sanitară mondială, cu impact economic.”", DECLARAȚII Finante,Fals,3,"""The increase in pensions provided by the PNL government is higher than the PSD was able to ensure during the period of economic growth, when it was in power and did not face a global health crisis, with economic impact."" ",big,Economie,yes
72, Vergil Chițac,"„Uniunea Europeană cere tuturor orașelor din componență să aibă minimum 26 de mp de spațiu verde pe cap de locuitor. Pentru sănătatea oamenilor și igienizarea aerului. În Constanța, suntem la jumătatea acestei ținte, cu doar 13 mp/capita.”", DECLARAȚII Mediu,Parțial Adevărat,1,"""The European Union requires all cities to have at least 26 square meters of green space per capita. For human health and air sanitation. In Constanța, we are halfway to this target, with only 13 sqm / capita. ” ",big,SanatateMediu,yes
73, Marcel Vela,„Nu este nici o premieră. Poate premieră este faptul că un ministru tratează cu fair-play și își delega atribuțiile din Comisia Tehnică ce se ocupă strict de problemele ce țin de organizarea alegerilor în relația cu prefecturile. [...] Faptul ca un ministru de Interne își delega unele atributii unui secretar de stat se practică.”, DECLARAȚII Electoral,Adevărat,0,"""It's not a premiere. Perhaps the first is the fact that a minister treats with fair play and delegates his attributions from the Technical Commission that deals strictly with the issues related to the organization of elections in relation to the prefectures. [...] The fact that a Minister of the Interior delegates some of his duties to a Secretary of State is practiced. ” ",big,Politica,yes
76, Vlad Bontea,"„O arată clar și fără dubiu un raport oficial al #UniuniiEuropene din care reiese că România are una dintre cele mai scăzute rate ale testării, simultan cu una dintre cele mai ridicate rate de pozitivare – noi cazuri de îmbolnăvire, constatate în urma testelor.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""It is clearly and without a doubt shown by an official report of the #European Union which shows that Romania has one of the lowest rates of testing, simultaneously with one of the highest rates of positive - new cases of disease, found after the tests."" ",big,Coronavirus,yes
79, Marian Oprișan,",,Prin acest ordin ( 3519/29 iulie 2020 ), valoarea de înlocuire pe metru pătrat a locuințelor ANL a fost stabilită, pentru 2020, la 2.996,00 lei/mp față 1.916,42 lei/mp cât era în 2019.”", DECLARAȚII Social,Trunchiat,2,"""By this order (3519/29 July 2020), the replacement value per square meter of ANL dwellings was set, for 2020, at 2,996.00 lei / sqm compared to 1,916.42 lei / sqm as it was in 2019."" ",big,Economie,yes
82, Ludovic Orban,"„Minciuna gogonată privitoare la salariul net, că a scăzut salariul net. Păi depinde cum compari; dacă compari mere cu pere, niciodată nu se face comparație - o lună din an raportată la luna decembrie.(...)Calculul se face lună la lună; luna iunie a anului 2020 raportat la luna iunie a anului 2019. Dacă facem această comparație - și este foarte important pentru oameni să știe - în România salariul mediu net în iunie 2020 este de 3.298 de lei, iar în iunie 2019, când era la putere PSD, în creștere economică, fără pandemie, fără criză economică, an în care practic a fost o conjunctură economică extrem de favorabilă, salariul mediu net în iunie 2019 era 3.142.”", DECLARAȚII Munca,Adevărat,0,"""The big lie about the net salary is that the net salary has decreased. Well, it depends on how you compare; if you compare apples to pears, you never make a comparison - one month of the year compared to December. (...) The calculation is made month by month; June 2020 compared to June 2019. If we make this comparison - and it is very important for people to know - in Romania the average net salary in June 2020 is 3,298 lei, and in June 2019, when he was in power PSD, in economic growth, without pandemic, without economic crisis, year in which it was practically an extremely favorable economic situation, the average net salary in June 2019 was 3,142. ” ",big,Social,yes
83, Lia Olguța Vasilescu,"„Azi, șeful PNL Dolj a spus o gogomănie: că orașul e administrat de 20 de ani de PSD. Când am devenit primar, în 2012, orașul era condus de Antonie Solomon care candidase în 2008 de la PDL, iar viceprimarii fuseseră amândoi de la PDL.”", DECLARAȚII Electoral,Trunchiat,2,"""Today, the head of PNL Dolj said a gossip: that the city has been managed by PSD for 20 years. When I became mayor in 2012, the city was led by Antonie Solomon, who had run for PDL in 2008, and the deputy mayors were both from PDL. ” ",big,Politica,yes
84, Ludovic Orban,"„Numărul de angajaţi cu contracte de muncă: pe data de 3 august - 5.589.437 de angajaţi. La 1 ianuarie, înainte de declanşarea economiei, numărul de angajaţi era de 5.582.008. Sunt date luate din Revisal, dacă Revisal minte. Sunt angajaţi mai mulţi, cu 7.340.”", DECLARAȚII Munca,Parțial Adevărat,1,"„Number of employees with employment contracts: on August 3 - 5,589,437 employees. On January 1, before the economy started, the number of employees was 5,582,008. Data taken from Revisal, if Revisal is lying. There are more employees, with 7,340. ” ",big,Social,yes
90, Ludovic Orban,"„Eu cred că trebuie fundamentate mai bine ştirile.(...)Este adevărat că a scăzut un pic mai mult numărul de contracte de muncă, dar numărul de contracte de muncă nu se referă la numărul de angajaţi(...)Eu vă dau date luate din REVISAL. La data de 20 iulie, raportat la 1 ianuarie 2020, numărul de angajaţi cu contracte de muncă a fost mai mic doar cu 648. Date oficiale din REVISAL.”", DECLARAȚII Munca,Trunchiat,2,"""I think the news needs to be better substantiated. (...) It is true that the number of employment contracts has decreased a little more, but the number of employment contracts does not refer to the number of employees (...) give data taken from REVISAL. On July 20, compared to January 1, 2020, the number of employees with employment contracts was lower by only 648. Official data from REVISAL. "" ",big,Social,yes
91, Costel Alexe,"„La capitolul păduri virgine şi cvasivirgine, stăm cel mai bine din Europa. Avem două treimi din pădurile virgine şi cvasivirgine ale Europei. La preluarea mandatului, erau doar 28.000 de hectare introduse în catalog, astăzi suntem la 35.000 hectare.”", DECLARAȚII Mediu,Fals,3,"""In terms of virgin and quasi-virgin forests, we are the best in Europe. We have two-thirds of Europe's virgin and quasi-virgin forests. At the time of taking office, only 28,000 hectares were included in the catalog, today we are at 35,000 hectares. "" ",big,SanatateMediu,no
93, Gabriela Firea,„Suntem singura ţară care a internat persoane fără niciun simptom şi am aglomerat spitalele. Am umplut spitalele cu persoane care nu aveau niciun fel de problemă. Suntem singurii din Europa care au internat persoane fără niciun simptom.”, DECLARAȚII Coronavirus,Adevărat,0,"""We are the only country that admitted people without any symptoms and we crowded the hospitals. I filled the hospitals with people who had no problems. We are the only ones in Europe who have hospitalized people without any symptoms. "" ",big,Coronavirus,yes
94, Gabriela Firea,"„Domnul Băsescu face declaraţii halucinante şi periculoase! Nu poate nici Preşedintele României, nici Premierul şi nici Primarul General să cedeze o parte din patrimoniul ţării, respectiv din patrimoniul Municipiului Bucureşti - o suprafaţă de teren -, prin simpla lui semnatură! [...] Orice decizie care priveşte Patrimoniul oraşului se ia de către Consiliul General, prin vot de două treimi.”", DECLARAȚII Politica,Trunchiat,2,"""Mr. Basescu makes hallucinatory and dangerous statements! Neither the President of Romania, nor the Prime Minister, nor the Mayor General can cede a part of the country's patrimony, respectively of the patrimony of the Municipality of Bucharest - a plot of land -, by his simple signature! [...] Any decision regarding the City's Heritage shall be taken by the General Council, by a two-thirds vote. "" ",big,Politica,yes
96, Emanuel Ungureanu,",,777 de cazuri NOI de Covid 19 și Boc refuză să ceară tratarea tuturor angajaților din primărie dar plătește articole în care îndeamnă la responsabilitate pe alții... La Primăria Cluj-Napoca nu s-a făcut niciun test anti Covid 19 cu toate că sunt deja confirmate 2 cazuri în același birou.”", DECLARAȚII Coronavirus,Adevărat,0,",, 777 NEW cases of Covid 19 and Boc refuse to ask for the treatment of all employees of the mayor's office but pay for articles in which he urges others to take responsibility ... At the Cluj-Napoca City Hall no anti-Covid 19 test was performed, although they are already confirmed 2 cases in the same office. "" ",big,Coronavirus,yes
99, Angel Tâlvăr,"„Un studiu al OMS relevă faptul că 1 din 10 medicamente vândute în ţările cu putere de cumpărare scăzută sau medie sunt fie falsificate, fie de calitate slabă, medicamente care nu doar că nu tratează sau previn eficient bolile, dar pot fi şi nocive sănătăţii celor care le folosesc.”", DECLARAȚII Economie,Adevărat,0,"""A WHO study reveals that 1 in 10 medicines sold in low- and middle-income countries are either counterfeit or of poor quality, drugs that not only do not effectively treat or prevent disease, but can also be harmful to human health. who use them. ” ",big,Economie,yes
100, Brigitte Clotilde Armand,"„ Știți ce înseamnă «Amenajare plantații de aliniament»? Țineți-vă bine: 60 de km de garduri personalizate cu sigla S1 în Cartierul Chitila, respectiv 100 de km garduri în Cartierul Bucureștii Noi. (...) Primarul PSD de la Sectorul 1 vrea să cheltuiască 69.600.000 RON RON pentru... garduri. Am reușit să oprim proiectul însă s-ar putea să revină pe Ordinea de Zi în următoarea ședință de Consiliu.”", DECLARAȚII Finante,Parțial Adevărat,1,"""Do you know what 'alignment plantation arrangement' means?"" Keep in mind: 60 km of custom fences with the S1 logo in the Chitila neighborhood, respectively 100 km of fences in the New Bucharest neighborhood. (...) The PSD mayor from Sector 1 wants to spend RON 69,600,000 RON for ... fences. We managed to stop the project but it could return to the Agenda in the next Council meeting. "" ",big,Economie,yes
101, Nicolae Giugea,"„Nu ştiu câţi cunosc faptul că, de pildă, în Municipiul Craiova firma lui Dragnea, Teldrum, protejată ani la rândul de Olguţa Vasilescu şi de toată baronimea PSD, continuă să pună petice pe străzile pe care tot această firmă cică le-ar fi modernizat cu câţiva ani în urmă.”", DECLARAȚII Finante,Adevărat,0,"""I don't know how many know that, for example, in Craiova, Dragnea's company, Teldrum, protected for years by Olguţa Vasilescu and all the PSD baroness, continues to put patches on the streets that this company would have modernized a few years ago. ” ",big,Economie,yes
104, Dumitru Oprea,"„România mai primeşte 33,5 miliarde de euro din pachetul de redresare economică a UE, ca urmare a crizei Covid-19. Circa jumătate sunt nerambursabili, iar cealaltă parte vor putea fi contractaţi sub formă de împrumuturi garantate de Comisia Europeană. Suma (alocată României pentru bugetul din perioada 2021-2027) este, fără îndoială, cea mai mare pe care o are la dispoziţie România de la aderarea la Uniunea Europeană, în 2007.”", DECLARAȚII Finante,Adevărat,0,"""Romania still receives 33.5 billion euros from the EU's economic recovery package, as a result of the Covid-19 crisis. About half are non-repayable and the other part can be contracted in the form of loans guaranteed by the European Commission. The amount (allocated to Romania for the budget from 2021-2027) is, without a doubt, the largest that Romania has had since joining the European Union in 2007. "" ",big,Economie,yes
