,source,text,type,category,label,English,text_size,subject,contains_name
118, Ludovic Orban,"„Deci noi l-am găsit în funcţie pe directorul Unifarm Adrian Ionel, mandatul lui expiră în 14 iulie. Nu am luat decizia să îl schimbăm pentru că în plină pandemie să stai să umbli la conducerea entităţilor numai dacă am fi avut informaţii suficiente de clare şi de precise am fi putut să-l schimbăm. Era complicat să îl schimbi din funcţie pentru că se ştie că procedura de schimbare a unui Consiliu de Administraţie şi a unui manager, în condiţiile legislaţiei actuale, este destul de complicat, adică trebuie să îi plăteşti toate veniturile pe care le-ar fi obţinut până la sfârşitul mandatului.”", DECLARAȚII Coronavirus,Adevărat,0,"""So we found the director of Unifarm Adrian Ionel in office, his term expires on July 14. We did not make the decision to change it so that in the midst of a pandemic you could stay in charge of the entities only if we had enough clear and precise information to be able to change it. It was complicated to change him from his position because it is known that the procedure for changing a Board of Directors and a manager, under the current legislation, is quite complicated, ie you have to pay him all the income he would have obtained until at the end of the term. "" ",big,Coronavirus,yes
122, Varujan Vosganian,"[..]Virusul, după opinia mea, nu are o capacitate atât de puternică de răspândire[...] „În România, numărul persoanelor infectate este sub a mia parte din totalul populației și s-a observat că n-a existat un factor de multiplicare. În mod normal, când 500 de oameni sunt bolnavi, ei și îmbolnăvesc pe cei din jur. Doi: numărul deceselor este de sub 2 la sută din totalul deceselor și dacă-i luăm doar pe cei care au murit de COVID, și nu cu ‘și COVID’, înseamnă că e sub 1 la sută din totalul deceselor.”", DECLARAȚII Coronavirus,Fals,3,"[..] The virus, in my opinion, does not have such a strong capacity to spread [...] “In Romania, the number of infected people is below one thousandth of the total population and it was observed that there was no multiplication factor. Normally, when 500 people are sick, they make those around them sick. Two: the number of deaths is less than 2 percent of all deaths, and if we take only those who died of COVID, and not ‘and COVID’, it means that it is less than 1 percent of all deaths. ” ",big,Coronavirus,yes
123, Tit-Liviu Brăiloiu,"„Nu există nicio ţară din Europa care să aibă o asemenea lege. (…) În Franţa nu există. Sunt ţări care au fost foarte rău lovite de acest virus (…), mă gândesc la Italia şi Spania, au avut nu 13 morţi cum anunţăm noi astăzi şi ieri, au avut între 1.800 şi 2.000 de morţi pe zi şi care nu s-au grăbit cu o asemenea lege care să îngrădească totuşi libertăţile cetăţenilor”", DECLARAȚII Coronavirus,Trunchiat,2,"""There is no country in Europe that has such a law. (…) Does not exist in France. There are countries that have been badly hit by this virus (…), I am thinking of Italy and Spain, they have had no 13 deaths as we announce today and yesterday, they have had between 1,800 and 2,000 deaths a day and they have not hastened by such a law as would restrict the freedoms of its citizens. "" ",big,Coronavirus,no
124, Claudiu Nasui,"„USR a cerut referendum în aceeași zi ca alegerile locale deoarece în 2019, 37 de astfel de oameni se aflau în funcții de demnitate publică: 3 miniștri, 2 deputați, 2 europarlamentari, 24 de primari, 5 viceprimari și un consilier local.”", DECLARAȚII Coronavirus,Trunchiat,2,"""USR demanded a referendum on the same day as the local elections because in 2019, 37 such people were in positions of public dignity: 3 ministers, 2 deputies, 2 MEPs, 24 mayors, 5 deputy mayors and a local councilor."" ",big,Coronavirus,yes
125, Petre Florin Manole,"„Ludovic Orban s-a plâns că nici el, nici ministrul Justiției nu au fost invitați la dezbaterile pe legea carantinei, din Parlament. Păi ministrul Justiției este membru al Comisiei Juridice, care a dat raportul pe proiect - el TREBUIE să vină oricum la comisie. Deci domnul ministru nu vine la munca pentru care a fost ales și este plătit consistent de către cetățenii, ca parlamentar. El și Orban așteaptă invitație specială!”", DECLARAȚII Coronavirus,Adevărat,0,"""Ludovic Orban complained that neither he nor the Minister of Justice were invited to the debates on the quarantine law in Parliament. Well, the Minister of Justice is a member of the Legal Commission, which gave the report on the project - he MUST come to the commission anyway. So the minister does not come to the job for which he was elected and is consistently paid by the citizens, as a parliamentarian. He and Orban are waiting for a special invitation! ” ",big,Coronavirus,yes
126, Ludovic Orban,„În toate ţările din Europa se dispune izolarea la domiciliu a persoanelor care sunt suspecte că sunt infectate. Se apelează la măsuri de carantinare.”, DECLARAȚII Coronavirus,Adevărat,0,"""In all European countries, people who are suspected of being infected are being isolated at home. Quarantine measures are being used. "" ",small,Coronavirus,yes
129, Cristina Elena Dinu,„Realitatea indică în mod clar că în 18 judeţe nu s-a mai înregistrat în ultima perioadă nici un caz nou de îmbolnăvire cu noul coronavirus.”, DECLARAȚII Coronavirus,Fals,3,"""The reality clearly indicates that in 18 counties there have been no recent cases of new coronavirus disease."" ",small,Coronavirus,yes
136, Călin Popescu Tăriceanu,„Problema guvernanților este că evidența persoanelor care sunt îndreptățite să primească aceste măști [destinate persoanelor defavorizate] este în mâinile primarilor.”, DECLARAȚII Coronavirus,Adevărat,0,"""The problem with the rulers is that the records of people who are entitled to receive these masks [for disadvantaged people] are in the hands of mayors."" ",small,Coronavirus,yes
138, Lucian Romascanu,„Pacienții oncologici au decedat într-un număr mult mai mare față de perioada de anul trecut.”, DECLARAȚII Coronavirus,Fals,3,"""Cancer patients have died in much greater numbers than last year."" ",small,Coronavirus,no
141, Marcel Ciolacu,„Guvernarea PNL nu a fost în stare să folosească resursele europene puse la dispoziţie încă de la începutul crizei generate de COVID-19.”, DECLARAȚII Coronavirus,Fals,3,"""The PNL government has not been able to use the European resources made available since the beginning of the COVID-19 crisis."" ",small,Coronavirus,yes
147, Ludovic Orban,"„Din 360 şi ceva de spitale, cea mai mare parte a lor nu sunt subordinea Ministerului Sănătăţii, sunt în subordinea autorităţilor locale.”", DECLARAȚII Coronavirus,Adevărat,0,"""Out of 360 or so hospitals, most of them are not subordinated to the Ministry of Health, they are subordinated to the local authorities."" ",small,Coronavirus,yes
153, Vasile Câtea,"„În baza OUG. 78 din 22 mai 2020, ar fi trebuit achiziţionate măşti pentru a fi distribuite unui mare număr de cetăţeni cu probleme materiale sau de sănătate.”", DECLARAȚII Coronavirus,Adevărat,0,"""Based on the GEO. 78 of 22 May 2020, masks should have been purchased to be distributed to a large number of citizens with material or health problems. "" ",small,Coronavirus,no
160, Virgil Popescu,"„Dacă vrem să ne comparăm, totuși, cu Bulgaria și cu Grecia, Bulgaria și Grecia sunt sub coeficientul de 5, ceea ce înseamnă numărul de îmbolnăviri la milionul de locuitori. Noi nu suntem încă la nivelul acela, din păcate, și așa cum am promis, relaxăm treptat, din două în două săptămâni.”", DECLARAȚII Coronavirus,Adevărat,0,"""If we want to compare ourselves, however, with Bulgaria and Greece, Bulgaria and Greece are below the coefficient of 5, which means the number of diseases per million inhabitants. We are not at that level yet, unfortunately, and as we promised, we gradually relax, every two weeks. ” ",big,Coronavirus,yes
161, Victor Ponta,„România are cel mai mare număr de persoane imbolnavite raportat la populație din Europa de Est / cel mai mare număr de decese / cel mai mare număr de cazuri!!!”, DECLARAȚII Coronavirus,Fals,3,"""Romania has the highest number of sick people compared to the population in Eastern Europe / the highest number of deaths / the highest number of cases !!!"" ",small,Coronavirus,yes
181, Alfred Simonis,"''Cel mai grav e că după 15 mai, din cauza incompetenței criminale, românii vor putea ieși pe stradă fără restricții și fără să știe ce trebuie să respecte”", DECLARAȚII Coronavirus,Trunchiat,2,"""The worst thing is that after May 15, due to criminal incompetence, Romanians will be able to go out on the street without restrictions and without knowing what to follow"" ",small,Coronavirus,no
187, Ludovic Orban,"„A crescut semnificativ numărul de teste pe zi. Vreau să vă spun că media ultimelor şapte zile este de 9.021 de teste pe zi. Am să vă dau o comparaţie, numărul de teste din Franţa pe zi. În perioada 1-7 mai în Franţa s-au efectuat aproape 20.000 de teste pe zi. Aici trebuie să ţinem cont că România are o populaţie de aproape 20 de milioane, în timp ce Franţa are o populaţie de peste 65 de milioane.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""The number of tests per day has increased significantly. I want to tell you that the average of the last seven days is 9,021 tests per day. I'll give you a comparison, the number of tests in France per day. Between May 1-7 in France, almost 20,000 tests were performed per day. Here we must keep in mind that Romania has a population of almost 20 million, while France has a population of over 65 million. "" ",big,Coronavirus,no
193, Victor Ponta,"„Să vă dau o veste proastă. S-au adus 300 de amendamente la o lege proastă, făcută pe picior. Dacă eu, care sunt jurist, îmi este greu să înţeleg o lege făcută pe repede înainte şi cu 300 de amendamente. Să îi ceri unui om obişnuit să respecte nişte reguli pe care nu le înţelegem nici noi. Nu le înţelege nici poliţistul şi nici omul obişnuit. Iese un haos general.”", DECLARAȚII Coronavirus,Adevărat,0,"""I have bad news for you. 300 amendments were made to a bad law, made on foot. If I, who am a lawyer, find it difficult to understand a law made quickly before and with 300 amendments. Ask an ordinary person to follow some rules that we don't understand either. Neither the policeman nor the ordinary man understands them. There is general chaos. ” ",big,Coronavirus,yes
198, Cristina Elena Dinu,"„Prin această platformă, „Guvernul meu” a copiat din nou prost, în elementele esenţiale, un proiect al PSD. Programul IMM Invest a fost lansat de PSD în 2017, prin OUG 110, care prevedea că antreprenorii se pot adresa băncilor partenere pentru un credit garantat de stat – 80% pentru investiţii şi 50% pentru capital de lucru.”", DECLARAȚII Coronavirus,Fals,3,"""Through this platform,"" My Government ""again badly copied, in the essential elements, a PSD project. The SME Invest program was launched by PSD in 2017, through GEO 110, which provided that entrepreneurs can apply to partner banks for a state-guaranteed loan - 80% for investments and 50% for working capital. ” ",big,Coronavirus,yes
199, Marcel Ciolacu,"„Acum, după două luni de zile și aproape de ridicarea stării de urgență, timp în care învățământul s-a desfășurat on line în România, Guvernul anunță „triumfalist” că ne aflăm în același punct: 'o să facem', 'o să analizăm', 'o să asigurăm'.  Adică NIMIC! Nimic concret pentru a garanta accesul tuturor elevilor la educație, inclusiv a celor 250.000 de copii, de care au aflat abia acum că nu își permit să cumpere tablete sau laptopuri!""", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Now, after two months and close to lifting the state of emergency, during which time the education took place online in Romania, the Government announces"" triumphantly ""that we are at the same point: 'we will do', 'we will analyze' , 'we will insure'. I mean NOTHING! Nothing concrete to guarantee the access of all students to education, including the 250,000 children, of whom they have only now learned that they cannot afford to buy tablets or laptops! "" ",big,Coronavirus,yes
200, Ludovic Orban,"„Primul caz de cetățean român care a fost diagnosticat pozitiv s-a înregistrat în data de 26 februarie. În data de 26 februarie, în Spania erau doi cetățeni diagnosticați pozitiv. Astăzi, în Spania sunt 247.112 cetățeni care au fost diagnosticați pozitiv, iar în România - 13.163. O diferență uriașă, care arată că măsurile severe pe care le-am luat au produs efecte și mai ales comportamentul responsabil al cetățenilor a determinat o reducere drastică a răspândirii virusului în România.”", DECLARAȚII Coronavirus,Trunchiat,2,"""The first case of a Romanian citizen who was diagnosed positively was registered on February 26. On February 26, there were two positively diagnosed citizens in Spain. Today, in Spain there are 247,112 citizens who have been diagnosed positively, and in Romania - 13,163. A huge difference, which shows that the severe measures we have taken have produced effects and especially the responsible behavior of citizens has led to a drastic reduction in the spread of the virus in Romania. "" ",big,Coronavirus,yes
201, Alfred Simonis,„Guvernul Orban trebuie să trimită urgent avioane militare pentru a aduce în țară românii pe care i-a dus să se infecteze în Germania la cules de sparanghel! Au murit deja oameni acolo! Alți 200 sunt infectați și nu au parte de niciun ajutor!”, DECLARAȚII Coronavirus,Fals,3,"""The Orban government must urgently send military planes to bring to the country the Romanians it took to get infected in Germany by picking asparagus! People have already died there! Another 200 are infected and have no help! ” ",big,Coronavirus,yes
203, Ludovic Orban,"„Guvernul, ministrul Afacerilor Interne, Departamentul pentru Situaţii de Urgenţă nu au interzis niciodată accesul oamenilor în parc. Deciziile de închidere a parcurilor au fost luate de comitetele pentru situaţii de urgenţă, la nivel local, cum este în Bucureşti, decizia de închidere a parcurilor, cred că prima entitate autoritate locală care a luat decizia a fost Primăria sectorului 2, după care a luat decizia şi Primăria Capitalei.”", DECLARAȚII Coronavirus,Adevărat,0,"""The government, the Minister of Internal Affairs, the Department for Emergency Situations have never banned people from accessing the park. The decisions to close the parks were taken by the committees for emergency situations, at local level, as in Bucharest, the decision to close the parks, I think the first local authority entity that took the decision was the City Hall of sector 2, after which it took the decision and the Capital City Hall. ” ",big,Coronavirus,yes
206, Marius Budai," „România are, din nefericire, a zecea cea mai ridicată rată a mortalității persoanelor infectate din UE, iar Iohannis și PNL consideră că și-au făcut datoria!”.", DECLARAȚII Coronavirus,Adevărat,0,"""Romania has, unfortunately, the tenth highest mortality rate of infected people in the EU, and Iohannis and PNL consider that they have done their duty!"". ",small,Coronavirus,yes
208, Ludovic Orban,"„Guvernul, prin intermediul Comitetului Național pentru Situații Special de Urgență, a început bătălia cu Covid înainte de instituirea de către Președintele României a stării de urgență, respectiv 15 martie. Noi am început să luăm măsuri încă de la izbucnirea epidemiei în China și am luat măsuri care nu au fost luate de alte țări [...]”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""The government, through the National Committee for Special Emergency Situations, started the battle with Covid before the President of Romania established the state of emergency, respectively on March 15. We have been taking action since the outbreak of the epidemic in China and we have taken action that has not been taken by other countries ... ” ",big,Coronavirus,yes
209, Gabriela Firea,"„Guvernul nu se gândește, încă, la situația acestor părinți care nu au unde să lase copiii [...] colegii mei parlamentari au elaborat un proiect de lege care prevedea o compensație de 75% pentru unul dintre părinți, care va rămâne acasă pentru îngrijirea copiilor.”", DECLARAȚII Coronavirus,Fals,3,"""The government is not yet thinking about the situation of these parents who have nowhere to leave their children [...] my parliamentary colleagues have drafted a bill that provided 75% compensation for one of the parents, who will stay at home for childcare. ” ",big,Coronavirus,yes
210, Klaus Iohannis,"„Avem un exemplu din Franța, unde într-o provincie s-a deschis experimental școala, și experimentul nu a decurs foarte bine. După puține zile, zeci de elevi au fost testați pozitiv și mai mulți dascăli au ajuns, în doar câteva zile, la terapie intensivă.”", DECLARAȚII Coronavirus,Fals,3,"""We have an example from France, where a school was opened experimentally in a province, and the experiment did not go very well. After a few days, dozens of students tested positive and several teachers arrived in intensive care in just a few days. ” ",big,Coronavirus,yes
214, Mihai Fifor,„Toate statele care sunt pe punctul de a relaxa restricțiile pentru pornirea economiei sunt campioane la testele de coronavirus.”, DECLARAȚII Coronavirus,Trunchiat,2,"""All states that are about to relax restrictions on starting the economy are champions in coronavirus testing."" ",small,Coronavirus,no
216, Călin Popescu Tăriceanu,"„Cred că și Președintele a realizat că 66.000 de testări nu înseamnă 66.000 de persoane, ci mai puțin. Mult mai puțin. Adică, în jur de 22.000 români au fost testați. Și dacă la 22.000 de români testați cifra celor îmbolnăviți este de peste 6.600, atunci situația este cu adevărat dramatică”", DECLARAȚII Coronavirus,Trunchiat,2,"""I think the President also realized that 66,000 tests does not mean 66,000 people, but less. Much less. That is, around 22,000 Romanians were tested. And if at 22,000 Romanians tested the number of those sick is over 6,600, then the situation is really dramatic. ",big,Coronavirus,yes
217, Ludovic Orban,"„Ne-am pus la curent cu situația și cu proiectele institutului (n.r. Institutul Național de Cercetare-Dezvoltare Medico-Militară ""Cantacuzino) Vă voi spune pe scurt, în privința laboratorului în care se fac testări pentru Covid - are o capacitate de 500 de teste pe zi care poate fi crescută în funcție de necesități.”", DECLARAȚII Coronavirus,Adevărat,0,"""We got acquainted with the situation and the projects of the institute (no. National Institute for Medical-Military Research-Development"" Cantacuzino) I will tell you briefly about the laboratory where tests are performed for Covid - it has a capacity of 500 tests per day which may be increased as necessary. "" ",big,Coronavirus,yes
218, Marcel Ciolacu,„Ei și-au îndeplinit obligațiile cetățenești: au stat în case și au respectat regulile impuse de autorități”., DECLARAȚII Coronavirus,Parțial Adevărat,1,"""They fulfilled their civic obligations: they stayed in their homes and complied with the rules imposed by the authorities."" ",small,Coronavirus,yes
219, Brigitte Clotilde Armand,"„Să demontăm propaganda rusă. Am scris mai jos că România primeşte 3 miliarde de euro din partea UE pentru combaterea COVID19. Apoi, m-au întrebat mulţi cetăţeni care este suma pentru Franţa şi Germania. Iată: Franţa - 650 milioane euro şi Germania - 826 milioane euro. România - 3.079 milioane”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Let's dismantle Russian propaganda. I wrote below that Romania receives 3 billion euros from the EU to fight COVID19. Then many citizens asked me what the amount was for France and Germany. Here: France - 650 million euros and Germany - 826 million euros. Romania - 3,079 million ” ",big,Coronavirus,yes
220, Dumitru Oprea,"„Din păcate, România a înregistrat cel mai mic procent, doar 5,2% din PIB alocat pentru cheltuielile curente de asistenţă medicală, dar şi cea mai mică sumă alocată per locuitor, de 490 de euro, fapt care ne situează pe ultimul loc din UE şi la acest capitol.”", DECLARAȚII Coronavirus,Adevărat,0,"""Unfortunately, Romania recorded the lowest percentage, only 5.2% of GDP allocated for current health care expenditures, but also the lowest amount allocated per capita, 490 euros, which puts us in last place in The EU and in this regard. "" ",big,Coronavirus,no
221, Adrian Dohotaru,„Se dau mai multe amenzi decât se fac teste pentru sănătatea noastră.”, DECLARAȚII Coronavirus,Adevărat,0,"""There are more fines than tests for our health."" ",small,Coronavirus,no
222, Florin Câțu,"„Avem programul de şomaj tehnic care este un program generos – Polonia, de exemplu, oferă doar 40% din salariu, noi mergem până la 75%.”", DECLARAȚII Coronavirus,Trunchiat,2,"""We have the technical unemployment program which is a generous program - Poland, for example, offers only 40% of the salary, we go up to 75%."" ",small,Coronavirus,no
223, Siegfried Mureșan,Comisia Europeană a adoptat astăzi solicitarea mea de a suspenda taxele de import la echipamentele medicale și de protecție din afara Uniunii Europene pentru combaterea COVID-19., DECLARAȚII Coronavirus,Trunchiat,2,The European Commission today adopted my request to suspend import duties on medical and protective equipment from outside the European Union to combat COVID-19. ,small,Coronavirus,yes
224, Florin Câțu,"„Această ordonanță este unică în Europa, pentru că se referă la toți debitorii, persoane fizice și juridice, pentru toate tipurile de credit, aici nu am făcut nicio discriminare. În al doilea rând, vreau să repet faptul că se aplică suspendarea pentru o perioadă până la nouă luni.”", DECLARAȚII Coronavirus,Fals,3,"""This ordinance is unique in Europe, because it refers to all debtors, individuals and legal entities, for all types of credit, here we have not discriminated. Secondly, I want to repeat that the suspension applies for a period of up to nine months. "" ",big,Coronavirus,no
226, Gabriel Mutu,"„Astfel cea mai rapidă metodă (n.r. apa oxigenată) de a dezinfecta peste 2500 de hectare, din cele 3800 ale sectorului nostru, la 1 ban/mp se adaugă de astăzi programului nostru de combatere a noului coronavirus, CoVID19.""", DECLARAȚII Coronavirus,Fals,3,"""Thus the fastest method (n.r. hydrogen peroxide) to disinfect over 2500 hectares, out of the 3800 of our sector, at 1 ban / sqm is added today to our program to fight the new coronavirus, CoVID19."" ",big,Coronavirus,no
227, Cristian Ghinea,„Moștenire din comunism: românii sunt în autoizolare în cele mai mici și mai aglomerate locuințe din UE. Românii trăiesc în continuare în cele mai mici locuințe din UE. Media unei locuințe la noi este de 40 de metri pătrați.”, DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Legacy from communism: Romanians are in isolation in the smallest and most crowded homes in the EU. Romanians still live in the smallest homes in the EU. The average house in our country is 40 square meters. "" ",big,Coronavirus,no
229, Lia Olguța Vasilescu,"„Hai sa ne întoarcem la cifrele din guvernarea PSD: 2019 - bugetul Sănătății era de 14,9 miliarde lei. Anul 2020, guvern PNL: bugetul Sănătății este de 11.5 miliarde. Acum mai adăugă 42 de milioane. Infim față de necesități!”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""Let's go back to the figures from the PSD government: 2019 - the Health budget was 14.9 billion lei. Year 2020, PNL government: the Health budget is 11.5 billion. Now he adds another 42 million. We meet the needs! ” ",big,Coronavirus,yes
