,source,text,type,category,label,English,text_size,subject,contains_name
45, Mihai Fifor,„(...) suntem în plină pandemie!!! În ghidul alegerilor locale 2020 nu apar explicații legate de persoanele aflate în izolare la domiciliu. Sau de bolnavii din spitale.”, DECLARAȚII Electoral,Fals,3,"""(...) we are in full pandemic !!! There are no explanations in the 2020 local election guide for people in isolation at home. Or the sick in hospitals. ” ",small,Politica,yes
46, Ioan Sârbu,"„Cum de a fost posibil ca dumneavoastră, ca ministru al Sănătății, din nefericire pentru țara asta... v-ați permis să amânați transplantul pulmonar și să încolonați anumiți pacienți, selectați tot pe criteriile dumneavoastră către AKH”", DECLARAȚII Electoral,Fals,3,"""How was it possible that you, as Minister of Health, unfortunately for this country ... allowed yourself to postpone the lung transplant and to line up certain patients, also selected according to your criteria to AKH"" ",big,Politica,yes
49, Cristina Iurișniți,"„În România, peste 51% dintre cetăţeni sunt femei, dar reprezentarea lor la nivel politic rămâne una dintre cele mai scăzute din Uniunea Europeană – la nivel parlamentar, în legislatura 2016-2020 au fost doar puţin peste 18% femei deputat şi senator.”", DECLARAȚII Electoral,Adevărat,0,"""In Romania, over 51% of citizens are women, but their representation at the political level remains one of the lowest in the European Union - at the parliamentary level, in the 2016-2020 legislature there were just over 18% women deputy and senator."" ",big,Politica,yes
52, Raluca Turcan,"„Cheia reușitei administrației PNL în județul Sibiu stă în fonduri europene. 80% din bugetul de anul acesta, dedicat dezvoltării județului provine din fonduri nerambursabile”", DECLARAȚII Electoral,Fals,3,"""The key to the success of the PNL administration in Sibiu County lies in European funds. 80% of this year's budget, dedicated to the development of the county comes from non-reimbursable funds "" ",small,Politica,no
66, Cristina Trăilă,"„Conform prevederilor legale, care nu lasă loc de îndoială, Gabriela Firea ar fi trebuit să emită, PÂNĂ LA ÎNCEPEREA CAMPANIEI ELECTORALE, dispoziția de primar privind locurile unde vor fi amplasate panourile pentru afișaj electoral. Această dispoziție nu există nici astăzi, la aproape două săptămâni de la începerea campaniei electorale, pentru că Firea – PSD refuză să o emită, încălcând astfel legea!”", DECLARAȚII Electoral,Adevărat,0,"""According to the legal provisions, which leave no room for doubt, Gabriela Firea should have issued, UNTIL THE BEGINNING OF THE ELECTORAL CAMPAIGN, the mayor's order regarding the places where the panels for the electoral display will be placed. This provision does not exist even today, almost two weeks after the start of the election campaign, because Firea - PSD refuses to issue it, thus violating the law! ” ",big,Politica,yes
67, Virginel Iordache,"„[...] bugetele instituțiilor de forță au crescut considerabil. Astfel, creditele bugetare ale SRI, SIE, STS și SPP, au fost majorate cumulat cu aproape 165 milioane lei. SRI și STS au primit cei mai mulți bani, creditele lor bugetare au fost majorate cu 64,348 milioane lei, respectiv 64,518 milioane lei și asta după alte majorări făcute în aprilie de 13,198 mil. lei și 27,54 mil. lei ”", DECLARAȚII Electoral,Adevărat,0,"""[...] the budgets of law enforcement agencies have increased considerably. Thus, the budgetary credits of SRI, SIE, STS and SPP, were increased cumulatively by almost 165 million lei. SRI and STS received the most money, their budget credits were increased by 64.348 million lei, respectively 64.518 million lei and this after other increases made in April of 13.198 million lei and 27.54 million lei "" ",big,Politica,yes
68, Victor Ponta,„PSD a votat Guvernul Orban PNL și toate legile aberante ale acestuia.”, DECLARAȚII Electoral,Trunchiat,2,"""PSD voted for the Orban PNL Government and all its aberrant laws."" ",small,Politica,yes
69, Adrian Moraru,"„Costanda are de luat 125 milioane euro. (...)Firea minte când spune că asta reprezintă 20% din bugetul PMB. Bugetl PMB este de 2,1 miliarde euro. Deci 125 milioane reprezintă mai puțin de 6%.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Costanda has 125 million euros to take. (...) Nature lies when she says that this represents 20% of the PMB budget. PMB's budget is 2.1 billion euros. So 125 million is less than 6%. "" ",small,Politica,yes
73, Marcel Vela,„Nu este nici o premieră. Poate premieră este faptul că un ministru tratează cu fair-play și își delega atribuțiile din Comisia Tehnică ce se ocupă strict de problemele ce țin de organizarea alegerilor în relația cu prefecturile. [...] Faptul ca un ministru de Interne își delega unele atributii unui secretar de stat se practică.”, DECLARAȚII Electoral,Adevărat,0,"""It's not a premiere. Perhaps the first is the fact that a minister treats with fair play and delegates his attributions from the Technical Commission that deals strictly with the issues related to the organization of elections in relation to the prefectures. [...] The fact that a Minister of the Interior delegates some of his duties to a Secretary of State is practiced. ” ",big,Politica,yes
83, Lia Olguța Vasilescu,"„Azi, șeful PNL Dolj a spus o gogomănie: că orașul e administrat de 20 de ani de PSD. Când am devenit primar, în 2012, orașul era condus de Antonie Solomon care candidase în 2008 de la PDL, iar viceprimarii fuseseră amândoi de la PDL.”", DECLARAȚII Electoral,Trunchiat,2,"""Today, the head of PNL Dolj said a gossip: that the city has been managed by PSD for 20 years. When I became mayor in 2012, the city was led by Antonie Solomon, who had run for PDL in 2008, and the deputy mayors were both from PDL. ” ",big,Politica,yes
87, Vergil Chițac,„În Constanța Planul Urbanistic General este expirat din anul 2009.”, DECLARAȚII Electoral,Adevărat,0,"""In Constanța, the General Urban Plan has expired since 2009."" ",small,Politica,yes
92, Klaus Iohannis,"„Trebuie să ținem cont de Constituție, care constituție este foarte fermă. Mandatul de parlamentar este de patru ani, punct. Nu poate fi prelungit acest mandat.”", DECLARAȚII Electoral,Fals,3,"""We must take into account the Constitution, which is very firm. The term of office of the parliamentarian is four years, period. This term cannot be extended. "" ",small,Politica,no
94, Gabriela Firea,"„Domnul Băsescu face declaraţii halucinante şi periculoase! Nu poate nici Preşedintele României, nici Premierul şi nici Primarul General să cedeze o parte din patrimoniul ţării, respectiv din patrimoniul Municipiului Bucureşti - o suprafaţă de teren -, prin simpla lui semnatură! [...] Orice decizie care priveşte Patrimoniul oraşului se ia de către Consiliul General, prin vot de două treimi.”", DECLARAȚII Politica,Trunchiat,2,"""Mr. Basescu makes hallucinatory and dangerous statements! Neither the President of Romania, nor the Prime Minister, nor the Mayor General can cede a part of the country's patrimony, respectively of the patrimony of the Municipality of Bucharest - a plot of land -, by his simple signature! [...] Any decision regarding the City's Heritage shall be taken by the General Council, by a two-thirds vote. "" ",big,Politica,yes
106, Radu Preda,"„În timp ce Orban și Cîțu se plâng că nu au bani pentru dublarea alocațiilor copiilor, cheltuie din bugetul de stat 200 de milioane de euro pentru alegerile locale, o sumă record aproape dublă față de cea cheltuită în două tururi la alegerile prezidențiale de anul trecut.”", DECLARAȚII Electoral,Adevărat,0,"""While Orban and Cîțu complain that they do not have money for doubling children's allowances, they spend 200 million euros from the state budget for local elections, a record amount almost double that spent in two rounds in last year's presidential elections . ” ",big,Politica,yes
107, Claudiu Nasui,„Cheltuielile salariale ale primăriei București s-au aproape triplat în ultimii 4 ani.”, DECLARAȚII Electoral,Parțial Adevărat,1,"""The salary expenses of the Bucharest City Hall have almost tripled in the last 4 years."" ",small,Politica,yes
108, Klaus Iohannis,"„În ultimii 30 de ani, guvernele au stabilit datele alegerilor. Și acum ne găsi prima dată în situația că parlamentul dorește să-și ia acest atribut prin lege.”", DECLARAȚII Electoral,Fals,3,"""In the last 30 years, governments have set election dates. And now it finds us for the first time in the situation that the parliament wants to take this attribute by law. "" ",small,Politica,yes
112, Mara Mareș,„[Ca Parlamentul să decidă când se vor organiza alegerile parlamentare] este o premieră și niciodată în ultimii 30 de ani nu s-a întâmplat acest lucru.”, DECLARAȚII Politica,Fals,3,"""[For Parliament to decide when parliamentary elections will be held] is a first and has never happened in the last 30 years."" ",small,Politica,yes
116, Nicușor Dan,"„În programul de guvernare locală din 2016 al candidatului Firea, se preciza că vor fi construite în Capitală 20 de grădinițe cu program prelungit, cu o capacitate totală de 2.500 de locuri. În 2020, primarul PSD Firea prezintă ZERO grădinițe noi.”", DECLARAȚII Electoral,Adevărat,0,"""In the 2016 local government program of the candidate Firea, it was specified that 20 kindergartens with extended program will be built in the Capital, with a total capacity of 2,500 seats. In 2020, the mayor of PSD Firea presents ZERO new kindergartens. ” ",big,Politica,yes
135, Daniel-Cătălin Zamfir,"„Nu este suficient să primim informaţii. Parlamentul decide forma în care doreşte să primească informaţiile (...). Dorim prezenţa fizică a ministrului ca să explice. Art. 8 din Legea răspunderii ministeriale spune: constituie infracţiune şi se pedepseşte cu închisoare de la 3 luni la 2 ani sau cu amendă penală următoarele fapte - refuzul nejustificat de a se prezenta Parlamentului sau comisiilor permanente ale acestuia informaţiile cerute de acestea, să se prezinte în faţa comisiilor.""", DECLARAȚII Politica,Fals,3,"""It is not enough to receive information. Parliament decides how it wishes to receive the information (...). We want the physical presence of the minister to explain. Art. 8 of the Law on Ministerial Liability states: it constitutes a crime and is punishable by imprisonment from 3 months to 2 years or by criminal fine the following acts - unjustified refusal to present to Parliament or its standing committees the information required by them to appear before the committees. "" ",big,Politica,yes
137, Florin Roman,"„Practic, doamna Renate Weber, prin acel atac la Curtea Constituţională a României, îşi protejează propria pensie specială de care beneficiază în calitate de Avocat al Poporului.”", DECLARAȚII Politica,Fals,3,"""Basically, Mrs. Renate Weber, through that attack on the Constitutional Court of Romania, protects her own special pension from which she benefits as a People's Advocate."" ",small,Politica,yes
154, Robert Cazanciuc,"„În Monitorul Oficial al României tocmai ce s-a publicat OUG 100! Da, stimaţi concetăţeni, în numai 6 luni guvernul Orban a emis cel mai mare număr de OUG-uri văzut vreodată!""", DECLARAȚII Politica,Fals,3,"„GEO 100 has just been published in the Official Gazette of Romania! Yes, dear fellow citizens, in just 6 months the Orban government has issued the largest number of GEOs ever seen! "" ",small,Politica,yes
162, Cătălin Cherecheș,„Acțiunile noastre se desfășoară în conformitate cu prevederile art. 6 alin (1) din Ordonanța militară nr. 3/2020 (...)”, DECLARAȚII Politica,Fals,3,„Our actions are carried out in accordance with the provisions of art. 6 paragraph (1) of the Military Ordinance no. 3/2020 (...) ” ,small,Politica,no
166, Kelemen Hunor,"„PSD, ALDE, Pro România au majoritate (în Parlament - n.r). Matematic, ei pot guverna dacă vor, pot forma majoritate.”", DECLARAȚII Politica,Parțial Adevărat,1,"""PSD, ALDE, Pro Romania have a majority (in Parliament - no.). Mathematically, they can govern if they want, they can form a majority. "" ",small,Politica,yes
172, Radu Mihail,"„România are prea mulți parlamentari - 465, ocupând locul 6 la nivelul întregii UE.”", DECLARAȚII Politica,Adevărat,0,"""Romania has too many parliamentarians - 465, ranking 6th in the EU as a whole."" ",small,Politica,yes
202, Klaus Iohannis,"„În Senat a trecut, tot tacit, o altă inițiativă a UDMR care, practic, se constituie într-un cod administrativ paralel cu cel existent deja, un fel de cod administrativ în varianta UDMR. Acest cod administrativ introdus de UDMR în circuit parlamentar prevede, de exemplu, ce credeți, obligativitatea limbii maghiare în unele zone din Ardeal. De data aceasta PSD nu poate să spună că nu a știut, fiindcă această inițiativă a trecut prin comisiile Senatului, unde membrii PSD au votat pentru.”", DECLARAȚII Politica,Parțial Adevărat,1,"""Another initiative of UDMR passed in the Senate, also tacitly, which, practically, is constituted in an administrative code parallel to the already existing one, a kind of administrative code in the UDMR variant. This administrative code introduced by the UDMR in the parliamentary circuit provides, for example, what do you think, the compulsory Hungarian language in some areas of Transylvania. This time PSD cannot say that it did not know, because this initiative passed through the Senate commissions, where PSD members voted for. "" ",big,Politica,yes
204, Ștefan Radu Oprea,"„Fapte: 52 miliarde lei este valoarea împrumuturilor guvernului PNL de la învestire până acum. Este aceiași guvernare pe datorie ca in 2009 - 2010. (...) Un calcul simplu ne arată că: s-au împrumutat 300 milioane lei pe zi, mai mult și mai scump ca in timpul guvernării PSD. Ultima executie bugetară la martie 2020 arată cum cheltuielile cu dobanzile au crescut cu 12% (plus 383 milioane lei) în timpul guvernării PNL fata de guvernarea PSD. Chiar BNR dă de gol guvernarea PNL că se împrumută mai scump cu 12-15% față de acum 2 luni.”", DECLARAȚII Politica,Trunchiat,2,"""Facts: 52 billion lei is the value of the PNL government's loans from the investment until now. It is the same government on debt as in 2009 - 2010. (...) A simple calculation shows us that: 300 million lei were borrowed per day, more and more expensive than during the PSD government. The last budget execution in March 2020 shows how interest expenditures increased by 12% (plus 383 million lei) during the PNL government compared to the PSD government. Even the NBR exposes the PNL government for borrowing 12-15% more expensive than 2 months ago. "" ",big,Politica,yes
247, Florin Roman,„Aproape 20% dintre parlamentarii care au intrat în Parlament în 2016 pe lista unui partid între timp au trecut la alte partide sau sunt independenți sau neafiliați.”, DECLARAȚII Politica,Parțial Adevărat,1,"""Almost 20% of MPs who entered Parliament in 2016 on the list of a party in the meantime have switched to other parties or are independent or unaffiliated."" ",small,Politica,yes
248, Florin Roman,"„Dacă e să ne uităm la diferența între declarații publice și votul efectiv, o să vedeți de exemplu că în cazul Pro România, mult mai mulți membri ai grupului parlamentar au votat și celelalte guverne, deși Victor Ponta anunțase că nu va fi un vot de exemplu pentru Guvernul Orban II. Dacă vă uitați la ALDE, e aceeași situație, au fost mai mulți parlamentari care au votat Guvernul (…).”", DECLARAȚII Politica,Adevărat,0,"""If we look at the difference between public statements and the actual vote, you will see for example that in the case of Pro Romania, many more members of the parliamentary group voted for the other governments, although Victor Ponta had announced that it will not be a vote of example for the Orban II Government. If you look at the ALDE, it's the same situation, there were several parliamentarians who voted for the Government (…). "" ",big,Politica,yes
250, Ecaterina Andronescu,"„Constituția spune că se organizează alegeri pe baza unei legi care e dezbătută în Parlament, nu pe baza unei ordonanțe... De asta am votat împotriva OUG în Senat.”", DECLARAȚII Politica,Adevărat,0,"""The constitution says that elections are organized on the basis of a law that is debated in Parliament, not on the basis of an ordinance ... That is why I voted against the GEO in the Senate."" ",small,Politica,yes
251, Lia Olguța Vasilescu,„Comparaţi şi stabiliţi care guvern a fost mai bun pentru voi”, DECLARAȚII Politica,Trunchiat,2,"""Compare and determine which government was best for you"" ",small,Politica,yes
258, Ludovic Orban,„Adoptarea ordonanţelor de urgenţă se face şi fără avizul Consiliului Legislativ. Ele toate se duc la Consiliul Legislativ. Evident că ordonanţele se aprobă sub rezerva includerii observaţiilor Consiliului Legislativ.”, DECLARAȚII Politica,Trunchiat,2,"""The adoption of emergency ordinances is done without the approval of the Legislative Council. They all go to the Legislative Council. Obviously, the ordinances are approved subject to the inclusion of the observations of the Legislative Council. "" ",small,Politica,yes
259, Marcel Ciolacu,",,Este o premieră în România, ca în aceeași zi să intri în ședință de Guvern cu 24 de ordonanțe de urgență.”", DECLARAȚII Politica,Fals,3,"""It is a premiere in Romania, that on the same day you enter a Government meeting with 24 emergency ordinances."" ",small,Politica,yes
264, Marcel Ciolacu,„Până acum nu s-a întâmplat să treacă o moțiune cu acest scor (...)”, DECLARAȚII Politica,Adevărat,0,"""So far, no motion has passed with this score (...)"" ",small,Politica,no
265, Laura-Iuliana ScÃ¢ntei,"„Pensia specială este o componentă a independenței magistraților(...). Este ceea ce spun atât deciziile CCR, cât și convențiile si reglementările europene. ”", DECLARAȚII Politica,Trunchiat,2,"""The special pension is a component of the independence of magistrates (...). This is what both the JRC decisions and the European conventions and regulations say. ” ",small,Politica,yes
274, Robert Cazanciuc,"„De trei luni de zile, senatorii şi deputaţii caută proiectele depuse de Guvern. Îl invit pe domnul Iohannis să căutăm împreună aceste proiecte depuse de Guvern, dar va fi dezamăgit, pentru că nu este niciunul.”", DECLARAȚII Politica,Fals,3,"""For three months, senators and deputies have been looking for projects submitted by the Government. I invite Mr. Iohannis to look together for these projects submitted by the Government, but he will be disappointed, because there are none. "" ",big,Politica,yes
281, Ioana Constantin,"„Actualul primar al Municipiului Craiova a fost ales cu 7.74%, adică a fost votat de 19.798 de craioveni dintr-un total de 255.782 de persoane cu drept de vot. E cel mai mic număr de voturi din 1996 până în prezent. La fel și la Galați, unde din 260.897 de persoane cu drept de vot, actualul primar a obținut puțin peste 23.000 de voturi. Și mai rușinos, Primarul Capitalei a fost ales cu cel mai mic număr de voturi din ultimii 20 de ani.”", DECLARAȚII Electoral,Adevărat,0,"""The current mayor of Craiova was elected with 7.74%, ie he was voted by 19,798 citizens of Craiova out of a total of 255,782 people with the right to vote. It is the lowest number of votes from 1996 to date. The same goes for Galați, where out of 260,897 people with the right to vote, the current mayor obtained a little over 23,000 votes. Even more shamefully, the Mayor of the Capital was elected with the lowest number of votes in the last 20 years. ” ",big,Politica,yes
291, Gabriela Firea,"„[...] membrii PNL au condus, atât regia de termoficare din cauza căreia suferim şi acum, membrii PNL au condus destinele acestui oraş, pentru că au avut ani de zile majoritatea în Consiliul General.”", DECLARAȚII Politica,Trunchiat,2,"""[...] the PNL members led, both the district heating company because of which we suffer and now, the PNL members led the destinies of this city, because they had the majority in the General Council for years."" ",small,Politica,yes
294, Cristina Iurișniți,"„Deşi în România peste 51% dintre cetăţeni sunt femei, reprezentarea lor rămâne una dintre cele mai scăzute din Uniunea Europeană – cca 18% femei deputat şi senator”", DECLARAȚII Politica,Adevărat,0,"""Although in Romania over 51% of citizens are women, their representation remains one of the lowest in the European Union - about 18% women deputy and senator"" ",small,Politica,yes
297, Ludovic Orban,"„În fiecare an, pe perioada vacanţei parlamentare se adoptă o astfel de lege [de abilitare a Guvernului].”", DECLARAȚII Politica,Adevărat,0,"""Every year, during the parliamentary vacation, such a law [empowering the Government] is adopted."" ",small,Politica,yes
298, Viorica Dăncilă,„Eu am fost premierul României și nu am avut imunitate”, DECLARAȚII Prezidentiale,Fals,3,"""I was the prime minister of Romania and I had no immunity"" ",small,Politica,yes
299, Traian Băsescu,"„N-a existat în Europa, cred, în ultimii 30 de ani un președinte ales cu 65%, cu excepția domnului Iliescu, care în 92 a obținut o astfel de performanță.”", DECLARAȚII Prezidentiale,Fals,3,"""There has not been a president elected in Europe in the last 30 years with 65%, except for Mr. Iliescu, who in 92 achieved such a performance."" ",small,Politica,yes
300, Viorica Dăncilă,„Știu că sunt foarte multe procese și știu că a pierdut o casă pentru că acolo se spune de fals și uz de fals.”, DECLARAȚII Prezidentiale,Fals,3,"""I know there are a lot of lawsuits and I know he lost a house because it's called fake and fake use."" ",small,Politica,no
301, Klaus Iohannis,"„Începând, dacă nu mă înșel, de la mijlocul lui decembrie, expiră și aceste interimate, succesiv sunt 10 interimate, plus câteva posturi care sunt vacante de tot.”", DECLARAȚII Prezidentiale,Adevărat,0,"""Starting, if I'm not mistaken, from mid-December, these interims expire, successively there are 10 interims, plus a few positions that are completely vacant."" ",small,Politica,no
302, Viorica Dăncilă,"„Președintele României a chemat cei șase bărbați puternici de stat ca să dărâme guvernul. Au reușit. Toți cei șase, în frunte cu președintele Iohannis, erau cei care trebuiau să asigure majoritatea pentru formarea unui nou guvern. Au reușit.”", DECLARAȚII Politica,Fals,3,"""The president of Romania called the six strong men of the state to overthrow the government. They did it. All six, led by President Iohannis, were the ones who had to secure a majority to form a new government. They did it."" ",big,Politica,yes
303, Viorica Dăncilă,"„În noiembrie, Klaus Iohannis a ieșit public și a afirmat că nu suntem pregătiți pentru preluarea președinției rotative.”", DECLARAȚII Prezidentiale,Adevărat,0,"""In November, Klaus Iohannis went public and said we were not ready to take over the rotating presidency."" ",small,Politica,yes
304, Viorica Dăncilă,„Am facilitat votul pentru românii din diaspora astfel încât durata de vot este de 3 zile și a fost dublată de votul prin corespondență.”, DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""We facilitated the vote for Romanians in the diaspora so that the voting time is 3 days and was doubled by voting by mail."" ",small,Politica,no
305, Viorica Dăncilă,"„Știți foarte bine că pesta porcină a fost în Spania timp de 30 de ani. (...) Am izolat focarele, am luat toate măsurile necesare pentru a împiedica răspândirea pestei porcine”.", DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""You know very well that swine fever has been in Spain for 30 years. (...) We have isolated the outbreaks, we have taken all the necessary measures to prevent the spread of swine fever ”. ",small,Politica,no
306, Viorica Dăncilă,"„Se poate face un referendum și pentru ca președintele României să nu aibă imunitate, referendum de altfel promis în 2014 de Klaus Iohannis.”", DECLARAȚII Prezidentiale,Parțial Adevărat,1,"""A referendum can also be held so that the president of Romania does not have immunity, a referendum promised in 2014 by Klaus Iohannis."" ",small,Politica,yes
308, Klaus Iohannis,"„Procedura în sine, pentru că legislația momentan e seacă, nu satisface opiniile MCV. Trebuie mai mult, trebuie să avem o descriere mai clară, cum se înscriu în concurs, cine evaluează, cine selectează.”", DECLARAȚII Prezidentiale,Adevărat,0,"""The procedure itself, because the legislation is currently dry, does not satisfy the opinions of MCV. We need more, we need to have a clearer description, how to enter the competition, who evaluates, who selects. "" ",small,Politica,yes
309, Viorica Dăncilă,„România îndeplinește din punct de vedere tehnic toate criteriile pentru a intra în spațiul Schengen.”, DECLARAȚII Prezidentiale,Trunchiat,2,"""Romania technically meets all the criteria to enter the Schengen area."" ",small,Politica,no
310, Viorica Dăncilă,"„Nu a avut nici măcar o deplasare dedicată românilor din diaspora. Nici măcar una. Mai mult decât atât, chiar dacă s-a deplasat în state unde avem o mare majoritate a românilor care au plecat din țară, nu s-a întâlnit cu ăștia, nu a vorbit despre venirea lor în România și ce face în calitate de președinte, ca românii să se întoarcă acasă.”", DECLARAȚII Prezidentiale,Fals,3,"""He did not even have a trip dedicated to Romanians in the diaspora. Not even one. Moreover, even if he traveled to states where we have a large majority of Romanians who left the country, he did not meet with them, he did not talk about their coming to Romania and what he does as president, for Romanians to come home. ” ",big,Politica,yes
311, Viorica Dăncilă,"„Am crescut salariile medicilor. Am dotat spitalele județene cu aparatură modernă. Mă refer la computere tomograf și aparatură de rezonanță magnetică. (...) Am achiziționat peste 800 de ambulanțe noi. Am finalizat licitația pentru achiziționarea de incubatoare pentru toate maternitățile din țară.”  „Singurul lucru pe care l-a făcut Klaus Iohannis în domeniul sănătății a fost să afecteze programul de rezidențiat, a blocat Guvernul, a blocat numirea ministrului pentru Educație și astfel a realizat ce știe cel mai bine - să blocheze”.", DECLARAȚII Prezidentiale,Trunchiat,2,"""We have increased the salaries of doctors. We have equipped the county hospitals with modern equipment. I am referring to computed tomography and magnetic resonance imaging equipment. (...) We bought over 800 new ambulances. We have completed the tender for the purchase of incubators for all maternity hospitals in the country. "" ""The only thing Klaus Iohannis did in the field of health was to affect the residency program, he blocked the Government, he blocked the appointment of the Minister of Education and thus he achieved what he knows best - to block."" ",big,Politica,yes
312, Viorica Dăncilă,"„Ceea ce ar trebui să ne îngrijoreze este ceea ce este legat de programul de guvernare al lui Ludovic I care spune că va comasa spitale, ceea ce este echivalent cu aceeași politică în care închid spitale din România.”", DECLARAȚII Prezidentiale,Trunchiat,2,"""What we should be concerned about is what is related to the governing program of Louis I, who says he will merge hospitals, which is equivalent to the same policy in which hospitals in Romania close."" ",big,Politica,yes
313, Viorica Dăncilă,"„Cum explicați protocolul pe care l-ați semnat cu Adrian Năstase între 2000-2004? Cum explicați că în 2009 ați vrut să fiți premier din partea PSD? Să înțelegem că avantajul personal este mai important decât avantajul național? Că nu contează PSD, PNL, ci cine vă oferă un confort?”", DECLARAȚII Prezidentiale,Adevărat,0,"""How do you explain the protocol you signed with Adrian Năstase between 2000-2004? How do you explain that in 2009 you wanted to be prime minister from PSD? Do we understand that personal advantage is more important than national advantage? That it doesn't matter PSD, PNL, but who offers you comfort? ” ",big,Politica,yes
