,source,text,type,category,label,English,text_size,subject,contains_name
485, Brigitte Clotilde Armand,"„Nu uitați asta: în timpul regimului comunist, în România au existat 44 de penitenciare principale şi 72 de lagăre de muncă forţată destinate deţinuţilor politici în care au suferit peste 3 milioane de români, dintre care 800.000 de oameni au murit.”", DECLARAȚII Justitie,Parțial Adevărat,1,"""Remember this: during the communist regime, in Romania there were 44 main penitentiaries and 72 forced labor camps for political detainees in which over 3 million Romanians suffered, of which 800,000 people died."" ",big,Justitie,yes
492, Eugen Nicolicea,“Legea română nu lasă loc de interpretări în ceea ce privește prevederile potrivit cărora suspendarea activității unităților de parchet reprezintă infracțiune și se pedepsește ca atare.”, DECLARAȚII Justitie,Fals,3,"""Romanian law leaves no room for interpretation regarding the provisions according to which the suspension of the activity of the prosecutor's office units is a crime and is punished as such."" ",small,Justitie,no
495, Elena Udrea,"„Eu am fost acuzată de doamna Kovesi că l-am adus pe Lucian Bute să boxeze în ţara lui [...] nu am avut niciun avantaj din prezenţa lui la acea Gală de box, cunoscută ca Gala Bute. Singurul câştig pe care doamna Kovesi l-a identificat, au fost aplauzele pe care le-aş fi primit, adică imaginea bună pe care mi-aş fi făcut-o. Și am fost condamnată 6 ani cu executare pentru asta și s-a dispus de către un complet ilegal constituit (din care a făcut parte și domnul judecător Ionuț Matei) și confiscarea de la mine a unei sume egală cu suma plătita de ministerul pe care îl conduceam pentru promovarea României în timpul acestui meci de box!!!”", DECLARAȚII Justitie,Parțial Fals,2,"""I was accused by Mrs. Kovesi of bringing Lucian Bute to boxing in his country [...] I did not have any advantage from his presence at that Boxing Gala, known as the Bute Gala. The only gain that Mrs. Kovesi identified was the applause I would have received, that is, the good image I would have made. And I was sentenced to 6 years with execution for this and it was ordered by an illegally constituted panel (which included Judge Ionuț Matei) and the confiscation from me of an amount equal to the amount paid by the ministry I was leading for promoting Romania during this boxing match !!! ” ",big,Justitie,yes
497, Mihai Fifor,  „Secția pentru magistraţi a fost scoasă de sub DNA cu acordul CSM.”    , DECLARAȚII Justitie,Adevărat,0,"""The section for magistrates was removed from the DNA with the consent of the SCM."" ",small,Justitie,yes
499, Călin Popescu Tăriceanu,"„Această numire este una politică, pentru că dacă ar fi una bazată pe calităţile profesionale, atunci sigur că aici trebuie să ai cunoştinţe solide de drept, o pregătire solidă profesională, ceea ce, din câte ştiu eu, doamna Kovesi nu are.""", DECLARAȚII Justitie,Fals,3,"""This appointment is a political one, because if it were one based on professional qualities, then surely you have to have a solid knowledge of law here, a solid professional training, which, as far as I know, Mrs. Kovesi does not have."" ",big,Justitie,no
514, Florin Roman,"„Voi depune la începutul sesiunii parlamentare un proiect de lege pentru ca cei care comit infracțiuni cu violențe, crime, tentative de crimă, tâlhărie sau viol să nu mai beneficieze de prevederile Legii 167/2017, privind regimul compensatoriu. Aproape 11.000 de infractori au fost eliberați mai devreme. 700 s-au reîntors deja în pușcării. Circa 200 de români au căzut victime din nou violențelor acestor recidiviști, care în libertate au comis crime, tentative de crime, violuri sau tâlharii”.", DECLARAȚII Justitie,Parțial Adevărat,1,"""At the beginning of the parliamentary session, I will submit a draft law so that those who commit crimes with violence, crimes, attempted murder, robbery or rape no longer benefit from the provisions of Law 167/2017, on the compensatory regime. Nearly 11,000 criminals were released earlier. 700 have already returned to prison. About 200 Romanians fell victim again to the violence of these repeat offenders, who in freedom committed crimes, attempted crimes, rapes or robberies "". ",big,Justitie,yes
516, Eugen Tomac,"Prima ispravă de pomină a Guvernului Dăncilă după preluarea de către țara noastră a președinției Consiliului UE este suspendarea procedurii de achiziție a corvetelor pentru Armata Română. [...] MApN nu a reușit să ducă la bun sfârșit nicio achiziție majoră de tehnică militară în 2018, în ciuda alocării unui procent de 2% din PIB pentru apărare.", DECLARAȚII Aparare,Parțial Adevărat,1,"The first great feat of the Dăncilă Government after our country took over the presidency of the EU Council is the suspension of the corvette acquisition procedure for the Romanian Army. [...] The Ministry of National Defense failed to complete any major acquisition of military equipment in 2018, despite allocating 2% of GDP for defense. ",big,Justitie,yes
517, Liviu Dragnea,"„Ce corupție? Un antemergător folosit de procurorul general Nițu? Dosarul Liei Olguța Vasilescu? Îndemnul meu de a cere românilor să meargă la referendum? Dosare construită pe probe falsificate, denunțuri obținute prin șantaj, înregistrări contrafăcute? [...] Am văzut însă că Adrian Năstase a fost condamnat pentru prejudiciu zero.", DECLARAȚII Justitie,Fals,3,"""What corruption?"" A forerunner used by Attorney General Nițu? The file of Lia Olguța Vasilescu? My urge to ask Romanians to go to the referendum? Files built on forged evidence, blackmail allegations, counterfeit records? [...] I saw, however, that Adrian Năstase was convicted of zero damage. ",big,Justitie,yes
519, Tudorel Toader,"Cristian Preda îmi cere să opresc procedura de extrădare a unui jurnalist turc! În condiţiile legii, procedura extrădării este de competenţa organelor judiciare. Autorul solicitării nu cunoaşte acest aspect elementar?  PS:  Nu cred că autorul solicitării îmi cere să încalc independenţa autorităţii judiciare. Nu cred că autorul solicitării are cunoştinţă de cazuri în care ministrul Justiţiei a stopat proceduri judiciare", DECLARAȚII Justitie,Parțial Adevărat,1,"Cristian Preda asks me to stop the extradition procedure of a Turkish journalist! Under the law, the extradition procedure is within the competence of the judicial bodies. Does the author of the request not know this basic aspect? PS: I do not think that the author of the request asks me to violate the independence of the judiciary. I do not think that the author of the request is aware of cases in which the Minister of Justice has stopped judicial proceedings. ",big,Justitie,yes
520, Tudorel Toader,"Proiectul de lege [n.r. privind recursul compensatoriu] a fost inițiat sub guvernarea anterioară. CSM a considerat faptul că pentru a fi efective, cele 3 zile pot fi considerate ca fiind efectiv executate, în locul unui beneficiu la liberarea condiționată. Parlamentul și-a însușit propunerea venită de la CSM [...]  Legea a fost adoptată la data de 14 iulie 2017, a fost publicată în Monitorul Oficial din data de 18 iulie 2017 și a intrat în vigoare la data de 21 iulie 2017. Studiul de impact se face în procedura de legiferare și nu în faza de aplicare a legii.", DECLARAȚII Justitie,Parțial Fals,2,"The draft law [n.r. on the countervailing appeal] was initiated under the previous government. The SCM considered that in order to be effective, the 3 days can be considered as effectively executed, instead of a conditional release benefit. The Parliament adopted the proposal from the SCM [...] The law was adopted on July 14, 2017, was published in the Official Gazette on July 18, 2017 and entered into force on July 21, 2017. The impact study is done in the legislative procedure and not in the application phase of the law. ",big,Justitie,yes
528, Liviu Dragnea,"„Tocmai că una dintre recomandările Comisiei de la Veneția se referă la modificarea procedurii de pensionare a magistraților, care a fost introdusă în lege la solicitarea CSM cu care noi am fost de acord și acum suntem în situația în care s-a prorogat prin ordonanță și să vedem cum facem, dacă să ținem cont mai mult de recomandările CSM sau ale Comisiei de la Venetia.”", DECLARAȚII Justitie,Adevărat,0,"""It is precisely that one of the recommendations of the Venice Commission refers to the modification of the procedure for the retirement of magistrates, which was introduced in the law at the request of the SCM with which we agreed and now we are in the situation where it was extended by ordinance and see how to do it, if we take more into account the recommendations of the SCM or the Venice Commission. "" ",big,Justitie,yes
529, Liviu Dragnea,"„De asemenea, Curtea Constituțională a zis în decizia respectivă că este evidentă utilitatea acestei secții [n.r. pentru investigarea infracțiunilor din justiție]”", DECLARAȚII Justitie,Parțial Fals,2,"""Also, the Constitutional Court said in that decision that the usefulness of this section is obvious [n.r. for the investigation of criminal offenses] "" ",small,Justitie,yes
530, Florin Iordache,"În ceea ce privește cel de-al doilea raport care vizează legile justiției, nu s-a luat în discuție OUG 92, singura observație a fost că această ordonanță a ajuns foarte târziu, urmând ca în perioada următoare să operăm modificările în consecință. Singura observație față de raportul preliminar din vară a fost aceea că o serie de greșeli au fost corectate, cum a fost cea cu netemeinicia, care a fost o dezinformare a Comisiei de la Veneția.", DECLARAȚII Justitie,Fals,3,"Regarding the second report on the laws of justice, GEO 92 was not discussed, the only observation was that this ordinance arrived very late, and in the next period we will make changes accordingly. The only comment on the preliminary report in the summer was that a number of mistakes had been corrected, such as the unfounded one, which was a misinformation of the Venice Commission. ",big,Justitie,yes
532, Florin Iordache,"„Sunt câteva chestiuni care vizează mai multe aspecte. Chestiunea cu pensionarea, cu CSM, cu membrii societății civile din CSM și revocarea membrilor CSM, toate se regăsesc în observațiile Comisiei de la Veneția”.", DECLARAȚII Justitie,Parțial Fals,2,"""It simply came to our notice then. The issue of retirement, with the SCM, with the members of the civil society from the SCM and the revocation of the SCM members, are all found in the observations of the Venice Commission ”. ",small,Justitie,yes
535, Liviu Dragnea,„Eu am văzut că s-a discutat că pentru România să se declanşeze procedurile de activare a articolului 7. De ce? Pentru că într-o lege au fost trecute mai multe amendamente care au fost solicitate de către asociaţiile de magistraţi sau de către CSM.’’, DECLARAȚII Justitie,Parțial Fals,2,"""I saw that it was discussed for Romania to start the procedures for activating Article 7. Why? Because in a law several amendments were passed that were requested by the associations of magistrates or by the SCM. "" ",big,Justitie,no
536, Liviu Dragnea,"Constantin Niţă care e în puşcărie acum, fostul ministru, în motivare s-a scris că 'da, nu avem probe că a luat mită, dar nici el nu a putut să demonstreze că nu a luat'. Astea înseamnă lovituri asupra statului de drept în România.", DECLARAȚII Justitie,Fals,3,"Constantin Niţă, who is now in prison, the former minister, wrote in his motivation that 'yes, we have no evidence that he took a bribe, but he also could not prove that he did not take it'. This means blows to the rule of law in Romania. ",big,Justitie,yes
537, Călin Popescu Tăriceanu,"„E o chestiune de opţiune politică, de alegere politică. (...) Controlul legitim este al Curţii Constituţionale. Comisia de la Veneţia nu dă decât o opinie. Şi în cazul acesta nu este o opinie juridică, ci este o opinie politică”", DECLARAȚII Justitie,Fals,3,"""It is a matter of political choice, of political choice. (...) The legitimate control belongs to the Constitutional Court. The Venice Commission gives only one opinion. And in this case it is not a legal opinion, but a political opinion "" ",big,Justitie,yes
538, Viorica Dăncilă,"“În ultimii 4 ani, peste 3.000 de magistrați au fost cercetați de DNA. Practic, jumătate dintre magistrații din România au avut, ani de zile, dosare, prin care, probabil, au fost influențați să dea soluții stabilite în afara sălii de judecată. Nu o spun doar eu, o spun cu multă îngrijorare asociațiile de magistrați din România.  Prin astfel de dosare contrafăcute, au fost înlăturați din funcție un judecător al Curții Constituționale, un vicepreședinte al Consiliului Superior al Magistraturii, patru judecători ai Înaltei Curți, mai mulți judecători de instanțe superioare, un procuror general, un șef de parchet superior. În final, toți au fost achitați sau dosarele au fost clasate. Dar ei au fost înlăturați!”", DECLARAȚII Justitie,Fals,3,"""In the last 4 years, over 3,000 magistrates have been investigated by DNA. Practically, half of the magistrates in Romania had, for years, files, through which, probably, they were influenced to give solutions established outside the courtroom. It's not just me who says it, the associations of magistrates in Romania say it with great concern. Through such counterfeit cases, a judge of the Constitutional Court, a vice-president of the Superior Council of Magistracy, four judges of the High Court, several judges of higher courts, a general prosecutor, a head of the superior prosecutor's office were removed from office. In the end, everyone was acquitted or the files were filed. But they were removed! ” ",big,Justitie,yes
540, Emilian Pavel,"„Nu ați făcut însă nicio referire la faptul că în toate rapoartele MCV din ultimii 10 ani, 11 ani de fapt, nu a apărut nici măcar un abuz. Un abuz menționat chiar și de doamna Grapini mai înainte cum ar fi cel menționat de președintele Curții Constituționale, Augustin Zegrean, un abuz care a fost comunicat comisiei MCV și care nu a apărut nicăieri.”", DECLARAȚII Justitie,Fals,3,"""However, you did not make any reference to the fact that in all the MCV reports of the last 10 years, 11 years in fact, there was not even an abuse. An abuse even mentioned by Ms. Grapini before, such as the one mentioned by the President of the Constitutional Court, Augustin Zegrean, an abuse that was communicated to the MCV commission and that did not appear anywhere. "" ",big,Justitie,yes
543, Liviu Dragnea,Vor să mă bage la puşcărie cu un complet făcut cu încălcarea legii., DECLARAȚII Justitie,Fals,3,They want to put me in jail with a complete violation of the law. ,small,Justitie,yes
544, Liviu Dragnea,"„Şi acum am fost condamnat (n.r. în dosarul angajărilor fictive de la Direcţia Generale de Asistenţă Socială şi Protecţie a Copilului Teleorman) - se spune acolo într-adevăr că nu sunt probe, se spune acolo că într-adevăr cele două doamne au spus că nu le-am intimidat, nu le-am influenţat, nu le-am instigat eu să le ţină la serviciu pe cele două, dar există studii sociologice sau psihologice, nu mai ţin minte exact, pe care s-au bazat. Adică eu sunt condamnat la închisoare pe baza unui studiu psihologic… sau sociologic, nu pe probe.”", DECLARAȚII Justitie,Fals,3,"""And now I have been convicted (no in the case of fictitious employment from the General Directorate of Social Assistance and Child Protection Teleorman) - it is said there that there is no evidence, it is said that the two ladies did say that I did not intimidate them, I did not influence them, I did not instigate them to keep the two at work, but there are sociological or psychological studies, I do not remember exactly, on which they were based. That is, I am sentenced to prison on the basis of a psychological or sociological study, not on evidence. "" ",big,Justitie,yes
560, Claudiu Nasui,„Trebuie să existe dialog între putere și opoziție. Știți câte amendamente ale opoziției au trecut pentru codul penal sau pentru codul de procedură penală?  Zero! Ăsta este nivelul dialogului.” , DECLARAȚII Justitie,Parțial Fals,2,"""There must be a dialogue between the power and the opposition. Do you know how many amendments the opposition has passed to the criminal code or the code of criminal procedure? Zero! That is the level of dialogue. "" ",small,Justitie,no
561, Petre Florin Manole,"„Pe codul penal, pe ultima formă, a trecut un amendament, cel puțin de unul știu eu, de la opoziție. Dar, pentru care, eu o să mă bat să fie eliminat de nu se poate: criminalizarea cerșetoriei. Vă spun și al cui a fost. A fost al domnului Roman de la PNL. (...) Spunea că pentru cerșetorie nu mai poți primi amendă, primești direct închisoare. Este o o aberație și așa ceva nu trebuie să rămână.”  (minutul 01.03.50)", DECLARAȚII Justitie,Fals,3,"""On the criminal code, on the last form, an amendment passed, at least one I know, from the opposition. But for which, I will fight to be eliminated by the impossible: the criminalization of begging. I'll tell you whose it was. It belonged to Mr. Roman from PNL. (...) He said that you can no longer receive a fine for begging, you receive direct imprisonment. It's an aberration and it doesn't have to be that way. "" (minute 01.03.50) ",big,Justitie,yes
566, Eugen Nicolicea,"În prezent este în vigoare raportul privind standardele europene privind independenţa sistemului judiciar, adoptat de Comisia de la Veneţia, document oficial, nu un draft, ce aveţi acum. Documentul pe care îl prezintă acum e un draft care nu poate să bată ceea ce au votat data trecută decât dacă vor schimba acel raport.", DECLARAȚII Justitie,Fals,3,"The report on European standards on the independence of the judiciary, adopted by the Venice Commission, is currently in force, an official document, not a draft, which you have now. The document he is presenting now is a draft that cannot beat what they voted for last time unless they change that report. ",big,Justitie,yes
568, Florin Iordache,"Comisia de la Veneţia a lăudat „separaţia carierelor"" judecătorilor de a procurorilor, prin transferarea competenţelor de numiri de la plen la cele două secţii ale CSM. [...] O altă modificare contestată, dar lăudată de Comisia de la Veneţia, a fost scoaterea Preşedintelui din procedura de numire la conducerea Înaltei Curţi de Casaţie si Justiţie”", DECLARAȚII Justitie,Parțial Fals,2,"The Venice Commission praised the ""separation of careers"" of judges from prosecutors, by transferring the powers of appointment from the plenary to the two sections of the SCM. [...] Another change contested, but praised by the Venice Commission, was removal of the President from the appointment procedure to the leadership of the High Court of Cassation and Justice "" ",big,Justitie,yes
569, Călin Popescu Tăriceanu,"Am auzit că Viorica Dancilă a avut o discuție cu Juncker și cu Timmermans, în care i-a intrebat: „Spuneți-mi, în Luxemburg avem abuz în serviciu?"" „Nu."" „În Olanda, domnul Timmermans, avem abuz în serviciu?” „Nu avem!"" „În Germania?"" „Nu!” „A, ok!”", DECLARAȚII Justitie,Fals,3,"I heard that Viorica Dancilă had a discussion with Juncker and Timmermans, in which she asked him: ""Tell me, do we have abuse of office in Luxembourg?"" ""No."" ""In the Netherlands, Mr. Timmermans, do we have abuse of office?"" ""We don't have!"" ""In Germany?"" ""Not!"" ""Oh, okay!"" ",big,Justitie,yes
570, Viorica Dăncilă,"„Legile justiţiei, Codul Penal, Codul de procedură penală sunt de fapt legi interne care nu afectează statul de drept. Nu aş vrea ca MCV-ul să aibă în vedere aceste aspecte.”", DECLARAȚII Justitie,Fals,3,"""The laws of justice, the Criminal Code, the Code of Criminal Procedure are in fact domestic laws that do not affect the rule of law. I would not want MCV to consider these issues. "" ",small,Justitie,yes
571, Cătălin Rădulescu,Nu cred că a existat în practică ca un funcționar public care a făcut abuz a făcut pentru un prieten., DECLARAȚII Justitie,Fals,3,I don't think there was in practice that a public servant who abused did for a friend. ,small,Justitie,no
572, Liviu Pop,Nu există nici o prevedere din Codul Penal care să-i servească preşedintelui Liviu Dragnea, DECLARAȚII Justitie,Fals,3,There is no provision in the Criminal Code that would serve President Liviu Dragnea ,small,Justitie,no
581, Cătălin Rădulescu,"„Eu susţin că atât timp cât în Europa abuzul în serviciu e dezincriminat, a condamna un om pe abuz în serviciu mi se pare o chestie destul de nelalocul ei.""", DECLARAȚII Justitie,Fals,3,"""I argue that as long as abuse of office in Europe is decriminalized, convicting a person of abuse of office seems to me a rather inappropriate thing."" ",small,Justitie,yes
583, Marius Budai,"Nu ne dorim aprobarea codurilor prin ordonanţă de urgenţă, dar ne dorim să evităm acea amendă de două miliarde de Euro pe care noi, românii, o vom putea plăti în cazul în care nu vom transpune directiva europeană în aceste coduri. [...]", DECLARAȚII Justitie,Fals,3,"We do not want the approval of the codes by emergency ordinance, but we want to avoid that fine of two billion Euros that we, the Romanians, will be able to pay in case we do not transpose the European directive in these codes. [...] ",big,Justitie,no
593, Călin Popescu Tăriceanu,"Sunt ţări în care nu există această prevedere de abuz în serviciu. Să ţinem cont de faptul că această prevedere este o moştenire din perioada comunistă şi stalinistă şi să facem un Cod penal care să fie modern, comparabil cu prevederile care se regăsesc la nivel european", DECLARAȚII Justitie,Parțial Fals,2,"There are countries where there is no provision for abuse of office. Let us take into account the fact that this provision is a legacy from the communist and Stalinist period and make a penal Code that is modern, comparable to the provisions found at European level. ",big,Justitie,no
