,source,text,type,category,label,English,text_size,subject,contains_name
30, Gabriel Mutu,"„Reabilitarea termică este un program îndelung așteptat de locuitorii sectorului 6. În ultimele 18 luni, peste 20.000 de apartamente au fost reabilitate termic.”", DECLARAȚII Social,Trunchiat,2,"""Thermal rehabilitation is a long-awaited program for residents of Sector 6. In the last 18 months, more than 20,000 apartments have been thermally rehabilitated."" ",small,Economie,yes
31, Cătălin Drulă,"„Înțeleg că președintele Iohannis merge azi la o plimbare cu trenul până la aeroport.  Dincolo de evenimentul electoral, problema acestei investiții de 80 de mil de euro este că riscă să fie foarte puțin folosită dacă frecvența trenurilor va rămâne de 1 pe oră.”", DECLARAȚII Transport,Adevărat,0,"""I understand that President Iohannis is going for a train ride to the airport today. Beyond the election event, the problem with this 80 million euro investment is that it risks being used very little if the frequency of trains remains at 1 per hour. "" ",big,Economie,yes
32, Lucian Bode,„Avem o reţea extinsă de cale ferată – 11.000 de kilometri – una dintre cele mai extinse la nivel european.”, DECLARAȚII Transport,Trunchiat,2,"""We have an extensive railway network - 11,000 kilometers - one of the largest in Europe."" ",small,Economie,yes
33, Florin Câțu,"„Rata inflației a scăzut în fiecare lună în guvernarea PNL. Comparativ cu guvernarea socialistă, rata inflației a crescut de la 0 la 5,4, deci avem acum cea mai mică rată a inflației din octombrie 2017 și până astăzi.”", DECLARAȚII Economie,Parțial Adevărat,1,"""The inflation rate has decreased every month in the PNL government. Compared to the socialist government, the inflation rate has risen from 0 to 5.4, so we now have the lowest inflation rate since October 2017 and to this day. ” ",big,Economie,yes
38, Cristina Prună,"„Un proiect semnat de Florin Roman, liderul grupului PNL, prin care se introduc noi privilegii pentru membrii Consiliului de Supraveghere ASF este pe ordinea de zi a Camerei Deputaților. Adică pentru cei care au deja salarii de peste 10.000 de euro pe lună. Ce se dorește prin acest proiect? Se introduc diurne și decontarea cheltuielilor pentru politrucii care nu au domiciliul în București. E simplu să îți muți domiciliul și să beneficiezi de aceste privilegii.”", DECLARAȚII Finante,Adevărat,0,"""A project signed by Florin Roman, the leader of the PNL group, which introduces new privileges for the members of the ASF Supervisory Board is on the agenda of the Chamber of Deputies. That is, for those who already have salaries of over 10,000 euros per month. What is wanted through this project? The daily allowance is also introduced for the settlement of expenses for politicians who are not domiciled in Bucharest. It's easy to move home and enjoy these privileges. ” ",big,Economie,yes
39, Marcel Ciolacu,„Niciun municipiu reşedinţă de judeţ condus de un primar PSD nu a primit niciun ban.”, DECLARAȚII Finante,Fals,3,"""No county seat municipality led by a PSD mayor has received any money."" ",small,Economie,yes
42, Dominic Samuel Fritz,"„Nicolae Robu s-a gândit să vă facă o bucurie înainte de alegerile din 27 septembrie și să mai cumpere încă 1000 de semafoare. Ceea ce ne duce la un număr de 4000 de semafoare, de vreo 4 ori mai mare decât în Cluj.”", DECLARAȚII Transport,Adevărat,0,"""Nicolae Robu thought of making you happy before the September 27 elections and to buy another 1000 traffic lights. Which leads us to a number of 4,000 traffic lights, about 4 times higher than in Cluj. "" ",big,Economie,yes
43, Nicușor Dan,„În Sectorul 6 [...] avem cele mai puține creșe din București. Doar trei creșe la o populație de sute de mii de locuitori.”, DECLARAȚII Social,Parțial Adevărat,1,"""In Sector 6 [...] we have the fewest nurseries in Bucharest. Only three nurseries for a population of hundreds of thousands of inhabitants. "" ",small,Economie,yes
48, Florin Roman,"„Știați că Emil Boc a desființat pensiile speciale în mandatul său de premier, dar guvernele PSD și majoritățile controlate de PSD din Parlament le-au reintrodus începând cu cu 2015?”", DECLARAȚII Social,Adevărat,0,"""Did you know that Emil Boc abolished special pensions during his term as prime minister, but the PSD governments and the PSD-controlled majorities in Parliament have reintroduced them since 2015?"" ",small,Economie,yes
51, Cătălin Drulă,„CONTINUAREA de la Eroilor spre Universitate și mai departe până la Iancului și Pantelimon a fost ABANDONATĂ ANI DE-A R NDUL. Abia în iunie 2019 a fost lansată licitația pentru proiectarea secțiunii Eroilor-Iancului. Și nu este finalizată nici azi.”, DECLARAȚII Transport,Adevărat,0,"„THE CONTINUATION from the Heroes to the University and further to Iancului and Pantelimon was ABANDONED YEARS AGO. Only in June 2019 was launched the tender for the design of the Heroes-Ianc section. And it's not finished today either. "" ",big,Economie,yes
55, Florin Câțu,"„Au fost crescute pensiile cu cea mai mare sumă pe care a făcut-o vreodată un Guvern""", DECLARAȚII Finante,Trunchiat,2,"""Pensions have been raised by the largest amount a government has ever made"" ",small,Economie,no
56, Tamara Ciofu,"„Din păcate, Guvernul liberal nu este deloc interesat de faptul că cel puţin 2 milioane de cetăţeni din populaţia României nu este înscrisă în sistemul de asigurări sociale de sănătate”", DECLARAȚII Finante,Parțial Adevărat,1,"""Unfortunately, the Liberal Government is not at all interested in the fact that at least 2 million citizens of the Romanian population are not enrolled in the social health insurance system"" ",small,Economie,yes
58, Florin Câțu,"„A doua veste bună, în iulie câștigul salarial mediu nominal net a crescut cu 8,1% față de iulie 2019.”", DECLARAȚII Social,Adevărat,0,"""The second good news is that in July, the average net nominal earnings increased by 8.1% compared to July 2019."" ",small,Economie,no
60, Mara Mareș,"„(...)ministrul PSD, Eugen Teodorovici, avertiza propriul Guvern în octombrie 2019 că nu pot fi mărite pensiile cu 40% și în același timp să se încadreze în ținta de deficit de 3%, impusă de Comisia Europeană.”", DECLARAȚII Social,Adevărat,0,"""(...) the PSD minister, Eugen Teodorovici, warned his own Government in October 2019 that pensions cannot be increased by 40% and at the same time to fall within the 3% deficit target imposed by the European Commission."" ",big,Economie,yes
62, Dragos Benea,"„Județul Bacău - locul 1 în Moldova la absorbția de fonduri europene, în intervalul 2014 - 2020”", DECLARAȚII Finante,Fals,3,"""Bacau County - 1st place in Moldova in the absorption of European funds, between 2014 - 2020"" ",small,Economie,no
64, Mircea Dobre,"„Ministrul Economiei, interpretând cu 'maxim profesionalism' datele de la Institutul Naţional de Statistică: sosirile turiştilor în unităţile de profil din România au scăzut cu 44,4% în iulie, iar înnoptările cu 44,7%”", DECLARAȚII Turism,Adevărat,0,"""The Minister of Economy, interpreting with 'maximum professionalism' the data from the National Institute of Statistics: the arrivals of tourists in the profile units in Romania decreased by 44.4% in July, and the overnight stays by 44.7%"" ",small,Economie,yes
65, Victor Ponta,"„Ludovic Orban tocmai a dat 1,3 miliarde de RON (300 milioane EURO) din Buget pentru “acoperirea nevoilor urgente ale administrațiilor locale”", DECLARAȚII Finante,Adevărat,0,"""Ludovic Orban has just given RON 1.3 billion (EUR 300 million) from the Budget for"" covering the urgent needs of local administrations "" ",small,Economie,no
70, Mugur Cozmanciuc,"„Din cauza administrației social-democrate, județul nostru (n.r. județul Neamț) se situează pe locul 41 în ceea ce privește absorbția fondurilor europene.”", DECLARAȚII Finante,Fals,3,"""Due to the social-democratic administration, our county (n.r. Neamț county) ranks 41st in terms of absorption of European funds."" ",small,Economie,no
71, George Șișcu,"„Majorarea pensiilor asigurată de guvernul PNL este mai mare decât a fost în stare PSD să asigure în perioada de creștere economică, când s-a aflat la guvernare și nu s-a confruntat cu o criză sanitară mondială, cu impact economic.”", DECLARAȚII Finante,Fals,3,"""The increase in pensions provided by the PNL government is higher than the PSD was able to ensure during the period of economic growth, when it was in power and did not face a global health crisis, with economic impact."" ",big,Economie,yes
74, Lucian Bode,"„În cele peste 9 luni de mandat am reușit să dăm ordinul de începere a peste 100 de km de autostrăzi, drumuri expres, variante ocolitoare.”", DECLARAȚII Transport,Fals,3,"""In the more than 9 months of our mandate, we managed to give the order to start over 100 km of highways, express roads, detours."" ",small,Economie,no
75, Călin Popescu Tăriceanu,„În perioada mandatului meu (…) pensiile s-au dublat și salariile au crescut cu 60%.”, DECLARAȚII Social,Parțial Adevărat,1,"""During my term (…) pensions doubled and salaries increased by 60%."" ",small,Economie,no
78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans "" ",small,Economie,no
79, Marian Oprișan,",,Prin acest ordin ( 3519/29 iulie 2020 ), valoarea de înlocuire pe metru pătrat a locuințelor ANL a fost stabilită, pentru 2020, la 2.996,00 lei/mp față 1.916,42 lei/mp cât era în 2019.”", DECLARAȚII Social,Trunchiat,2,"""By this order (3519/29 July 2020), the replacement value per square meter of ANL dwellings was set, for 2020, at 2,996.00 lei / sqm compared to 1,916.42 lei / sqm as it was in 2019."" ",big,Economie,yes
80, Victor Ponta,"„Am fost singurii care am votat în luna Martie împotriva acestui Guvern Orban PNL - daca este nevoie, vom lupta singuri mai departe!“", DECLARAȚII Social,Fals,3,"""We were the only ones who voted in March against this Orban PNL Government - if necessary, we will fight on our own!"" ",small,Economie,yes
81, Sorinel-Marian Vrăjitoru,"„Executivul nu mai poate da vina pe pandemie. La rectificarea din aprilie, cand s-a reconfigurat bugetul, ca urmare a pandemiei, Guvernul prevazuse banii pentru majorarea cu 40%.”", DECLARAȚII Social,Adevărat,0,"""The executive can no longer blame the pandemic. At the rectification in April, when the budget was reconfigured, as a result of the pandemic, the Government had provided the money for the increase by 40%. "" ",small,Economie,yes
88, Florin Câțu,„Romania a avut a doua cea mai mare creștere economică pe primul trimestru din 2020 (n.r. din UE)”, DECLARAȚII Economie,Adevărat,0,"""Romania had the second highest economic growth in the first quarter of 2020 (n.r. in the EU)"" ",small,Economie,yes
95, Ștefan Radu Oprea,"„Eurostat arată că România este pe locul 2 la explozia datoriei în primele 6 luni, chiar dacă în primele trei luni ale anului nu s-au manifestat efectele crizei COVID”", DECLARAȚII Finante,Trunchiat,2,"""Eurostat shows that Romania is on the 2nd place to the debt explosion in the first 6 months, even if in the first three months of the year the effects of the COVID crisis did not manifest"" ",small,Economie,no
97, Carmen Avram,"„România este statul care a dat cel mai mic sprijin financiar pentru redresare economică: 3% din PIB. Prin comparație, celălalt guvern Orban a oferit ungurilor 18% din PIB, Cehia - 14%, Austria – 13%.”", DECLARAȚII Economie,Parțial Adevărat,1,"""Romania is the state that gave the lowest financial support for economic recovery: 3% of GDP. By comparison, the other Orban government gave the Hungarians 18% of GDP, the Czech Republic - 14%, Austria - 13%. "" ",small,Economie,yes
98, Florin Câțu,„În guvernarea de tristă amintire din perioada 2017-2019 România a avut cea mai mare rată a inflației din UE TREI ANI LA RAND. Rata inflației a depășit 5%.”, DECLARAȚII Economie,Fals,3,"""In the government of sad memory from 2017-2019, Romania had the highest inflation rate in the EU THREE YEARS IN A ROW. The inflation rate has exceeded 5%. "" ",small,Economie,yes
99, Angel Tâlvăr,"„Un studiu al OMS relevă faptul că 1 din 10 medicamente vândute în ţările cu putere de cumpărare scăzută sau medie sunt fie falsificate, fie de calitate slabă, medicamente care nu doar că nu tratează sau previn eficient bolile, dar pot fi şi nocive sănătăţii celor care le folosesc.”", DECLARAȚII Economie,Adevărat,0,"""A WHO study reveals that 1 in 10 medicines sold in low- and middle-income countries are either counterfeit or of poor quality, drugs that not only do not effectively treat or prevent disease, but can also be harmful to human health. who use them. ” ",big,Economie,yes
100, Brigitte Clotilde Armand,"„ Știți ce înseamnă «Amenajare plantații de aliniament»? Țineți-vă bine: 60 de km de garduri personalizate cu sigla S1 în Cartierul Chitila, respectiv 100 de km garduri în Cartierul Bucureștii Noi. (...) Primarul PSD de la Sectorul 1 vrea să cheltuiască 69.600.000 RON RON pentru... garduri. Am reușit să oprim proiectul însă s-ar putea să revină pe Ordinea de Zi în următoarea ședință de Consiliu.”", DECLARAȚII Finante,Parțial Adevărat,1,"""Do you know what 'alignment plantation arrangement' means?"" Keep in mind: 60 km of custom fences with the S1 logo in the Chitila neighborhood, respectively 100 km of fences in the New Bucharest neighborhood. (...) The PSD mayor from Sector 1 wants to spend RON 69,600,000 RON for ... fences. We managed to stop the project but it could return to the Agenda in the next Council meeting. "" ",big,Economie,yes
101, Nicolae Giugea,"„Nu ştiu câţi cunosc faptul că, de pildă, în Municipiul Craiova firma lui Dragnea, Teldrum, protejată ani la rândul de Olguţa Vasilescu şi de toată baronimea PSD, continuă să pună petice pe străzile pe care tot această firmă cică le-ar fi modernizat cu câţiva ani în urmă.”", DECLARAȚII Finante,Adevărat,0,"""I don't know how many know that, for example, in Craiova, Dragnea's company, Teldrum, protected for years by Olguţa Vasilescu and all the PSD baroness, continues to put patches on the streets that this company would have modernized a few years ago. ” ",big,Economie,yes
102, Klaus Iohannis,„PNL a fost primul care a propus anul trecut dublarea alocațiilor.”, DECLARAȚII Social,Adevărat,0,"""PNL was the first to propose doubling the allowances last year."" ",small,Economie,yes
104, Dumitru Oprea,"„România mai primeşte 33,5 miliarde de euro din pachetul de redresare economică a UE, ca urmare a crizei Covid-19. Circa jumătate sunt nerambursabili, iar cealaltă parte vor putea fi contractaţi sub formă de împrumuturi garantate de Comisia Europeană. Suma (alocată României pentru bugetul din perioada 2021-2027) este, fără îndoială, cea mai mare pe care o are la dispoziţie România de la aderarea la Uniunea Europeană, în 2007.”", DECLARAȚII Finante,Adevărat,0,"""Romania still receives 33.5 billion euros from the EU's economic recovery package, as a result of the Covid-19 crisis. About half are non-repayable and the other part can be contracted in the form of loans guaranteed by the European Commission. The amount (allocated to Romania for the budget from 2021-2027) is, without a doubt, the largest that Romania has had since joining the European Union in 2007. "" ",big,Economie,yes
105, Vlad Voiculescu,"„Asociația Yes For Future – Da Pentru Viitor a fost înființată în data de 19 februarie 2020. Cu toate acestea, în data de 31.01.2020, Daniel Florea solicită aprobarea Consiliului Local Sector 5, iar acesta se supune, pentru un parteneriat ce presupune transferul către această asociație inexistentă, a sumei de 471.500 lei ”", DECLARAȚII Finante,Trunchiat,2,"„The association Yes For Future - Yes For The Future was established on February 19, 2020. However, on 31.01.2020, Daniel Florea requests the approval of the Local Council of Sector 5, and it submits, for a partnership that involves the transfer to this non-existent association, of the amount of 471,500 lei ” ",big,Economie,yes
109, Mihai Fifor,"„S-au convenit alocări preferențiale suplimentare din fondurile de coeziune pentru Cehia - 1 miliard de euro, Germania – 500 de milioane de euro, Slovenia - 300 de milioane de euro, Belgia – 200 de milioane, Cipru și Finanda – câte 100 de milioane de euro.”", DECLARAȚII Finante,Fals,3,"""Additional preferential allocations from cohesion funds have been agreed for the Czech Republic - 1 billion euros, Germany - 500 million euros, Slovenia - 300 million euros, Belgium - 200 million, Cyprus and Finland - 100 million each Of euro."" ",big,Economie,no
110, Radu Preda,"„Realitatea din teren arătat că în plină stare de urgență numărul transporturilor ilegale de lemn s-a dublat față de anul trecut. [...] Oficial, pe baza datelor ministerului de Interne, s-a dublat numărul transporturilor ilegale de lemn sesizate la 112 față de perioada similară a anului trecut. [...] O treime – 33% - din transporturile verificate s-au dovedit ilegale, în martie 2020, față de o șesime – 16% - anul trecut.”", DECLARAȚII Finante,Adevărat,0,"""The reality on the ground showed that in the midst of a state of emergency, the number of illegal timber shipments doubled compared to last year. [...] Officially, based on data from the Ministry of Interior, the number of illegal timber shipments reported doubled to 112 compared to the same period last year. [...] One third - 33% - of the verified transports proved illegal, in March 2020, compared to one sixth - 16% - last year. "" ",big,Economie,yes
119, Marcel Ciolacu,",,Autostrada Sibiu-Pitești - 3 din 5 loturi scoase la licitație în guvernarea PSD, pe un lot se lucrează efectiv de anul trecut”", DECLARAȚII Transport,Trunchiat,2,",, Sibiu-Pitești Highway - 3 out of 5 lots put up for auction in the PSD government, one lot has actually been worked on since last year ” ",small,Economie,yes
120, Rareș Bogdan,„(...)mi s-a spus că 60 de milioane de euro pe lună vin din impozitele la aceste păcănele.”, DECLARAȚII Finante,Fals,3,"""(...) I was told that 60 million euros a month come from taxes on these pecans."" ",small,Economie,no
121, Eugen Tomac,"„Domnul preşedinte [Băsescu] a fost cel care a creat tramvaiul 41, a fost cel care a creat Podul Basarab, a modernizat din punct de vedere al infrastructurii tot oraşul.”", DECLARAȚII Transport,Trunchiat,2,"""Mr. President [Băsescu] was the one who created tram 41, he was the one who created the Basarab Bridge, he modernized the whole city in terms of infrastructure."" ",small,Economie,no
127, Florin Câțu,"„Anul acesta, în primele 5 luni ale anului, au fost cheltuite 13,1 miliarde de lei pentru investiţii, ceea ce reprezintă cea mai mare sumă alocată investiţiilor în ultimii 10 ani de zile.”", DECLARAȚII Economie,Trunchiat,2,"""This year, in the first 5 months of the year, 13.1 billion lei were spent on investments, which is the largest amount allocated to investments in the last 10 years."" ",small,Economie,no
128, Adrian Oros,"„Dacă ne referim doar la reabilitarea infrastructurii principale de irigații, trebuie să reamintesc că s-au alocat în cei trei ani - în care trebuia să reabiliteze peste două milioane de hectare cu un miliard de euro - doar 529 de milioane de lei. (...) Fostul ministru (Petre Daea - n.r.) mi-a spus că mi-a dat la cheie 840.000 de hectare. Nu s-a întâmplat acest lucru”", DECLARAȚII Agricultura,Parțial Adevărat,1,"""If we refer only to the rehabilitation of the main irrigation infrastructure, I must remind that only 529 million lei were allocated in the three years - in which it had to rehabilitate over two million hectares with one billion euros. (...) The former minister (Petre Daea - n.r.) told me that he gave me 840,000 hectares. This did not happen. "" ",big,Economie,yes
132, Marcel Ciolacu,"„În schimb, pentru agricultura românească singura lor grijă a fost contestarea la Curtea Constituțională a Legii PSD prin care sute de mii de fermieri ar fi primit despăgubiri pentru culturile compromise de secetă! Asta după ce i-au trimis pe români să se îmbolnăvească peste hotare la muncă pentru agricultura altora!”", DECLARAȚII Agricultura,Adevărat,0,"""Instead, for the Romanian agriculture, their only concern was the contestation at the Constitutional Court of the PSD Law by which hundreds of thousands of farmers would have received compensations for the crops compromised by drought! This is after they sent the Romanians to get sick abroad to work for the agriculture of others! ” ",big,Economie,yes
140, Victor Ponta,„ 1 Iunie 2020 – Președintele Iohannis a promulgat noua Lege privind dublarea alocațiilor pentru copii/ Prim-ministrul Ludovic Orban NU alocă banii și NU plătește niciun leu copiilor (în timp ce trage la Guvern un chef cu whiskey și tigari scumpe)!”, DECLARAȚII Social,Trunchiat,2,"""June 1, 2020 - President Iohannis promulgates the new Law on doubling child allowances / Prime Minister Ludovic Orban does NOT allocate money and does NOT pay any money to children (while throwing a whiskey and expensive cigarettes at the Government)!"" ",big,Economie,yes
142, Ștefan Radu Oprea,„Am protejat populația prin plafonarea prețului gazelor pentru consumatorul final prin OUG 114. Primele măsuri pe care le-au luat liberalii au fost să modifice OUG 114 și să elimine taxarea companiilor din energie.”, DECLARAȚII Energie,Fals,3,"""We protected the population by capping the price of gas for the final consumer through GEO 114. The first measures taken by the Liberals were to amend GEO 114 and eliminate the taxation of energy companies."" ",small,Economie,yes
143, Marcel Ciolacu,"„Astăzi au anunţat că se redeschid jocurile de noroc, păcănelele. Vă spun eu realitatea: unul dintre consilierii personali ai lui Ludovic Orban are afaceri cu păcănele. Este informaţie categorică, nu sigură.”", DECLARAȚII Mediu de afaceri,Trunchiat,2,"""Today they announced the reopening of gambling, the tricks. Let me tell you the truth: one of Ludovic Orban's personal advisers has business with pecans. It's categorical information, not reliable. "" ",small,Economie,yes
144, Petre Florin Manole,"„Cîțu spune că PSD a distrus puterea de cumpărare, Eurostat îl contrazice și confirmă creșterea.”", DECLARAȚII Economie,Adevărat,0,"""Cîțu says that PSD has destroyed the purchasing power, Eurostat contradicts it and confirms the growth."" ",small,Economie,yes
145, Marcel Ciolacu,"„Ei (n.r. guvernul PNL) au venit și au schimbat toți șefii de spital. Pe urmă, au venit cu starea de alertă (...). Era clar ceva organizat, o infracţiune bine pusă la punct şi cu un lanţ bine definit.”", DECLARAȚII Economie,Trunchiat,2,"""They (n.r. the PNL government) came and changed all the hospital chiefs. Then they came with the state of alert (...). It was clearly something organized, a well-developed crime with a well-defined chain. "" ",big,Economie,yes
146, Ludovic Orban,"„Într-o perioadă foarte scurtă de timp, de șase luni şi ceva, noi am reușit să absorbim fonduri europene în valoare de două miliarde de euro. Trebuie comparate aceste șase luni cu cei șase ani în care noi nu am fost la guvernare și în care s-au absorbit 6 miliarde.”", DECLARAȚII Finante,Fals,3,"""In a very short period of time, six months or so, we managed to absorb European funds worth two billion euros. We need to compare these six months with the six years in which we have not been in power and in which 6 billion have been absorbed. "" ",big,Economie,no
151, Nicolae Georgescu,"„În plină pandemie, Guvernul şi-a bătut joc de persoanele cu handicap, de programatori şi de constructori! (...) categoriile de angajaţi menţionate mai sus au fost puse să plătească impozit pe şomajul tehnic, deşi Codul Fiscal le acorda scutiri.”", DECLARAȚII Finante,Adevărat,0,"""In the midst of a pandemic, the Government has made fun of people with disabilities, programmers and builders! (...) the categories of employees mentioned above have been required to pay tax on technical unemployment, although the Fiscal Code grants them exemptions. ” ",big,Economie,yes
152, Lia Olguța Vasilescu,"„[...] am fost singurul guvern, cel din 2017, care a pus frână creșterii pensiilor speciale, prin PLAFONAREA lor.""", DECLARAȚII Social,Trunchiat,2,"""[...] I was the only government, the one in 2017, that stopped the growth of special pensions, by CEILING them."" ",small,Economie,yes
155, Cristina Prună,"„În timp ce pensia medie a unui român este în jur de 1300 de lei pe lună după 35 de ani de muncă, foștii deputați și senatori primesc pensii speciale în medie de aproape 6000 lei/lună.”", DECLARAȚII Social,Parțial Adevărat,1,"""While the average pension of a Romanian is around 1300 lei per month after 35 years of work, former deputies and senators receive special pensions on average of almost 6000 lei / month."" ",big,Economie,yes
157, Marcel Ciolacu,",,În cele 7 luni de guvernare, Cîțu a împrumutat peste 84,5 miliarde de lei: 12,5 miliarde în noiembrie și decembrie 2019, iar 72 de miliarde în cele 5 luni din acest an. Este aproape cât împrumutul luat de la FMI și Comisia Europeană în criza din 2009-2010.’’", DECLARAȚII Finante,Trunchiat,2,",, In the 7 months of government, Cîțu borrowed over 84.5 billion lei: 12.5 billion in November and December 2019, and 72 billion in the 5 months of this year. It is almost as much as the loan from the IMF and the European Commission in the crisis of 2009-2010. "" ",big,Economie,yes
158, Gabriela Firea,"„Când am ajuns primar general, erau în traficul din Bucureşti doar 600 de mijloace de transport în comun însemnând autobuze, tramvaie, troleibuze (...). În acest moment avem 1800 de mijloace de transport în comun în București şi Ilfov (...).”", DECLARAȚII Transport,Fals,3,"""When I became mayor general, there were only 600 means of public transport in Bucharest, meaning buses, trams, trolleybuses (...). At the moment we have 1800 means of public transport in Bucharest and Ilfov (...). ” ",big,Economie,no
159, Mirela Furtună,"„Avem printre cele mai mici alocaţii din Uniunea Europeană, în cuantum de aproximativ 62 de euro.”", DECLARAȚII Social,Adevărat,0,"""We have among the lowest allowances in the European Union, in the amount of about 62 euros."" ",small,Economie,no
163, Florin Câțu,„România este țara cu creșterea economică cea mai mare din UE în primul trimestru”, DECLARAȚII Finante,Fals,3,"""Romania is the country with the highest economic growth in the EU in the first quarter"" ",small,Economie,no
