,source,text,type,category,label,English,text_size,subject,contains_name
421, Dragoș Pâslaru,"„Referitor la absorbție, avem 7,4 miliarde de euro, date oficiale, bani europeni trași în 2016. Reprezintă suma cea mai mare, istorică, în România, bani intrați în vistieria țării“", DECLARAȚII Europa,Adevărat,0,"""Regarding absorption, we have 7.4 billion euros, official data, European money drawn in 2016. It represents the largest, historical amount in Romania, money entered the country's treasury"" ",small,Externe,no
422, Siegfried Mureșan,"„Acesta se află în faza de construcție și în curând va fi finalizat. Centrul de afaceri va da locuri de muncă și va fi capabil să acomodeze peste 100 de companii din domeniul IT și industriilor micro, mici și mijlocii (IMM-uri).”", DECLARAȚII Europa,Trunchiat,2,"""It is under construction and will be completed soon. The business center will provide jobs and be able to accommodate over 100 companies in the IT and micro, small and medium industries (SMEs). ” ",big,Externe,yes
424, Victor Ponta,Mai scrie Echipa „Dragnea” acolo că:   1. Au redus TVA de la 24 la 19% - pai iar se laudă cu ce a facut Guvernul “Ponta” în 2015 (după care Dragnea m-a vândut ca să scape de mine și a votat Guvernul “Cioloș” cu condiția să își păstreze oamenii la Ministerul Dezvoltării și pe Carmen Dan Prefect la Teleorman!, DECLARAȚII Europa,Adevărat,0,"The “Dragnea” Team also writes there that: 1. They reduced the VAT from 24 to 19% - well, they are bragging again about what the “Ponta” Government did in 2015 (after which Dragnea sold me to get rid of me and voted for the Government ""Cioloș"" provided he keeps his people at the Ministry of Development and Carmen Dan Prefect at Teleorman! ",big,Externe,yes
425, Corina Crețu,„Fondurile europene au permis îmbunătățirea legăturilor feroviare dintre Sighișoara și Coșlariu (201 milioane euro)”, DECLARAȚII Europa,Adevărat,0,"""European funds have improved the railway connections between Sighișoara and Coșlariu (201 million euros)"" ",small,Externe,no
426, Carmen Avram,"“refacerea a mii de kilometri de canale ce asigură irigarea cu apă gratuită a peste 1,4 milioane de hectare de teren arabil”", DECLARAȚII Europa,Fals,3,"""Restoration of thousands of kilometers of canals that ensure free irrigation of over 1.4 million hectares of arable land"" ",small,Externe,no
430, Carmen Avram,"„Aş vrea să-mi cer iertare, de exemplu, în numele acelui comisar european pe nume Dacian Cioloş, care spune că este român şi care în 2013 a negociat pentru dumneavoastră cele mai proaste subvenţii din Uniunea Europeană.”", DECLARAȚII Europa,Fals,3,"""I would like to apologize, for example, on behalf of that European Commissioner named Dacian Ciolos, who says he is Romanian and who in 2013 negotiated for you the worst subsidies in the European Union."" ",big,Externe,yes
432, Siegfried Mureșan,"„Ministrul Muncii, Marius Budăi, s-a apărat spunând o mare bazaconie: România nu s-a înscris în competiție fiindcă deținem președinția Consiliului Uniunii Europene și Guvernul trebuie să acționeze imparțial, ca arbitru între statele membre. Nimic mai fals!""", DECLARAȚII Europa,Adevărat,0,"""The Minister of Labor, Marius Budai, defended himself by saying a big joke: Romania did not enter the competition because we hold the presidency of the Council of the European Union and the Government must act impartially, as an arbitrator between member states. Nothing more false! "" ",big,Externe,yes
433, Maria Grapini,"„Premierul olandez, Mark Rutte, a declarat joi, la summitul UE de la Sibiu, că România va fi pregătită de admiterea în spațiul Schengen când se va conforma regulilor statului de drept și democrației, lăsând de înțeles că nu se va întâmpla curând.[...]Un exemplu elocvent este opoziția sistematică a intrării României și Bulgariei în Schengen, deși de șapte ani îndeplinesc toate condițiile tehnice!”", DECLARAȚII Europa,Adevărat,0,"""Dutch Prime Minister Mark Rutte said on Thursday at the EU summit in Sibiu that Romania will be prepared for admission to the Schengen area when it complies with the rules of the rule of law and democracy, implying that it will not happen soon. [ ...] An eloquent example is the systematic opposition to the entry of Romania and Bulgaria into Schengen, although for seven years they have met all the technical conditions! ” ",big,Externe,yes
434, Rovana Plumb,"„Guvernul PSD a eliminat impozitarea veniturile din tranzacțiile imobiliare care nu depășesc 450.000 de lei, a subvenționat dobânzile la credite și a redus cota TVA la 5% pentru achiziția de astfel de locuințe.”", DECLARAȚII Europa,Parțial Adevărat,1,"""The PSD government has eliminated the taxation of income from real estate transactions that do not exceed 450,000 lei, subsidized interest on loans and reduced the VAT rate to 5% for the purchase of such homes."" ",small,Externe,yes
436, Rareș Bogdan,"“Un singur lucru, în folosul lor: au pulverizat justiția, pentru a-i scăpa pe corupți, au adus în conducerea statului condamnați penal.  1.834 de criminali și 762 de violatori, eliberați cu recursul compensatoriu.”", DECLARAȚII Europa,Adevărat,0,"""One thing for their benefit: they sprayed justice, in order to get rid of the corrupt, they brought criminally convicted leaders to the state. 1,834 criminals and 762 rapists, released with compensatory appeal. "" ",small,Externe,yes
437, Brigitte Clotilde Armand,„De prin țară adunate: Primăria orașului Huedin a investit 120.000 euro pentru amenajarea unui WC public.”, DECLARAȚII Europa,Adevărat,0,"""From all over the country: Huedin City Hall has invested 120,000 euros in setting up a public toilet."" ",small,Externe,yes
438, Renate Weber,"„Aduceți-vă aminte cât se vorbea de amnistie și grațiere, iar Tăriceanu a spus «nu, nu avem nevoie de amnistie»”.", DECLARAȚII Europa,Trunchiat,2,"""Remember how much there was talk of amnesty and pardons, and Tariceanu said 'no, we don't need an amnesty'."" ",small,Externe,no
439, Rareș Bogdan,"„Piatra-Neamț [...] a doua regiune din România ca risc de sărăcie cruntă [...]. Salariul mediu net lunar, sub 2000 de lei. În perioada 2012 – 2017 au plecat din Nord-Est 55.000 de locuitori. [...] România: 1 din 5 copii de 15 ani au dificultăți de citire, abandonul școlar e de 17%.""", DECLARAȚII Europa,Trunchiat,2,"„Piatra-Neamț [...] the second region in Romania as a risk of severe poverty [...]. Average monthly net salary, below 2000 lei. Between 2012 and 2017, 55,000 inhabitants left the Northeast. [...] Romania: 1 in 5 15-year-old children have reading difficulties, dropping out of school is 17%. "" ",big,Externe,yes
441, Maria Grapini,„Învinovățiți România că a schimbat un șef de instituție. Acel șef de instituție a făcut ravagii în justiție și în viețile oamenilor. Vorbesc de procese pierdute. Mii de procese.”, DECLARAȚII Europa,Fals,3,"""Blame Romania for changing an institution head. That head of the institution wreaked havoc on justice and people's lives. I'm talking about lost lawsuits. Thousands of lawsuits. ” ",small,Externe,yes
442, Mihai Tudose,„De 12 ani România este stat membru al UE. România este pe locul 7 ca populație și pe locul 9 ca suprafață (din 28 de state membre).”, DECLARAȚII Europa,Adevărat,0,"""Romania has been an EU member state for 12 years. Romania ranks 7th in population and 9th in area (out of 28 Member States). "" ",small,Externe,yes
443, Carmen Avram,"„(...)totuși, acest partid a fost cel care a demarat procedurile de aderare a României la UE și NATO.”", DECLARAȚII Europa,Adevărat,0,"""(...) however, this party was the one that started the procedures for Romania's accession to the EU and NATO."" ",small,Externe,yes
444, Dragos Benea,"„PSD este singurul partid care va trimite europarlamentari din Moldova, restul partidelor nu au candidați pe locuri eligibile”", DECLARAȚII Europa,Trunchiat,2,"""PSD is the only party that will send MEPs from Moldova, the rest of the parties have no candidates for eligible seats"" ",small,Externe,yes
445, Rareș Bogdan,„Am citit un studiu INS care are următoarea concluzie: 19 județe vor pierde până în 2060 peste jumătate din copiii și tinerii din prezent.”, DECLARAȚII Europa,Adevărat,0,"""I read an INS study that has the following conclusion: 19 counties will lose more than half of today's children and young people by 2060."" ",small,Externe,yes
446, Rovana Plumb,"„Astăzi, avem 8,6 miliarde euro intrați în România, pe lângă cele 6,6 miliarde euro plăți directe către fermieri. Această cifră ne situează, cu 28 la sută absorbție, imediat lângă media europeană. ”", DECLARAȚII Europa,Adevărat,0,"""Today, we have 8.6 billion euros in Romania, in addition to the 6.6 billion euros in direct payments to farmers. This figure places us, with 28 percent absorption, immediately next to the European average. ” ",small,Externe,yes
447, Gabriela Zoană,„Am reușit performanța istorică de a avea cel mai mic șomaj din ultimii 30 de ani!”, DECLARAȚII Europa,Fals,3,"""We have managed the historic performance of having the lowest unemployment in the last 30 years!"" ",small,Externe,no
453, Brigitte Clotilde Armand,"„Prin Legea recursului compensatoriu, guvernele lui Dragnea au eliberat din pușcării în ultimele 18 luni peste 14.000 de infractori, printre care tâlhari violenți și violatori. Legea dată de PSD reprezintă un pericol major pentru societate. Nu mai puțin de 700 dintre pușcăriașii eliberați au ajuns înapoi în pușcării în urma săvârșirii unor noi infracțiuni.”", DECLARAȚII Europa,Parțial Adevărat,1,"""Through the Law on Compensatory Appeal, Dragnea's governments have released more than 14,000 criminals from prisons in the last 18 months, including violent robbers and rapists. The law given by PSD represents a major danger for the society. No fewer than 700 of the released prisoners have returned to prisons after committing new crimes. "" ",big,Externe,yes
456, Maria Grapini,"„În Constituția noastră nu se spune de MCV. MCV-ul este un regulator inventat de doamna Macovei, care n-are legătură nici cu Tratatul, nici cu Constituția noastră (...)”", DECLARAȚII Europa,Fals,3,"""Our Constitution does not say MCV. The MCV is a regulator invented by Mrs. Macovei, which has nothing to do with either the Treaty or our Constitution (...) ” ",small,Externe,yes
457, Rovana Plumb,„România ocupă locul 1 în lume pentru productivitatea muncii.”, DECLARAȚII Europa,Fals,3,"""Romania ranks 1st in the world for labor productivity."" ",small,Externe,no
461, Claudiu Manda,"“Am ajuns de la 300.000 de hectare irigate la 1,4 milioane de hectare irigate și nu ne oprim până nu ajungem la 2 milioane așa cum am promis în fața voastră acum doi ani de zile.”", DECLARAȚII Europa,Fals,3,"""We have grown from 300,000 irrigated hectares to 1.4 million irrigated hectares and we will not stop until we reach 2 million as we promised you two years ago."" ",big,Externe,no
465, Rareș Bogdan,„Suntem ultima țară din UE care are 2.600 de școli cu toaleta în curte(...)”, DECLARAȚII Europa,Parțial Adevărat,1,"""We are the last country in the EU to have 2,600 schools with toilets in the yard (...)"" ",small,Externe,no
468, Iulian Bulai,"„România este țara cu cel mai mare bazin de recrutare din Europa pentru victimele traficului de persoane.""", DECLARAȚII Externe,Adevărat,0,"""Romania is the country with the largest recruitment pool in Europe for victims of human trafficking."" ",small,Externe,yes
471, Viorica Dăncilă,„Nu e vina mea că regele Iordaniei nu a mai venit.”, DECLARAȚII Externe,Fals,3,"""It is not my fault that the king of Jordan has not come."" ",small,Externe,yes
476, Siegfried Mureșan,"„De când România a aderat la UE, la 1 ianuarie 2007, am contribuit cu 17 miliarde de euro în bugetul Uniunii și am primit 51 de miliarde de euro.”", DECLARAȚII Externe,Adevărat,0,"""Since Romania joined the EU on January 1, 2007, we have contributed 17 billion euros to the Union's budget and received 51 billion euros."" ",small,Externe,no
527, Traian Băsescu,"„În condiţiile în care Damen, şantier naval olandez, care activează şi în România la Galaţi şi la Mangalia, este înscris în cursa pentru a obţine un contract de 1,6 miliarde la Armata Română se produce o succesiune de evenimente gestionate de olandezi.   Pe 12 septembrie vine Mark Rutte la Bucureşti cu un tupeu incredibil să ne spună că nu intrăm în Schengen că e corupţie la noi. Pe 1 octombrie, deci la 2 săptămâni, domnul Frans Timmermans, tot olandez, vicepreşedinte al Comisiei Europene şi fost ministru de Externe în Guvernul lui Rutte, ne face un raport foarte general dar demolator legat de justiţie. Eu nu zic că nu a avut şi dreptate, dar a avut şi multe interpretări forţate. Şi pe urmă, altă belea olandeză vine pe capul nostru, la 22 de zile după raportul lui Timmermans din comisia LIBE ne trezim că raportor al Comisiei de la Veneţia este olandezul Martin Kuijer, cel care a făcut raportul în care se merge până chiar la a ne cere să modificăm Constituţia.  Nu am putut să nu observ că toţi aceşti olandezi au venit în avalanşă în preajma atribuirii unui contract de 1,6 miliarde în care este competitor şi Damen din Olanda în condiţiile în care Damen din Olanda are destule acuzaţii de corupţie. Dacă ne luăm după standardele lui Mark Rutte, Frans Timmermans şi chiar ale domnului Martin Kuijer trebuia să scoatem afară din licitaţie compania Damen pentru că sunt serioase suspiciuni de corupţie, iar compania este în ancheta procuraturii olandeze pentru mituit prin intermediari guverne din Sierra Leone, Ghana, Togo, Libia, Brazilia şi Chile""", DECLARAȚII Externe,Parțial Fals,2,"""Given that Damen, a Dutch shipyard, which also operates in Romania in Galaţi and Mangalia, is registered in the race to obtain a contract of 1.6 billion to the Romanian Army, there is a succession of events managed by the Dutch. On September 12, Mark Rutte comes to Bucharest with an incredible courage to tell us that we are not entering Schengen because there is corruption in our country. On October 1, 2 weeks later, Mr Frans Timmermans, also from the Netherlands, Vice-President of the European Commission and former Foreign Minister in Rutte's Government, gives us a very general but devastating report on justice. I'm not saying he wasn't right, but he also had many forced interpretations. And then another Dutch trouble comes to our minds, 22 days after Timmermans' report from the LIBE committee we find that the rapporteur of the Venice Commission is the Dutchman Martin Kuijer, who made the report in which it goes as far as he asks us to amend the Constitution. I couldn't help but notice that all these Dutch people came in an avalanche around the awarding of a 1.6 billion contract in which Damen from the Netherlands is also a competitor, given that Damen from the Netherlands has enough allegations of corruption. If we follow the standards of Mark Rutte, Frans Timmermans and even Mr. Martin Kuijer, we should have put Damen out of the auction because there are serious suspicions of corruption, and the company is under investigation by the Dutch prosecutor's office for bribery through government intermediaries in Sierra Leone, Ghana. , Togo, Libya, Brazil and Chile "" ",big,Externe,yes
539, Călin Popescu Tăriceanu,"Este o formă de discriminare pentru că acest mecanism [MCV, n.n.] nu se aplică decât României.", DECLARAȚII Externe,Fals,3,"It is a form of discrimination because this mechanism [MCV, n.n.] only applies to Romania. ",small,Externe,yes
550, Siegfried Mureșan,"„Pentru a deveni stat membru al zonei euro trebuie îndeplinite cinci condiţii. Prima este condiţia datoriei publice, sub 60% din PIB. În România datoria este în creştere, acest guvern ne îndatorează, dar încă suntem sub această limită. Este singura condiţie pe care o îndeplinim. În urmă cu doi ani de zile îndeplineam şi cea de-a doua condiţie, şi anume criteriul inflaţiei. Când PSD a venit la guvernare, inflaţia în România era 0%. În urmă cu un an de zile era 0,6%, acum este peste 5%. Deci, nu mai îndeplinim criteriul inflaţiei. Suntem statul membru al UE cu cea mai mare rată a inflaţiei.”", DECLARAȚII Externe,Adevărat,0,"""In order to become a member of the euro area, five conditions must be met. The first is the condition of public debt, below 60% of GDP. In Romania, the debt is growing, this government owes us, but we are still below this limit. It is the only condition we meet. Two years ago, I met the second condition, namely the inflation criterion. When PSD came to power, inflation in Romania was 0%. A year ago it was 0.6%, now it is over 5%. So we no longer meet the inflation criterion. We are the EU member state with the highest inflation rate. "" ",big,Externe,yes
552, Tudor Benga,"Cât privește relația României cu Germania de azi cred că a spune doar că discutăm de cel mai mare partener comercial al nostru, de cel mai mare investitor străin direct în România, si de a treia țară ca destinație de imigrație după Italia și Spania e doar un grăunte din cât de complexă și importantă e această relație.", DECLARAȚII Externe,Parțial Adevărat,1,"As for Romania's relationship with Germany today, I think that just saying that we are talking about our largest trading partner, the largest foreign direct investor in Romania, and the third country as an immigration destination after Italy and Spain is just a how complex and important this relationship is. ",big,Externe,yes
576, Cătălin Rădulescu,"Condamn grav imixtiunea acestor ambasade şi a acestor ambasadori, în primul rând a ambasadorilor - persoane fizice, în treburile interne ale ţării noastre. Convenţia de la Geneva nu le permite acest lucru. [...] Pe de altă parte, tot dânsul [Hans Klemm, ambasadorul SUA, n.r.], împreună cu ceilalţi ambasadori, nu respectă Carta Naţiunilor Unite, care spune că nu au voie să intervină în treburile interne, în actul legislativ, nici direct, nici indirect.", DECLARAȚII Externe,Fals,3,"I strongly condemn the interference of these embassies and these ambassadors, first of all of the ambassadors - natural persons, in the internal affairs of our country. The Geneva Convention does not allow them to do so. ... directly or indirectly. ",big,Externe,yes
599, Administrația Prezidențială,"Există o serie de rezoluții ale Consiliului de Securitate al ONU și ale Adunării Generale a ONU prin care se solicită, printre altele, statelor membre ONU să se abțină să stabilească misiuni diplomatice în Ierusalim.", DECLARAȚII Externe,Adevărat,0,"There are a number of resolutions of the UN Security Council and the UN General Assembly calling, inter alia, on UN member states to refrain from establishing diplomatic missions in Jerusalem. ",big,Externe,yes
655, Ilan Laufer,"Există o relație specială între România și Turcia, o relație economică foarte puternică. Turcia este principalul nostru partener în afara zonei comunitare, ceea ce înseamnă că există un potențial foarte mare între cele două țări. [...] Turcia se află între primele 20 de poziții în privința investițiilor directe și indirecte în România.", DECLARAȚII Externe,Adevărat,0,"There is a special relationship between Romania and Turkey, a very strong economic relationship. Turkey is our main partner outside the EU area, which means that there is a lot of potential between the two countries. [...] Turkey is among the top 20 positions in terms of direct and indirect investments in Romania. ",big,Externe,no
676, Klaus Iohannis,"Germania a rămas cel mai important partener comercial pentru România, este pe primul loc, cu creșteri constante de peste 10% în ultimii ani. Este notabil și cred că arată că suntem nu doar apropiați politic, ci suntem apropiați și economic.", DECLARAȚII Externe,Adevărat,0,"Germany has remained the most important trading partner for Romania, it is on the first place, with constant increases of over 10% in recent years. It is remarkable and I think it shows that we are not only close politically, but we are also close economically. ",big,Externe,no
685, Liviu Dragnea,"Când state mari au sărit peste deficitul de 3%, nu a fost nicio reacție de la Comisia Europeană. În România, când nici măcar nu se pune problema să depășim deficitul de 3%, ne tot arată cartonașe galbene sau ne atenționează. Programul de guvernare va fi pus în practică, deficitul nu va fi depășit. În schimb, vrem să fim lăsați să dezvoltăm România. Toate aceste semnale, care sunt date, bazate nu știu pe ce, din punctul meu de vedere, sunt profund incorecte, cele care vin de la Comisia Europeană. Nu cred că așa trebuie procedat cu un stat membru, chiar dacă este vorba de România.", DECLARAȚII Externe,Fals,3,"When large states skipped the 3% deficit, there was no reaction from the European Commission. In Romania, when there is not even the problem of exceeding the deficit of 3%, they keep showing us yellow cards or alerting us. The governance program will be put into practice, the deficit will not be overcome. Instead, we want to be allowed to develop Romania. All these signals, which are given, based on I do not know what, from my point of view, are deeply incorrect, those that come from the European Commission. I do not think that this should be done with a member state, even if it is Romania. ",big,Externe,yes
710, Călin Popescu Tăriceanu,"Știți că în Germania nu este prevăzut instrumentul referendumului. Germania care a făcut experiența nazistă, după ce a făcut noua Constituție, a evitat să pună acest instrument la îndemâna politicienilor. Pentru că ce fac președinții? Președinții vor să sară peste vot, peste Parlament, peste partide, peste instituții și se consultă cu cine? Cu poporul", DECLARAȚII Externe,Parțial Fals,2,"You know that the instrument of the referendum is not provided in Germany. Germany, which made the Nazi experience, after making the new Constitution, avoided making this tool available to politicians. Because what do presidents do? Do presidents want to jump over the vote, over the Parliament, over the parties, over the institutions and consult with whom? With the people ",big,Externe,yes
712, Călin Popescu Tăriceanu,"Nu există niciun suport legal pentru ca acest mecanism să funcționeze. (...) Nu există niciun suport legal în tratatele europene. Deci această decizie a fost luată prin consultare și acord comun de ambele părți, dar nici nu am convenit că o să o ținem la nesfârșit.", DECLARAȚII Externe,Fals,3,"There is no legal support for this mechanism to work. (...) There is no legal support in the European treaties. So this decision was taken by consultation and mutual agreement of both parties, but we did not agree that we will keep it indefinitely. ",big,Externe,no
766, Traian Băsescu,"Totodată, amplasarea armamentului nuclear american pe teritoriul UE nu se poate face fără acordul Rusiei. Nu poate nici Rusia, nici SUA să-și ia arsenalul nuclear, cum vor, fără acordul celuilalt, pentru că asta înseamnă încălcarea acordului.", DECLARAȚII Externe,Adevărat,0,"At the same time, the placement of American nuclear weapons on EU territory cannot be done without Russia's consent. Neither Russia nor the US can take their nuclear arsenal, as they want, without the other's consent, because that means violating the agreement. ",big,Externe,yes
774, Nigel Farage,"Toată lumea a venit în Marea Britanie legal și toate drepturile lor sunt protejate pe deplin. Acum am votat Brexit, am votat să respingem conceptul de cetățenie europeană, ne vom recăpăta pașapoartele și frontierele proprii. Aceste lucruri se vor schimba la un moment dat. Iar pe viitor, vom emite permise și vom fi mai stricti cu cifrele. Trebuie să înțelegeți perspectiva noastră, pentru că în acest moment se spun multe lucruri care demonizează Marea Britanie. Din 1950, am derulat o politică a emigrației în fostul imperiu, cu un net de 30.000 de oameni anual. Acum se ridică la o treime de milion anual și pur si simplu nu mai putem face față. Serviciile noastre publice pur si simplu nu mai pot face față. Deci, toată lumea care a venit până acum se află în Marea Britanie legal și e bine - nimic nu se va schimba în privința lor.", DECLARAȚII Externe,Parțial Fals,2,"Everyone has come to the UK legally and all their rights are fully protected. Now we have voted for Brexit, we have voted to reject the concept of European citizenship, we will regain our own passports and borders. These things will change at some point. And in the future, we will issue permits and we will be stricter with the numbers. You have to understand our perspective, because a lot is being said at the moment that is demonizing Britain. Since 1950, we have pursued a policy of emigration to the former empire, with a net of 30,000 people annually. It now amounts to a third of a million annually and we simply can no longer cope. Our public services simply can no longer cope. So everyone who has come so far is in the UK legally and that's fine - nothing will change about them. ",big,Externe,yes
782, Klaus Iohannis,"(...) În Est, avem de-a face cu Federaţia Rusă mai activă, mai agresivă cu vecinii săi, care încalcă normele de drept internaţional şi care, prin acţiunile sale de militarizare a spaţiului Mării Negre, inclusiv în Crimeea ilegal ocupată, a afectat grav echilibrul de securitate la Marea Neagră. (...)", DECLARAȚII Externe,Adevărat,0,"(...) In the East, we are dealing with the Russian Federation more active, more aggressive with its neighbors, which violates the rules of international law and which, through its actions to militarize the Black Sea area, including in the illegally occupied Crimea, severely affected the security balance at the Black Sea. (...) ",big,Externe,yes
847, Traian Băsescu,"„România are un pilon extraordinar în propria ei Constituție, articolul 3, alineatul 4, care spune că pe teritoriul statului român nu pot fi strămutate sau colonizate populații străine.”", DECLARAȚII Externe,Fals,3,"""Romania has an extraordinary pillar in its own Constitution, article 3, paragraph 4, which says that foreign populations cannot be displaced or colonized on the territory of the Romanian state."" ",small,Externe,yes
851, Radu Carp,„DPRP din cadrul MAE sprijină pentru anul în curs doar 3 proiecte ale românilor din Ungaria”, DECLARAȚII Externe,Parțial Adevărat,1,"""DPRP within the MFA supports for the current year only 3 projects of Romanians from Hungary"" ",small,Externe,yes
