,Unnamed: 0,Unnamed: 0.1,author,text,category,label,first_validation_par,last_validation_par,validation_resources,validation_content
428,488,488, Carmen Dan,"„Tot în ultimii ani valorile infracționalității, la nivel național, au scăzut. S-a întâmplat și în 2017, iar 2018 a fost al 7-lea an consecutiv în care s-a înregistrat acest trend.” ", DECLARAÈšII Justitie,3,INFRACȚIUNILE,"Coeficientul de criminalitate se referă doar la securitatea persoanei și a bunurilor și are în vedere infracțiuni precum tâlhăria și furturile din societățile comerciale.Deci, coeficientul de criminalitate nu ia în calcul alte tipuri de infracțiuni, mai periculoase, precum: omorul, agresiuni sexuale, răpiri ș.a.m.d.","https://www.politiaromana.ro/ro/utile/statistici-evaluari/statistici/arhiva-statistici

https://www.gandul.info/stiri/urmeaza-marea-ieseala-din-penitenciare-6-000-de-puscariasi-asteapta-noul-cod-penal-pentru-a-cere-eliberarea-11876906

https://ec.europa.eu/eurostat/web/crime/data/database

http://legislatie.just.ro/Public/DetaliiDocument/146412

http://legislatie.just.ro/Public/DetaliiDocument/146412","INFRACȚIUNILE

Inspectoratul General al Poliției României (IGPR) publică anual numărul infracțiunilor comise, în funcție de încadrarea juridică: 

Datele arată așa: 

Am fost curioși să aflăm ce s-a întâmplat cu 2014. Reamintim că în acel an a intrat în vigoare Noul Cod Penal care, în forma sa revizuită aplică pedepse mai mici pentru unele infracțiuni. Media a reacționat atunci anunțând că vor fi câteva mii de pușcăriași eliberați conform principiului legii mai favorabile, spunând că  „90% dintre infractorii propozabili pentru eliberare au comis infracţiuni de drept comun, precum furtul, furt calificat, tâlhării mai uşoare, în principiu infracţiuni mai uşoare.”

Eurostat are date privind infracțiuni, precum: omor calificat, tentativă de omor, viol, răpire, tâlhărie, furt, infracțiuni relaționate cu droguri etc.

ALTE STATISTICI

Inspectoratul general de poliție mai are date privind media criminalității naționale. 

Media criminalității naționale înseamnă media aritmetica a coeficienților de criminalitate de pe județe (tâlhării și furturi din societăți comerciale). Coeficientul de criminalitate se calculează pentru fiecare localitate, și ulterior se face o medie pe județ și o medie la nivel național. Această medie ne permite să observăm evoluția coeficientului de criminalitate la nivel de țară.

Coeficientul de criminalitate se referă doar la securitatea persoanei și a bunurilor și are în vedere infracțiuni precum tâlhăria și furturile din societățile comerciale.Deci, coeficientul de criminalitate nu ia în calcul alte tipuri de infracțiuni, mai periculoase, precum: omorul, agresiuni sexuale, răpiri ș.a.m.d."
429,612,612, CÄƒlin Popescu TÄƒriceanu,"„Această numire este una politică, pentru că dacă ar fi una bazată pe calităţile profesionale, atunci sigur că aici trebuie să ai cunoştinţe solide de drept, o pregătire solidă profesională, ceea ce, din câte ştiu eu, doamna Kovesi nu are.""", DECLARAÈšII Justitie,3,Putem vizualiza procedura pentru alegerea Procurorului-Șef al Parchetului European pe site-ul oficial Eur-Lex. ,"Pentru o perioadă de aproximativ șapte luni a fost ministru-consilier, înalt reprezentant al Ministerului Justiției pentru relația cu Comisia Europeană, devenind în 2013 șefa Direcției Naționale Anticorupție. A fost la DNA până în iulie 2018. ","https://eur-lex.europa.eu/legal-content/RO/TXT/PDF/?uri=CELEX:C2018/418A/01&from=EN

https://eur-lex.europa.eu/

https://www.digi24.ro/stiri/actualitate/justitie/candidatul-pentru-parchetul-european-numit-prin-oug-t-toader-cere-aviz-de-la-csm-pentru-ordonanta-1083784?fbclid=IwAR022459mX0ZhB-omUoIrqiC9q40GjSl6txeU7gCleOSUdFjEd-JPqzOY60

https://www.factual.ro/wp-content/uploads/2019/02/Kovesi-Laura-Codruta-cv.pdf","Putem vizualiza procedura pentru alegerea Procurorului-Șef al Parchetului European pe site-ul oficial Eur-Lex. 

La capitolul „Selecția și numirea”, putem vedea încă din primul rând următoarele: 

„Procurorul-șef european va fi numit de Parlamentul European și de Consiliu de comun acord în urma unei proceduri de selecție, astfel cum se prevede la articolul 14 din Regulamentul privind EPPO.

Articolul 14 alineatul (3) din Regulamentul privind EPPO prevede că un juriu de selecție va întocmi o listă restrânsă de candidați calificați și o va transmite Consiliului și Parlamentului. Candidații care nu se află pe lista restrânsă întocmită de juriu sunt informați cu privire la motivele acestei decizii.”

 

De asemenea, la capitolul „Criterii de eligibilitate” putem observa că funcția de Procuror-Șef al Parchetului European este una care necesită experiență profesională.

„Experiență profesională: să fie membri activi ai parchetului sau ai magistraturii și să dețină calificările necesare pentru numirea în cele mai înalte funcții de la nivelul parchetelor și al autorităților judiciare din statele lor membre, să prezinte toate garanțiile de independență și să dispună de experiența practică relevantă în ceea ce privește sistemele juridice naționale, investigațiile financiare și cooperarea judiciară internațională în materie penală, obținută la nivel național, european sau internațional”

 

Putem vedea acest lucru și la capitolul criterii de selecție. Câteva criterii extrase din anunț sunt următoarele: 

„- să aibă cel puțin 15 ani de experiență profesională în calitate de membru activ al parchetului sau al magistraturii; 

– să aibă cel puțin cinci ani de experiență și rezultate bune demonstrate, obținute într-o funcție de conducere de nivel superior în cadrul unui parchet sau al unei autorități judiciare;

– să fie un profesionist remarcabil și dinamic cu un foarte bun discernământ și cu capacități conceptuale deosebite, cu capacitatea de a elabora, de a comunica și de a pune în aplicare o viziune strategică clară pentru îndeplinirea obiectivelor EPPO;”

 

Inclusiv Ministrul Justiției, Tudorel Toader, afirmă că selecția Procurorului-Șef al Parchetului European este bazată pe concurs, nu pe numire politică:

„Cine a propus-o? Categoric, potrivit regulamentului, fiecare procuror care crede că îndeplineşte cerinţele legale şi experienţa ş.a.m.d., fiecare procuror care îşi doreşte o astfel de demnitate până la urmă a avut posibilitatea să se înscrie, prin urmare nu a plecat vreo propunere din partea României, Guvernului României.”

 

Pentru a verifica dacă Laura Codruța Kovesi are cunoștințe de drept, ne vom uita în CV-ul ei de pe site-ul oficial DNA. Acolo putem observa că Laura Codruța Kovesi și-a luat licența în drept în 1995 la Universitatea „Babeș-Bolyai” Cluj Napoca. Apoi a făcut studii aprofundate în Drept Judiciar la Sibiu și este doctor în drept din 2012. 

Foto: Mediafax

Din 1995 până în 2006 a fost procuror în diferite parchete din Sibiu, iar apoi a ocupat funcția de Procuror General al Parchetului de pe lângă Înalta Curte de Casație și Justiție până în 2012. 

Pentru o perioadă de aproximativ șapte luni a fost ministru-consilier, înalt reprezentant al Ministerului Justiției pentru relația cu Comisia Europeană, devenind în 2013 șefa Direcției Naționale Anticorupție. A fost la DNA până în iulie 2018. "
430,987,987, Ministerul Transporturilor, „CV-ul nu face parte din documentele care trebuie depuse la dosarul de concurs”, DECLARAÈšII Transport,3,"Hotărârea 611/2008 la care face referire răspunsul Ministerului Transportului, prevede la art. 49 ce trebuie să conțină dosarul de concurs:","Într-adevăr, dacă ne uităm strict la lista din art. 49, pare că CV-ul nu este solicitat ca parte a dosarului de concurs. Însă, dacă ne uităm pe formularul de înscriere prevăzut în anexa 3, acesta arată în acest fel – link. Așadar, tehnic vorbind, deși nu este scris deasupra ”CV”, formularul de înscriere este exact acest lucru.","http://www.dreptonline.ro/legislatie/hotarare_organizarea_carierei_functionarilor_publici_611_2008.php

http://www.clipular.com/c/6509966836891648.png?k=4AcePbJllSzWmPTYhMblAMpNJ-k","Hotărârea 611/2008 la care face referire răspunsul Ministerului Transportului, prevede la art. 49 ce trebuie să conțină dosarul de concurs:

„(1) În vederea participării la concurs, în termen de 20 de zile de la data publicării anunțului în Monitorul Oficial al României, Partea a III-a, candidații depun dosarul de concurs, care va conține în mod obligatoriu:

Într-adevăr, dacă ne uităm strict la lista din art. 49, pare că CV-ul nu este solicitat ca parte a dosarului de concurs. Însă, dacă ne uităm pe formularul de înscriere prevăzut în anexa 3, acesta arată în acest fel – link. Așadar, tehnic vorbind, deși nu este scris deasupra ”CV”, formularul de înscriere este exact acest lucru."
431,959,959, Raluca PrunÄƒ,"În primul rând, pentru că știți foarte bine că ordonanța de urgență, tocmai din cauza caracterului de urgență, nu este de regulă pusă în transparență decizională. Nu există obligație de la lege (...) Am considerat, ca ministru, unu: că nu am această obligație și doi: mi-am luat riscul de a nu o pune în transparență decizională, pentru că urmează să primesc un aviz al CSM, deci, tehnic vorbind, ea mai poate fi modificată și urmează, desigur, să primesc si un aviz al CSAT. În mod normal, ar fi trebuit să fie pusă în transparență după ce primim și avizul CSAT (...)", DECLARAÈšII Justitie,3,"Argumentul I: Situația de urgență impune o ordonanță de urgență a Guvernului, exceptată de la procedura de transparență decizională","„la publicarea anunţului, autoritatea administraţiei publice va stabili o perioadă de cel puţin 10 zile calendaristice pentru proiectele de acte normative prevăzute la alin. (2), pentru a primi în scris propuneri, sugestii sau opinii cu privire la proiectul de act normativ supus dezbaterii publice. “","http://legislatie.just.ro/Public/DetaliiDocument/153210

http://legislatie.just.ro/Public/DetaliiDocument/47355#id_artA630_ttl

http://legislatie.just.ro/Public/DetaliiDocument/175727

http://www.cdep.ro/pls/proiecte/upl_pck.proiect?cam=2&idp=14902

http://legislatie.just.ro/Public/DetaliiDocument/1413#id_artA630_ttl

https://www.ccr.ro/files/products/Decizia_51_2016.pdf

http://gov.ro/ro/guvernul/sedinte-guvern/masuri-pentru-punerea-in-executare-a-mandatelor-de-supraveghere-tehnica-dispuse-in-procesul-penal

http://www.dreptonline.ro/legislatie/lege_transparenta_decizionala.php","Argumentul I: Situația de urgență impune o ordonanță de urgență a Guvernului, exceptată de la procedura de transparență decizională

 

Legea pentru transparența decizională în administraţia publică prevede niște condiții care trebuie îndeplinite cumulativ și simultan, pentru ca un proiect să poată fi adoptat în procedură de urgenţă:

(13) În cazul reglementării unei situaţii care, din cauza (I) circumstanţelor sale excepţionale, (II) impune adoptarea (III) de soluţii imediate, în vederea (IV)evitării unei (V) grave atingeri aduse interesului public, proiectele de acte normative se supun adoptării în procedura de urgenţă prevăzută de reglementările în vigoare.

 

Mai mult decât atât, Constituția României prevede câteva condiții care trebuie îndeplinite pentru ca un proiect de lege să fie adoptat prin OUG: situația extraordinară, nevoia de reglementare și nevoia justificării. 

O altă decizie a Curții Constituționale arată că:

 adoptarea rapidă a unei reglementări se poate face prin procedura parlamentară (poate chiar procedura de urgență, prin care Codul fiscal a fost adoptat în 3 zile, 1-3 septembrie 2015)

 motivarea urgenței trebuie să cuprindă argumentele care privesc situația extraordinară, nevoia de soluționare exclusiv printr-o nouă reglementare, respectiv eventualul impact dezastruos al amânării unei astfel de reglementări.

Așadar, deși încă nu suntem convinși, continuăm verificarea și presupunem că procedura pentru legiferarea de urgență este aplicabilă, că situația chiar impune o soluție imediată pentru reglementare și că instrumentul de legiferare utilizabil este chiar ordonanța de urgență.

 

Tot în articolul 115 din Constituție, la aliniatul 6, găsim și ce nu se poate reglementa prin ordonanță de urgență. 

(6) Ordonanţele de urgență nu pot fi adoptate în domeniul legilor constituţionale,nu pot afecta regimul instituţiilor fundamentale ale statului , drepturile,libertăţile şi îndatoririle prevăzute de Constituţie , drepturile electorale şi nu pot viza măsuri de trecere silită a unor bunuri în proprietate publică.

 

Dacă ne uităm la decizia CCR privind neconstituționalitatea prevederilor despre interceptări , descoperim că „dispoziţiile criticate încalcă prevederile constituţionale cuprinse în art.1 alin.(3) referitoare la statul de drept în componenta sa privindgarantarea drepturilor cetăţenilor şi în art.1 alin.(5) care consacră principiul legalităţii”.

Argumentația asta implică neconstituționalitatea unor dispoziții legale din Codul de Procedură Penală care afectează drepturile cetățenilor. Astfel, corectarea acelor dispoziții ar afecta, de asemenea, drepturi prevăzute în Constituție. Iar Constituția spune explicit că nicio astfel de reglementare nu poate face obiectul unei OUG.

 

De asemenea, potrivit comunicatului Guvernului, se iau în calcul modificări privind atribuțiile a două instituții fundamentale, menționate specific în Constituție: Înalta Curte de Casație și Justiție (care primește atribuții de control) și Ministerul Public (care este autorizat să deţină şi să folosească mijloace adecvate pentru obţinerea, verificarea, prelucrarea, stocarea şi descoperirea informaţiilor privitoare la infracţiunile date în competenţa parchetelor).

 

Argumentul II: Proiectul de OUG nu avea toate avizele, deci nu putea fi pus încă în dezbatere publică

Ministrul Justiției spune că nu a putut supune proiectul ordonanței de urgență dezbaterii publice pentru că aștepta avizul CSM și CSAT. Această afirmație este falsă, pentru că legea transparenței decizionale este explicită: procesul de avizare intervine după dezbaterea publică și după primirea observațiilor din public.

Art. 7 alin (8): „proiectul de act normativ se transmite spre analiză şi avizare autorităţilor publice interesate numai după definitivare, pe baza observaţiilor şi propunerilor formulate potrivit alin. (4).” 

Alineatul (4) spune că 

„la publicarea anunţului, autoritatea administraţiei publice va stabili o perioadă de cel puţin 10 zile calendaristice pentru proiectele de acte normative prevăzute la alin. (2), pentru a primi în scris propuneri, sugestii sau opinii cu privire la proiectul de act normativ supus dezbaterii publice. “"
432,102,102, Victor Ponta,"„La alegerile locale 700.000 de români s-au dus la vot, au pus ștampila și votul lor a fost anulat. Atenție, mai multe sunt anulate decat s-a votat în tot Bucureștiul.”", DECLARAÈšII Electoral,3,Legea pentru funcționarea și organizarea Autorității Electorale Permanente definește voturile nule astfel:,"Potrivit datelor finale ROAEP, în Municipiul București au fost 671.279 de voturi (657.159 voturi valabil exprimate, și 14.120 voturi nule), așadar nu au fost mai multe voturi nule la nivel național decât s-a votat în Capitală.","http://legislatie.just.ro/Public/DetaliiDocument/170037

http://legislatie.just.ro/Public/DetaliiDocument/170037

https://prezenta.roaep.ro/locale27092020/romania-pv-final","Legea pentru funcționarea și organizarea Autorității Electorale Permanente definește voturile nule astfel:

Art. 92, alin. 11 din Legea 208/2015:

„(11) Sunt nule buletinele de vot care nu poartă ștampila de control a biroului electoral al secției de votare, buletinele de vot având alt model decât cel legal aprobat sau la care ștampila este aplicată pe mai multe patrulatere ori în afara acestora. Aceste buletine de vot nu intră în calculul voturilor valabil exprimate.”

Voturile nule nu reprezintă același lucru cu buletinele de vot pe care se face mențiunea „Anulat”. Buletinele de vot anulate sunt cele rămase neîntrebuințate la închiderea urnelor și pe care președintele secției de votare face mențiunea „Anulat”:

Art. 92, alin. 2 din Legea 208/2015:

„(2) Președintele biroului electoral al secției de votare anulează buletinele de vot rămase neîntrebuințate și consemnează distinct, în procesele-verbale pentru fiecare tip de alegere, numărul buletinelor de vot anulate. În cazul în care există pachete intacte cu buletine de vot, mențiunea “ANULAT” se înscrie o singură dată pe pachetul respectiv și se aplică o singură dată ștampila de control.”

La Alegerile locale din 27 septembrie 2020 la nivel național s-au prezentat la urne 7.758.055 de alegători, potrivit datelor finale de la Autoritatea Electorală Permanentă. 

Datele arată că:



Potrivit datelor finale ROAEP, în Municipiul București au fost 671.279 de voturi (657.159 voturi valabil exprimate, și 14.120 voturi nule), așadar nu au fost mai multe voturi nule la nivel național decât s-a votat în Capitală."
433,783,783, Mihai Tudose,"Încercăm să punem lucrurile la loc. Când am scos acciza, preţul la pompă n-a scăzut. Încercăm s-o punem la loc. Dacă creşte preţul la pompă, o să avem o altă discuţie cu companiile distribuitoare şi producătoare (...) Noi am scos acciza nu ca să le facem lor profit, ci ca să încercăm să ducem preţul mai jos. N-a funcţionat, o punem la loc.", DECLARAÈšII Economie,3, , , ," 



Observăm astfel că atât introducerea supra-accizei la 1 aprilie 2014, cât și eliminarea ei la 1 ianuarie au adus modificări în prețul combustibilului la pompă.

Între decembrie 2016 și ianuarie 2017, atât Euro 95, cât și Diesel, au cunoscut o scădere a prețului la pompă de 8 eurocenți/L. În prezent, față de luna decembrie 2016, ultima lună în care supra-acciza era în vigoare, Euro 95 la pompă are o scădere de 12 eurocenți/L, iar Diesel o scădere de 14 eurocenți/L.  

 



În ceea ce privește celelalte fluctuații de preț din decursul ultimilor 3 ani, acestea pot fi puse pe seama evoluției prețului barilului de petrol. Observăm însă că, în momentele în care a fost introdusă sau eliminată supra-acciza, prețul barilului de petrol a rămas constant, ceea ce înseamnă că evoluția prețurilor la pompa s-a datorat în mod evident supra-accizei. 

 

De asemenea, prețul la pompă în România mai este influențat și de alți factori precum cursul leu-dolar, însă în cazul de față supra-acciza a avut o influență mult mai mare asupra prețurilor la pompă.

 



 "
434,922,922, NicuÈ™or Dan,"[voi asigura] Management al documentelor, proceduri interne prin care directiile din primarie sa lucreze impreuna si sa nu mai existe contradictii [...], cererile sa poata fi urmarite online.", DECLARAÈšII Electoral,3,În momentul de față există deja un modul pe site-ul Primăriei Municipiului București în care se poate introduce numărul de înregistrare pentru a vedea în ce stadiu se află cererea adresată PMB.,În momentul de față există deja un modul pe site-ul Primăriei Municipiului București în care se poate introduce numărul de înregistrare pentru a vedea în ce stadiu se află cererea adresată PMB.,http://www4.pmb.ro/wwwt/dox/verifica.asp,În momentul de față există deja un modul pe site-ul Primăriei Municipiului București în care se poate introduce numărul de înregistrare pentru a vedea în ce stadiu se află cererea adresată PMB.
435,826,826, Guvernul RomÃ¢niei,Textul ordonanței spune că „acestea constituie o situație extraordinară a cărei reglementare nu mai poate fi amânată”, DECLARAÈšII Justitie,3,"Pe portalul oficial de legislație europeană găsim Directiva 2016/343/UE, care specifică în mod clar, la art. 14, alin. 1, următorul lucru:", ,https://eur-lex.europa.eu/legal-content/RO/TXT/HTML/?uri=CELEX:32016L0343&from=EN,"Pe portalul oficial de legislație europeană găsim Directiva 2016/343/UE, care specifică în mod clar, la art. 14, alin. 1, următorul lucru:

 

(1) Statele membre asigură intrarea în vigoare a actelor cu putere de lege și a actelor administrative necesare pentru a se conforma prezentei directive până la 1 aprilie 2018. Statele membre informează imediat Comisia cu privire la acestea.

 "
436,910,910, CÄƒtÄƒlin Predoiu,"Am condus 20.000 de oameni în administrația locală. Doamna Firea, domnul Dan nu au condus 20.000 de oameni.", DECLARAÈšII Electoral,3,"Ministerul Justiției are un număr maxim de 471 de posturi (exclusiv demnitarii şi posturile aferente cabinetului ministrului), conform HG 485/2008. Este posibil ca domnul Cătălin Predoiu să fi luat în calcul și numărul de oameni din structuri precum Administrația Națională a Penitenciarelor sau instanțele, deși acestea din urmă nu au raport direct cu Ministerul Justiției. Actualmente, în bugetul Ministerului Justiției sunt într-adevăr incluse în jur de 16.000 de posturi plătite de la buget, dar acestea includ și judecătorii, aproximativ 4.500 persoane. Ori, potrivit Constituției României, dar și legilor justiției, justiția este independentă, deci nu poate fi condusă de Ministerul Justiției fără a încălca principiul separației puterilor în stat.","Ministerul Justiției are un număr maxim de 471 de posturi (exclusiv demnitarii şi posturile aferente cabinetului ministrului), conform HG 485/2008. Este posibil ca domnul Cătălin Predoiu să fi luat în calcul și numărul de oameni din structuri precum Administrația Națională a Penitenciarelor sau instanțele, deși acestea din urmă nu au raport direct cu Ministerul Justiției. Actualmente, în bugetul Ministerului Justiției sunt într-adevăr incluse în jur de 16.000 de posturi plătite de la buget, dar acestea includ și judecătorii, aproximativ 4.500 persoane. Ori, potrivit Constituției României, dar și legilor justiției, justiția este independentă, deci nu poate fi condusă de Ministerul Justiției fără a încălca principiul separației puterilor în stat.",http://discutii.mfinante.ro/static/10/Mfp/buget/sitebuget/posturiocupateaprilie2016.xls,"Ministerul Justiției are un număr maxim de 471 de posturi (exclusiv demnitarii şi posturile aferente cabinetului ministrului), conform HG 485/2008. Este posibil ca domnul Cătălin Predoiu să fi luat în calcul și numărul de oameni din structuri precum Administrația Națională a Penitenciarelor sau instanțele, deși acestea din urmă nu au raport direct cu Ministerul Justiției. Actualmente, în bugetul Ministerului Justiției sunt într-adevăr incluse în jur de 16.000 de posturi plătite de la buget, dar acestea includ și judecătorii, aproximativ 4.500 persoane. Ori, potrivit Constituției României, dar și legilor justiției, justiția este independentă, deci nu poate fi condusă de Ministerul Justiției fără a încălca principiul separației puterilor în stat."
437,950,950, Maria Grapini,„Începem să pierdem cusătoarele și țesătoarele”, DECLARAÈšII Politica,3, titlu,, ," titlu

 

"
438,313,313, Lucian Romascanu,"„(...) legea cu Ținutul Secuiesc a trecut tacit pentru că, urmare inconștienței unui senator liberal infectat cu noul coronavirus, parlamentul a trebuit să fie închis.”", DECLARAÈšII Social,3,"Un proiect de lege care prevedea acordarea autonomiei pentru Ținutul Secuiesc a fost adoptat tacit, pe 23 aprilie 2020, de către Camera Deputaților. Proiectul a fost elaborat de doi deputații UDMR, Zsolt-Istvan Biro şi József-György Kulcsar-Terza și a fost depus în 23 decembrie. ","Senatorii s-au întrunit pe 29 aprilie 2020 în ședință de urgență, au respins cu 126 de voturi la 9, proiectul UDMR privind autonomia Ținutului Secuiesc.","http://www.cdep.ro/pls/proiecte/upl_pck2015.proiect?cam=2&idp=18286&fbclid=IwAR1OrBnVj4uMtBPF0CN3JszYSt_DGeSvTlO3a5rOHaMo_PUVOU_rWsXS02M

http://www.cdep.ro/pls/proiecte/upl_pck2015.proiect?cam=2&idp=18286&fbclid=IwAR1OrBnVj4uMtBPF0CN3JszYSt_DGeSvTlO3a5rOHaMo_PUVOU_rWsXS02M

http://www.cdep.ro/pls/dic/site.page?den=act2_1&par1=3#t3c1s3a75

http://www.cdep.ro/pls/dic/site.page?den=act2_1&par1=3#t3c1s3a75

https://www.avocatnet.ro/articol_44336/%C8%98tiai-c%C4%83-un-proiect-de-lege-poate-fi-adoptat-in-Parlament-f%C4%83r%C4%83-s%C4%83-fie-votat-m%C4%83car.html

https://www.libertatea.ro/stiri/sedinta-de-urgenta-la-senat-pentru-respingerea-proiectului-privind-autonomia-tinutului-secuiesc-psd-si-pnl-se-acuza-reciproc-2975427

https://www.digi24.ro/stiri/actualitate/politica/parlamentarii-isi-suspenda-activitatea-pentru-cel-putin-o-saptamana-din-cauza-coronavirusului-1275427

https://www.digi24.ro/stiri/actualitate/primul-parlamentar-roman-infectat-cu-coronavirus-1274746

https://www.digi24.ro/stiri/actualitate/senatorul-vergil-chitac-confirmat-cu-coronavirus-s-a-intalnit-cu-sute-de-femei-musulmane-de-8-martie-1274821

https://www.digi24.ro/stiri/actualitate/politica/parlamentarii-isi-suspenda-activitatea-pentru-cel-putin-o-saptamana-din-cauza-coronavirusului-1275427

https://www.senat.ro/PAGINI/Stenograme/Stenograme2020/20.03.19%20comuna.pdf

https://romania.europalibera.org/a/parlamentul-adopt%C4%83-printr-o-%C8%99edin%C8%9B%C4%83-online-starea-de-urgen%C8%9B%C4%83-ciolacu-parlamentul-nu-%C3%AE%C8%99i-va-suspenda-activitatea-/30496993.html

http://www.cdep.ro/pls/dic/site.page?id=339&idl=1&par1=3&prn=1

http://www.ziare.com/victor-ponta/stiri-victor-ponta/parlamentarii-se-intorc-la-munca-de-miercuri-ponta-trebuie-sa-ne-intoarcem-altfel-murim-toti-1607876

http://www.cdep.ro/pls/steno/steno2015.calendar?cam=2&an=2020&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200203&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200205&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200211&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200224&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200225&idl=1

http://www.cdep.ro/pls/steno/steno2015.calendar?cam=2&an=2020&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200309&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200310&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200312&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200314&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200319&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200402&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200403&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200416&idl=1

http://www.cdep.ro/pls/steno/steno2015.data?cam=2&dat=20200423&idl=1

http://www.cdep.ro/pls/steno/steno2015.stenograma?ids=8147&idm=12

https://romania.europalibera.org/a/senat-legea-privind-autonomia-%C8%9Binutului-secuiesc-respins%C4%83-cu-majoritate-de-voturi/30583425.html","Un proiect de lege care prevedea acordarea autonomiei pentru Ținutul Secuiesc a fost adoptat tacit, pe 23 aprilie 2020, de către Camera Deputaților. Proiectul a fost elaborat de doi deputații UDMR, Zsolt-Istvan Biro şi József-György Kulcsar-Terza și a fost depus în 23 decembrie. 

Data la care s-a împlinit termenul constituțional pentru dezbatere și vot final a fost 25 martie 2020.

Proiectul a fost adoptat până la urmă pe 23 aprilie 2020, cum spune și mențiunea de pe site-ul Camerei Deputaților, „ca urmare a depășirii termenului de 45 de zile, potrivit Art.75, alin. (2), din Constituția României”, adică:

„(2) Prima Cameră sesizată se pronunţă în termen de 45 de zile. Pentru coduri şi alte legi de complexitate deosebită termenul este de 60 de zile. În cazul depăşirii acestor termene se consideră că proiectele de legi sau propunerile legislative au fost adoptate.”

Adoptarea tacită se întâmplă atunci când prima cameră parlamentară sesizată în cazul unui proiect de lege nu apucă să îl voteze în cadrul unui termen prestabilit de 45 (legi obișnuite) sau de 60 de zile (coduri și legi complexe). Astfel că, orice propunere legislativă, poate fi adoptată fără vot exact în forma redactată de inițiator. De menționat este că acest lucru este posibil numai în cazul primei Camere sesizate. 

În cazul proiectului de lege legat de Ținutul Secuiesc, situația privind împlinirea termenului constituțional de adoptare tacită a proiectului a fost prezentată în ședințele Biroului permanent din 1, 14 și 22 aprilie 2020.

 

Pe data de 14 martie 2020, președintele Camerei Deputaților, Marcel Ciolacu a anunțat că Parlamentul României își suspendă activitatea pentru o săptămână, cu posibilitatea de prelungire, în contextul crizei generate de coronavirus. 

Motivul a fost acela că senatorul PNL Vergil Chițac fusese confirmat ca având Covid-19 cu o zi în urmă, pe 13 martie 2020.  Acest fapt ce a dus la autoizolarea la domiciliu a mai multor parlamentari, inclusiv a premierului Ludovic Orban din cauza faptului că senatorul a fost prezent în Parlament și la întâlnirile cu colegii săi.

Însă, președintele Camerei Deputaților, Marcel Ciolacu a subliniat atunci că, deși nu vor mai fi prezenți în Parlament, „activitățile vor fi desfășurate în mediul online, atât timp cât este posibil”.

Marcel Ciolacu a reiterat afirmația pe 19 martie 2020, în ședința online în care Parlamentul a aprobat decretul emis de președintele Klaus Iohannis privind starea de urgență.

„Să știți că activitatea Parlamentului nu se va suspenda, indiferent de perioada stării de urgență”. 

De altfel, nici nu avea cum, căci Art. 93 din Constituția României cere ca Parlamentul să funcționeze pe toată durata instituirii stării de asediu sau a stării de urgenţă.

Deputații și senatorii s-au întors însă în Parlament aproape șase săptămâni mai târziu, începând cu 22 aprilie 2020. 

În luna februarie, au avut cinci ședințe de plen, în zilele de 3, 5, 11, 24, și 25. În luna martie, au avut loc alte cinci ședințe de plen, în zilele de 9, 10, 12, 14 și 19. În luna aprilie, au mai avut loc încă patru ședințe, pe 2, 3, 16 și 23. În ultima, proiectul a fost adoptat tacit, ca urmare a depăşirii termenului constituţional. 

Deci, între 10 februarie (data la proiectul a fost din nou prezentat în Biroul Permanent al Camerei Deputaților după ce a primit avizele Consiliului Economic şi Social și Consiliului Legislativ) și 25 martie (termenul limită pentru dezbatere și vot final) – deputații au avut 8 ședințe de plen în care ar fi putut fi dezbătut acest proiect. 

În urma adoptării tacite, proiectul a ajuns la Senat. 

Senatorii s-au întrunit pe 29 aprilie 2020 în ședință de urgență, au respins cu 126 de voturi la 9, proiectul UDMR privind autonomia Ținutului Secuiesc."
